Geographic Location,county,state,poverty_pct,med_income
"Tallahassee, FL", Leon County, FL,15.6,"$47,065"
"Dublin, OH", Franklin County, OH,13.4,"$60,483"
"Maddington, ", Horry County, ,14.3,"$49,082"
"College Park, GA", Fulton County, GA,11.5,"$52,277"
"Jeffersonville, IN", Clark County, IN,11.9,"$55,245"
"Acworth, GA", Cobb County, GA,9.1,"$78,603"
"Johns Creek, GA", Fulton County, GA,11.5,"$52,277"
"Bartow, FL", Polk County, FL,9.6,"$59,990"
"Saint Augustine, FL", St. Johns County, FL,6.6,"$81,925"
"Lawrence, KS", Douglas County, KS,11.7,"$50,637"
"Needham, MA", Norfolk County, MA,6.5,"$100,184"
"Fulton, MS", Los Angeles County, MS,14.2,"$67,986"
"Columbus, MS", Columbia County, MS,7.6,"$65,435"
"Columbia, MS", Peoria County, MS,16.6,"$56,478"
"Soperton, GA", Treutlen County, GA,26.3,"$35,069"
"Brunswick, GA", Glynn County, GA,16.6,"$53,906"
"Louisville, KY", Jefferson County, KY,8.1,"$65,831"
"Stone Mountain, GA", DeKalb County, GA,17.4,"$47,420"
"Eden Prairie, MN", Hennepin County, MN,10.3,"$76,067"
"Mize, MS", Smith County, MS,15.0,"$56,848"
"Raymond, MS", Hinds County, MS,19.4,"$44,776"
"West Point, MS", King William County, MS,7.3,"$68,724"
"Laval, PQ",,,,"$100,075"
"Hoover, AL", Adams County, AL,15.3,"$43,000"
"Falkner, MS", Tippah County, MS,16.9,"$39,833"
"Marietta, GA", Cobb County, GA,9.1,"$78,603"
"Moore, OK",,,,"$100,075"
"Atlanta, GA", Fulton County, GA,11.5,"$52,277"
"Chantilly, VA", Fairfax County, VA,6.1,"$122,035"
"Millbrook, AL", Elmore County, AL,12.9,"$49,344"
"Irmo, SC", Lexington County, SC,12.5,"$60,627"
"Vidalia, GA",,,,"$100,075"
"Aliceville, AL", Pickens County, AL,16.6,"$48,794"
"Montgomery, AL", Clearfield County, AL,15.4,"$46,706"
"Laurel, MS", Yellowstone County, MS,10.9,"$59,975"
"Benoit, MS", Bolivar County, MS,29.4,"$33,116"
"Oak Ridge, NC", Guilford County, NC,15.4,"$52,166"
"Hyattsville, MD", Prince George's County, MD,8.3,"$82,445"
"Marianna, AR", Lee County, AR,24.8,"$34,796"
"Dallas, TX", Dallas County, TX,14.2,"$59,838"
"Southlake, TX", Tarrant County, TX,12.1,"$66,059"
"Lucas, TX", Collin County, TX,6.4,"$96,936"
"Tuscaloosa, AL", Jefferson County, AL,8.1,"$65,831"
"Piscataway, NJ", Middlesex County, NJ,12.7,"$54,871"
"Randolph, MA", Norfolk County, MA,6.5,"$100,184"
"Clearwater, FL", Pinellas County, FL,11.7,"$52,226"
"Lancaster, CA", Los Angeles County, CA,14.2,"$67,986"
"Sydney, NSW       ", Stutsman County, NSW       ,11.4,"$57,002"
"Columbia, MD", Howard County, MD,20.6,"$50,423"
"Rochester, NY", Monroe County, NY,13.2,"$58,391"
"Riverside, CA", Riverside County, CA,12.7,"$66,793"
"Litchfield Park, AZ", Maricopa County, AZ,12.3,"$65,234"
"Seguin, TX", Guadalupe County, TX,8.5,"$73,864"
"Westerville, OH", Franklin County, OH,13.4,"$60,483"
"Fort Lauderdale, FL", Broward County, FL,12.6,"$57,200"
"Casper, WY", New Castle County, WY,11.6,"$69,562"
"Kapolei, HI", Honolulu County, HI,7.7,"$83,695"
"Maryville, TN", Blount County, TN,9.9,"$57,939"
"Stallings, NC", Union County, NC,19.8,"$40,322"
"Suffolk, VA",,,,"$100,075"
"Hamilton, OH", Butler County, OH,8.7,"$67,161"
"Storrs Mansfield, CT", Tolland County, CT,8.0,"$89,584"
"Holden, MA", Worcester County, MA,9.0,"$71,767"
"Englewood, CO", Arapahoe County, CO,8.1,"$76,665"
"Easton, PA", Northampton County, PA,18.8,"$43,157"
"Hermitage, PA", Mercer County, PA,22.7,"$37,860"
"Mount Pleasant, SC", Charleston County, SC,14.2,"$62,958"
"Decatur, GA",Decatur County, GA,18.2,"$42,905"
"Benicia, CA", Solano County, CA,7.9,"$82,808"
"Waterford, MI", Oakland County, MI,8.2,"$80,319"
"Elkton, MD", Cecil County, MD,8.3,"$72,739"
"Clover, SC", York County, SC,5.5,"$86,317"
"Swansea, SC", Lexington County, SC,12.5,"$60,627"
"Morse Bluff, NE", Saunders County, NE,7.8,"$67,897"
"Hartley, IA", O'Brien County, IA,9.1,"$53,147"
"Pompano Beach, FL", Broward County, FL,12.6,"$57,200"
"Brentwood, TN", Williamson County, TN,6.4,"$87,817"
"Sandersville, GA", Washington County, GA,4.5,"$75,799"
"Simi Valley, CA", Ventura County, CA,9.1,"$84,170"
"Myrtle Beach, SC", Horry County, SC,14.3,"$49,082"
"Franklin, NJ", Sussex County, NJ,22.9,"$43,031"
"Raeford, NC", Hoke County, NC,18.0,"$47,892"
"Lamar, MO", Barton County, MO,17.6,"$41,583"
"Brecksville, OH", Cuyahoga County, OH,17.9,"$50,006"
"Solon, OH", Cuyahoga County, OH,17.9,"$50,006"
"Piqua, OH", Miami County, OH,7.9,"$59,922"
"Massillon, OH", Stark County, OH,14.4,"$52,310"
"Sherman Oaks, CA", Los Angeles County, CA,14.2,"$67,986"
"Redlands, CA", San Bernardino County, CA,14.9,"$63,310"
"Maringouin, LA", Iberville Parish, LA,23.8,"$47,917"
"River Ridge, LA", Clark County, LA,11.9,"$55,245"
"West Monroe, LA", Ouachita Parish, LA,21.3,"$44,371"
"Jonesboro, LA", Clayton County, LA,9.4,"$53,968"
"Lake Wales, FL", Polk County, FL,9.6,"$59,990"
"Ruston, LA", Lincoln Parish, LA,25.8,"$36,525"
"Saint Francisville, LA", Lawrence County, LA,17.7,"$43,651"
"Grand Prairie, TX", Dallas County, TX,14.2,"$59,838"
"Kaysville, UT",,,,"$100,075"
"San Anselmo, CA", Marin County, CA,6.6,"$122,933"
"North East, PA", Erie County, PA,15.3,"$48,453"
"Lake Forest, IL", Lake County, IL,36.5,"$33,709"
"Joliet, IL", Will County, IL,6.4,"$86,108"
"Carlsbad, CA", San Diego County, CA,11.5,"$78,777"
"Grosse Pointe, MI", Wayne County, MI,20.9,"$38,704"
"Akron, OH", Summit County, OH,6.2,"$105,374"
"North Royalton, OH", Cuyahoga County, OH,17.9,"$50,006"
"Ruleville, MS", Sunflower County, MS,32.6,"$31,329"
"Bloomington, MN", Hennepin County, MN,10.3,"$76,067"
"Oviedo, FL", Seminole County, FL,18.6,"$37,901"
"Lewis Center, OH", Delaware County, OH,8.8,"$71,961"
"Palmdale, CA", Los Angeles County, CA,14.2,"$67,986"
"Olney, MD", Montgomery County, MD,24.1,"$52,538"
"Ankeny, IA", Polk County, IA,9.6,"$59,990"
"Mooresville, NC", Iredell County, NC,9.5,"$60,044"
"Bellingham, WA", Whatcom County, WA,14.9,"$62,262"
"Chatsworth, GA", Murray County, GA,14.9,"$50,031"
"Greer, SC", Greenville County, SC,11.1,"$61,162"
"Truth Or Consequences, NM", Sierra County, NM,25.7,"$31,741"
"Whitelaw, WI", Manitowoc County, WI,10.4,"$56,466"
"Warren, MI", Macomb County, MI,11.0,"$62,191"
"Miramar, FL", Broward County, FL,12.6,"$57,200"
"Belvidere, IL", Boone County, IL,22.5,"$38,110"
"Irvine, CA", Orange County, CA,9.4,"$63,681"
"Cedar Falls, IA",,,,"$100,075"
"Key West, FL", Monroe County, FL,13.2,"$58,391"
"Vancouver, WA", Clark County, WA,11.9,"$55,245"
"Greenville, SC", Greenville County, SC,11.1,"$61,162"
"Greenwood Village, CO", Arapahoe County, CO,8.1,"$76,665"
"Los Gatos, CA", Santa Clara County, CA,7.3,"$125,933"
"Florence, SC", Florence County, SC,11.9,"$53,188"
"Cordele, GA", Crisp County, GA,27.4,"$36,096"
"Leesburg, GA", Lee County, GA,24.8,"$34,796"
"Carterville, IL", Jasper County, IL,19.2,"$47,551"
"Rome, GA", Floyd County, GA,12.3,"$48,315"
"Montreal, PQ",,,,"$100,075"
"Biloxi, MS", Harrison County, MS,16.7,"$47,942"
"Roanoke, VA",,,,"$100,075"
"Oxford, MS", Oakland County, MS,8.2,"$80,319"
"Ocala, FL", Marion County, FL,16.6,"$46,244"
"Rolling Meadows, IL", Cook County, IL,9.6,"$54,465"
"Anaheim Hills, CA", Orange County, CA,9.4,"$63,681"
"Citra, FL", Marion County, FL,16.6,"$46,244"
"Hollywood, FL", Broward County, FL,12.6,"$57,200"
"Decatur, IL", Macon County, IL,18.1,"$42,265"
"Henderson, NV", Clark County, NV,11.9,"$55,245"
"Chandler, AZ", Maricopa County, AZ,12.3,"$65,234"
"Macon, GA", Bibb County, GA,24.7,"$41,390"
"Fremont, CA", Alameda County, CA,9.0,"$101,744"
"Savannah, GA", Chatham County, GA,9.3,"$73,703"
"Garden Grove, CA", Orange County, CA,9.4,"$63,681"
"Stockton, CA", San Joaquin County, CA,14.3,"$63,567"
"Morgan Hill, CA", Santa Clara County, CA,7.3,"$125,933"
"La Palma, CA", Orange County, CA,9.4,"$63,681"
"Fort Irwin, CA", San Bernardino County, CA,14.9,"$63,310"
"Miamisburg, OH", Montgomery County, OH,24.1,"$52,538"
"Chillicothe, OH", Ross County, OH,18.4,"$49,385"
"Palatine, IL", Cook County, IL,9.6,"$54,465"
"Morgan, UT",Morgan County, UT,10.8,"$49,487"
"Fort Scott, KS", Bourbon County, KS,16.5,"$48,614"
"San Bernardino, CA",San Bernardino County, CA,14.9,"$63,310"
"Henderson, TX",Henderson County, TX,19.4,"$43,337"
"Salem, OR", Marion County, OR,16.6,"$46,244"
"Laie, HI", Yancey County, HI,17.8,"$44,756"
"HAPPY VALLEY, OR", Clackamas County, OR,7.3,"$81,061"
"Harbor City, CA", Los Angeles County, CA,14.2,"$67,986"
"Auburn, WA", King County, WA,9.2,"$94,822"
"Snoqualmie, WA", King County, WA,9.2,"$94,822"
"Dallas, GA", Paulding County, GA,10.3,"$53,876"
"Carmel, IN", Hamilton County, IN,14.7,"$49,210"
"Santa Ana, CA", Orange County, CA,9.4,"$63,681"
"Warner Robins, GA", Houston County, GA,26.1,"$39,533"
"Glendale, AZ", Maricopa County, AZ,12.3,"$65,234"
"Aberdeen, WA", Grays Harbor County, WA,17.3,"$48,763"
"Kailua, HI", Honolulu County, HI,7.7,"$83,695"
"Waco, TX", McLennan County, TX,18.9,"$48,858"
"Chino, CA", San Bernardino County, CA,14.9,"$63,310"
"Reading, MA", Middlesex County, MA,12.7,"$54,871"
"Willimantic, CT", Aroostook County, CT,15.3,"$39,450"
"Fayetteville, NC",,,,"$100,075"
"Deerfield Beach, FL", Broward County, FL,12.6,"$57,200"
"Lynn Haven, FL", Bay County, FL,15.6,"$50,576"
"Spanish Fort, AL", Baldwin County, AL,23.8,"$42,727"
"Homestead, FL", Miami-Dade County, FL,16.0,"$52,043"
"Irvington, AL", Limestone County, AL,22.2,"$43,226"
"Muscle Shoals, AL", Colbert County, AL,13.8,"$49,055"
"Troy, AL", San Francisco City and County, AL,,"$100,075"
"Violet, LA", Saint Bernard Parish, LA,,"$100,075"
"Denver, CO",Denver County, CO,11.7,"$68,069"
"Elk Grove, CA", Sacramento County, CA,14.3,"$69,475"
"Austell, GA", Cobb County, GA,9.1,"$78,603"
"Springfield, VA", Fairfax County, VA,6.1,"$122,035"
"Cedar Hill, TX", Dallas County, TX,14.2,"$59,838"
"Holtsville, NY", Suffolk County, NY,7.3,"$100,075"
"Buford, GA", Gwinnett County, GA,9.2,"$72,008"
"Virginia Beach, VA",,,,"$100,075"
"Gibsonia, PA", Allegheny County, PA,11.7,"$59,881"
"Centreville, VA", Fairfax County, VA,6.1,"$122,035"
"Moon Township, PA", Allegheny County, PA,11.7,"$59,881"
"Suwanee, GA", Gwinnett County, GA,9.2,"$72,008"
"Milton, GA", Fulton County, GA,11.5,"$52,277"
"Belle Glade, FL", Palm Beach County, FL,12.2,"$61,735"
"Sharpsburg, GA", Coweta County, GA,10.2,"$70,974"
"Cassatt, SC", Kershaw County, SC,14.5,"$52,270"
"Toccoa, GA", Stephens County, GA,19.4,"$43,115"
"Bolingbrook, IL", Will County, IL,6.4,"$86,108"
"Seminole, TX", Gaines County, TX,15.4,"$56,321"
"Lanham, MD", Prince George's County, MD,8.3,"$82,445"
"Stamford, CT", Nevada County, CT,10.3,"$66,681"
"Glencoe, IL", Cook County, IL,9.6,"$54,465"
"Upper Marlboro, MD", Prince George's County, MD,8.3,"$82,445"
"Newport News, VA",,,,"$100,075"
"Berryville, VA", Clarke County, VA,6.5,"$84,021"
"Tryon, NC", Polk County, NC,9.6,"$59,990"
"Gaston, SC", Lexington County, SC,12.5,"$60,627"
"Temple Hills, MD", Prince George's County, MD,8.3,"$82,445"
"Cumming, GA", Forsyth County, GA,16.4,"$50,112"
"Cartersville, GA", Bartow County, GA,12.2,"$57,409"
"Montgomery, TX",Montgomery County, TX,24.1,"$52,538"
"Del Valle, TX", Los Angeles County, TX,14.2,"$67,986"
"Landover, MD", Prince George's County, MD,8.3,"$82,445"
"West Hills, CA", Los Angeles County, CA,14.2,"$67,986"
"Monroe, LA",Monroe County, LA,13.2,"$58,391"
"Ashdown, AR", Little River County, AR,16.0,"$43,559"
"Heber City, UT", Wasatch County, UT,5.3,"$85,380"
"Cottonwood Heights, UT",,,,"$100,075"
"American Fork, UT", Utah County, UT,9.4,"$75,296"
"Essendon, VIC       ",,,,"$100,075"
"Spanish Fork, UT", Utah County, UT,9.4,"$75,296"
"Kearns, UT",,,,"$100,075"
"Fontana, CA", San Bernardino County, CA,14.9,"$63,310"
"Langhorne, PA", Bucks County, PA,5.7,"$88,538"
"Chevy Chase, MD", Montgomery County, MD,24.1,"$52,538"
"Willard, MO", Torrance County, MO,25.2,"$39,123"
"Manila, AR", Mississippi County, AR,26.8,"$34,735"
"San Mateo, CA",San Mateo County, CA,6.8,"$122,930"
"Daytona Beach, FL", Volusia County, FL,13.2,"$50,285"
"Troy, NY", Rensselaer County, NY,11.1,"$71,084"
"Glastonbury, CT", Fairfax County, CT,6.1,"$122,035"
"Syracuse, NY", Onondaga County, NY,13.7,"$59,786"
"Amherst, NY", Erie County, NY,15.3,"$48,453"
"Prince Frederick, MD", Calvert County, MD,5.4,"$106,270"
"Kettering, OH", Montgomery County, OH,24.1,"$52,538"
"Toledo, OH", Lucas County, OH,18.7,"$47,865"
"Balboa Island, CA", Orange County, CA,9.4,"$63,681"
"Paducah, KY", McCracken County, KY,14.7,"$48,950"
"Lansing, MI", Ingham County, MI,18.1,"$52,837"
"Thatcher, AZ", Graham County, AZ,18.9,"$39,502"
"Warren, OH",Warren County, OH,10.3,"$65,635"
"Kingfisher, OK",Kingfisher County, OK,9.9,"$59,266"
"Essex Fells, NJ", Essex County, NJ,13.7,"$50,785"
"Fort Washington, PA", Montgomery County, PA,24.1,"$52,538"
"Richmond, VA",,,,"$100,075"
"La Canada, CA", Orange County, CA,9.4,"$63,681"
"Vienna, GA", Dooly County, GA,29.1,"$37,278"
"Rockledge, FL", Brevard County, FL,11.0,"$57,612"
"Mechanicsville, VA", Hanover County, VA,5.2,"$91,028"
"Henrietta, TX", Clay County, TX,25.1,"$35,983"
"Lee's Summit, MO", Jackson County, MO,12.0,"$52,919"
"Holland, MI", Ottawa County, MI,20.6,"$38,194"
"Apopka, FL", Orange County, FL,9.4,"$63,681"
"Castle Rock, CO", Douglas County, CO,11.7,"$50,637"
"Flower Mound, TX", Denton County, TX,7.3,"$88,384"
"Midlothian, TX", Ellis County, TX,8.8,"$76,792"
"Silsbee, TX", Hardin County, TX,12.4,"$60,909"
"Crosby, TX",Crosby County, TX,23.7,"$37,911"
"Addison, TX", Dallas County, TX,14.2,"$59,838"
"Royse City, TX", Rockwall County, TX,5.1,"$102,858"
"North Fort Myers, FL", Lee County, FL,24.8,"$34,796"
"Winnetka, IL", Cook County, IL,9.6,"$54,465"
"Washington, IN",Washington County, IN,4.5,"$75,799"
"Laguna Hills, CA", Orange County, CA,9.4,"$63,681"
"Hudson, OH", Summit County, OH,6.2,"$105,374"
"Ridgely, MD", Caroline County, MD,9.7,"$67,335"
"Williamson, GA", Pike County, GA,10.3,"$62,657"
"Maria Stein, OH", Mercer County, OH,22.7,"$37,860"
"Charleston, SC", Charleston County, SC,14.2,"$62,958"
"Jackson, NJ", Ocean County, NJ,9.7,"$68,483"
"Moraga, CA", Contra Costa County, CA,7.8,"$101,463"
"South Lake Tahoe, CA", El Dorado County, CA,8.1,"$81,869"
"Granite Bay, CA", Placer County, CA,7.1,"$89,175"
"Sammamish, WA", King County, WA,9.2,"$94,822"
"Goleta, CA", Santa Barbara County, CA,12.6,"$75,646"
"Petaluma, CA", Sonoma County, CA,9.9,"$81,002"
"Orange, CA",Orange County, CA,9.4,"$63,681"
"Elgin, IL", Kane County, IL,10.5,"$52,355"
"Mesa, AZ", Maricopa County, AZ,12.3,"$65,234"
"Coto De Caza, CA", Orange County, CA,9.4,"$63,681"
"Stafford, VA",Stafford County, VA,5.4,"$108,421"
"Deer Park, IL", Lake County, IL,36.5,"$33,709"
"Grantsburg, WI", Burnett County, WI,10.7,"$55,295"
"Culver City, CA", Los Angeles County, CA,14.2,"$67,986"
"Loveland, OH", Hamilton County, OH,14.7,"$49,210"
"Franklin, TN", Williamson County, TN,6.4,"$87,817"
"Saline, MI", Washtenaw County, MI,15.0,"$72,267"
"Bloomfield Hills, MI", Oakland County, MI,8.2,"$80,319"
"Andalusia, AL", Covington County, AL,26.5,"$36,083"
"Manvel, TX", Brazoria County, TX,10.1,"$74,225"
"Toronto, ON", Vermillion County, ON,15.2,"$49,287"
"Boling, TX", Wharton County, TX,16.8,"$48,040"
"Plainfield, IL", Will County, IL,6.4,"$86,108"
"Hoffman Estates, IL", Cook County, IL,9.6,"$54,465"
"New Albany, IN", Floyd County, IN,12.3,"$48,315"
"Richburg, SC", Chester County, SC,15.9,"$47,508"
"Staten Island, NY", Richmond County, NY,15.9,"$49,399"
"East Orange, NJ", Essex County, NJ,13.7,"$50,785"
"Brooklyn, NY", Kings County, NY,18.9,"$60,862"
"Union City, NJ", Hudson County, NJ,14.3,"$73,337"
"Medford, NJ", Burlington County, NJ,6.2,"$84,470"
"Coatesville, PA", Chester County, PA,15.9,"$47,508"
"Closter, NJ", Bergen County, NJ,6.8,"$100,181"
"Flowood, MS", Rankin County, MS,9.6,"$66,296"
"Eufaula, AL", Jefferson County, AL,8.1,"$65,831"
"Vestavia Hills, AL", Jefferson County, AL,8.1,"$65,831"
"Lexington, TN", Henderson County, TN,19.4,"$43,337"
"Pearl, MS", Rankin County, MS,9.6,"$66,296"
"Hamden, CT", Bergen County, CT,6.8,"$100,181"
"Abilene, TX", Taylor County, TX,10.3,"$56,981"
"Skiatook, OK", Osage County, OK,15.1,"$48,826"
"Argyle, TX", Denton County, TX,7.3,"$88,384"
"New Braunfels, TX", Comal County, TX,7.1,"$76,523"
"Sunrise, FL", Broward County, FL,12.6,"$57,200"
"Auburn, AL", Jefferson County, AL,8.1,"$65,831"
"Nicholasville, KY", Jessamine County, KY,12.6,"$59,443"
"Hopkinsville, KY", Christian County, KY,8.6,"$58,057"
"Somerset, KY", Pulaski County, KY,14.6,"$50,834"
"Paintsville, KY", Johnson County, KY,10.3,"$57,676"
"Plymouth, MI", Wayne County, MI,20.9,"$38,704"
"Traverse City, MI", Grand Traverse County, MI,9.5,"$64,591"
"Walled Lake, MI", Oakland County, MI,8.2,"$80,319"
"Mountain View, CA", Santa Clara County, CA,7.3,"$125,933"
"Rochester, MI", Oakland County, MI,8.2,"$80,319"
"Pacific Palisades, CA", Los Angeles County, CA,14.2,"$67,986"
"Eureka, MO", Saint Louis County, MO,,"$100,075"
"Essexville, MI", Bay County, MI,15.6,"$50,576"
"Naples, FL", Collier County, FL,10.6,"$70,649"
"Desoto, TX", Dallas County, TX,14.2,"$59,838"
"Kansas City, MO", Jackson County, MO,12.0,"$52,919"
"Mount Vernon, NY", Westchester County, NY,8.3,"$94,521"
"Forestville, MD", Prince George's County, MD,8.3,"$82,445"
"Ellicott City, MD", Howard County, MD,20.6,"$50,423"
"Towson, MD", Baltimore County, MD,9.9,"$75,836"
"Vineland, NJ", Cumberland County, NJ,15.7,"$46,300"
"Richmond Hill, GA", Bryan County, GA,16.6,"$43,445"
"Hillsborough, NJ", Somerset County, NJ,12.0,"$50,504"
"Alexandria, VA", Riverside County, VA,12.7,"$66,793"
"Fort Stewart, GA", Liberty County, GA,15.1,"$52,577"
"Mountain Brook, AL", Jefferson County, AL,8.1,"$65,831"
"Conway, SC", Horry County, SC,14.3,"$49,082"
"Waldorf, MD", Charles County, MD,6.6,"$92,616"
"Seffner, FL", Hillsborough County, FL,7.4,"$78,714"
"Slidell, LA", St. Tammany Parish, LA,11.8,"$67,054"
"Greenwood, AR", Sebastian County, AR,15.6,"$46,843"
"Trussville, AL", Jefferson County, AL,8.1,"$65,831"
"Decatur, AL", Clearfield County, AL,15.4,"$46,706"
"Pembroke Pines, FL", Broward County, FL,12.6,"$57,200"
"Columbus, GA", Muscogee County, GA,20.1,"$46,628"
"Tucker, GA", DeKalb County, GA,17.4,"$47,420"
"Bradenton, FL", Manatee County, FL,10.4,"$59,587"
"Lawrenceville, GA", Gwinnett County, GA,9.2,"$72,008"
"Cottondale, AL", Tuscaloosa County, AL,16.8,"$52,557"
"Hinsdale, IL",Hinsdale County, IL,8.6,"$62,149"
"Sarasota, FL", Sarasota County, FL,10.3,"$61,652"
"San Juan Capistrano, CA", Orange County, CA,9.4,"$63,681"
"Commerce Township, MI", Oakland County, MI,8.2,"$80,319"
"Waukesha, WI", Waukesha County, WI,5.0,"$87,333"
"Westwood, NJ", Bergen County, NJ,6.8,"$100,181"
"Fairfax, VA",,,,"$100,075"
"Leesburg, VA", Loudoun County, VA,3.6,"$140,382"
"Westfield, NJ", Union County, NJ,19.8,"$40,322"
"Sicklerville, NJ", Camden County, NJ,8.3,"$65,955"
"Long Beach, MS", Nassau County, MS,5.8,"$115,301"
"Chula Vista, CA", San Diego County, CA,11.5,"$78,777"
"Bronx, NY", Bronx County, NY,27.3,"$38,566"
"Phenix City, AL", Russell County, AL,21.5,"$38,966"
"Raynham, MA",,,,"$100,075"
"Mohnton, PA", Berks County, PA,11.4,"$62,519"
"Shelbyville, TN", Bedford County, TN,10.4,"$61,186"
"Enterprise, AL", Washington County, AL,4.5,"$75,799"
"Bowling Green, KY", Warren County, KY,10.3,"$65,635"
"Naperville, IL", DuPage County, IL,6.6,"$93,540"
"San Marcos, CA", San Diego County, CA,11.5,"$78,777"
"Lebanon, TN", Wilson County, TN,10.9,"$71,207"
"Mckeesport, PA", Allegheny County, PA,11.7,"$59,881"
"Ellenwood, GA", Clayton County, GA,9.4,"$53,968"
"Lake Saint Louis, MO", Saint Charles County, MO,,"$100,075"
"Yazoo City, MS", Yazoo County, MS,37.1,"$33,111"
"Coppell, TX", Dallas County, TX,14.2,"$59,838"
"Camas, WA", Clark County, WA,11.9,"$55,245"
"Kissimmee, FL", Osceola County, FL,17.6,"$45,607"
"Seneca, SC", Oconee County, SC,14.4,"$50,529"
"Sterling, VA", Loudoun County, VA,3.6,"$140,382"
"Highland Springs, VA", Henrico County, VA,9.0,"$68,581"
"Shelby, OH",Shelby County, OH,20.6,"$41,961"
"Wake Forest, NC", Wake County, NC,8.4,"$80,169"
"Roswell, GA", Fulton County, GA,11.5,"$52,277"
"New Port Richey, FL", Pasco County, FL,12.6,"$53,788"
"Brownsville, TN", Haywood County, TN,20.5,"$39,574"
"Homerville, GA", Clinch County, GA,25.8,"$37,593"
"Gallatin, TN", Sumner County, TN,8.9,"$66,171"
"Moultrie, GA", Colquitt County, GA,23.9,"$38,633"
"Lexington, SC",Lexington County, SC,12.5,"$60,627"
"Cordova, TN", Shelby County, TN,20.6,"$41,961"
"Manchester, TN", Coffee County, TN,15.9,"$49,494"
"Sparta, NJ", Sussex County, NJ,22.9,"$43,031"
"Glendale, CA", Los Angeles County, CA,14.2,"$67,986"
"Hayward, CA", Alameda County, CA,9.0,"$101,744"
"Oxnard, CA", Ventura County, CA,9.1,"$84,170"
"Ontario, CA", San Bernardino County, CA,14.9,"$63,310"
"Medford, OR", Jackson County, OR,12.0,"$52,919"
"San Lorenzo, CA", Alameda County, CA,9.0,"$101,744"
"Appomattox, VA", Appomattox County, VA,13.5,"$51,131"
"North Highlands, CA", Sacramento County, CA,14.3,"$69,475"
"Medford, NY", Suffolk County, NY,7.3,"$100,075"
"Jonesborough, TN", Washington County, TN,4.5,"$75,799"
"Davie, FL", Broward County, FL,12.6,"$57,200"
"Brentwood, CA", Contra Costa County, CA,7.8,"$101,463"
"Woodstock, GA", Cherokee County, GA,17.4,"$43,483"
"Leesburg, AL", Cherokee County, AL,17.4,"$43,483"
"Winamac, IN", Pulaski County, IN,14.6,"$50,834"
"Jena, LA", La Salle Parish, LA,19.5,"$45,742"
"Forney, TX", Kaufman County, TX,11.5,"$67,434"
"Richmond, TX", Fort Bend County, TX,7.9,"$92,310"
"Tallulah, LA", Madison Parish, LA,41.7,"$28,452"
"Hollandale, MS", Washington County, MS,4.5,"$75,799"
"Greenwood, MS", Johnson County, MS,10.3,"$57,676"
"Sydney, NS", Hillsborough County, NS,7.4,"$78,714"
"Copperas Cove, TX", Coryell County, TX,15.0,"$48,099"
"Clanton, AL", Chilton County, AL,17.3,"$47,547"
"Vallejo, CA", Solano County, CA,7.9,"$82,808"
"Clayton, NJ", Gloucester County, NJ,9.1,"$70,938"
