Geographic Location,county,state,poverty_pct,med_income
"Victor, NY", Ontario County, NY,8.5,"$62,930"
"Pittsford, NY", Monroe County, NY,13.2,"$58,391"
"Passaic, NJ", Passaic County, NJ,13.6,"$71,959"
"Windsor, ON", Morehouse Parish, ON,27.4,"$34,023"
"Yukon, OK",,,,"$100,075"
"Welland, ON", Allen County, ON,14.4,"$50,301"
"Due West, SC", Abbeville County, SC,19.1,"$42,412"
"Gray, GA", Jones County, GA,22.0,"$43,903"
"North Lauderdale, FL", Broward County, FL,12.6,"$57,200"
"Newton, TX",Newton County, TX,22.3,"$43,367"
"Magee, MS", Pima County, MS,16.2,"$53,395"
"New London, NC", Stanly County, NC,13.2,"$51,491"
"Central Islip, NY", Suffolk County, NY,7.3,"$100,075"
"North Ridgeville, OH", Lorain County, OH,14.2,"$59,265"
"Perry, OH",Perry County, OH,17.6,"$41,960"
"Leipsic, OH", Putnam County, OH,10.0,"$61,995"
"Gahanna, OH", Franklin County, OH,13.4,"$60,483"
"Minden, LA", Pottawattamie County, LA,11.8,"$56,337"
"Mccomb, MS", Pike County, MS,10.3,"$62,657"
"Deer Park, TX", Harris County, TX,16.5,"$60,241"
"Pleasant Grove, AL", Jefferson County, AL,8.1,"$65,831"
"Jesup, GA", Wayne County, GA,20.9,"$38,704"
"Mableton, GA", Cobb County, GA,9.1,"$78,603"
"Stroud, OK",,,,"$100,075"
"Gatesville, TX", Coryell County, TX,15.0,"$48,099"
"Roland, OK", Sequoyah County, OK,18.8,"$38,998"
"Alto, TX", Cherokee County, TX,17.4,"$43,483"
"Villa, LA", Hidalgo County, LA,30.0,"$38,785"
"Norwich, CT", Allegheny County, CT,11.7,"$59,881"
"Ravenna, OH", Portage County, OH,11.3,"$59,032"
"Rossford, OH", Wood County, OH,10.1,"$55,879"
"Prophetstown, IL", Whiteside County, IL,10.5,"$57,197"
"Shawano, WI",Shawano County, WI,9.6,"$56,022"
"Burnsville, MN", Dakota County, MN,12.4,"$55,522"
"Ellettsville, IN", Monroe County, IN,13.2,"$58,391"
"Jeannette, PA", Westmoreland County, PA,16.4,"$51,414"
"Framingham, MA", Middlesex County, MA,12.7,"$54,871"
"Flowery Branch, GA", Hall County, GA,24.1,"$32,597"
"Eads, TN", Shelby County, TN,20.6,"$41,961"
"Daniel Island, SC", Berkeley County, SC,11.5,"$59,619"
"Saint Marys, GA", Camden County, GA,8.3,"$65,955"
"Wallington, NJ", Bergen County, NJ,6.8,"$100,181"
"Walkersville, MD", Frederick County, MD,7.0,"$77,684"
"The Colony, TX", Denton County, TX,7.3,"$88,384"
"Mount Royal, NJ", Gloucester County, NJ,9.1,"$70,938"
"Glen Mills, PA", Delaware County, PA,8.8,"$71,961"
"Huntsville, TX", Walker County, TX,26.1,"$43,681"
"Berkeley, IL", Alameda County, IL,9.0,"$101,744"
"O'Fallon, IL",,,,"$100,075"
"Patterson, LA", Stanislaus County, LA,15.6,"$59,616"
"Clinton, MI",Clinton County, MI,12.3,"$50,999"
"Paw Paw, MI", Van Buren County, MI,16.3,"$38,265"
"Kalamazoo, MI", Kalamazoo County, MI,14.4,"$55,881"
"Monument, CO", El Paso County, CO,20.5,"$43,948"
"Saint Ignace, MI", Mackinac County, MI,13.4,"$46,645"
"Fort Thomas, KY", Campbell County, KY,9.2,"$78,112"
"Shelby Township, MI", Oceana County, MI,15.5,"$50,374"
"Liberty Township, OH", Butler County, OH,8.7,"$67,161"
"Advance, NC", Davie County, NC,10.8,"$60,801"
"Bridgeport, WV", Harrison County, WV,16.7,"$47,942"
"Sarver, PA", Butler County, PA,8.7,"$67,161"
"Sarahsville, OH", Noble County, OH,12.9,"$54,210"
"Woodville, OH", Sandusky County, OH,10.0,"$53,978"
"Wellsburg, WV", Brooke County, WV,13.7,"$48,342"
"Saint Clairsville, OH", Belmont County, OH,13.0,"$48,989"
"Milton, WV", Cabell County, WV,19.3,"$39,790"
"Wildwood, MO", Saint Louis County, MO,,"$100,075"
"Yorktown, IN", Delaware County, IN,8.8,"$71,961"
"Muncie, IN", Delaware County, IN,8.8,"$71,961"
"Berkley, MI", Oakland County, MI,8.2,"$80,319"
"Franklin, TX",Franklin County, TX,13.4,"$60,483"
"Lagrange, OH", Lorain County, OH,14.2,"$59,265"
"Kings Mills, OH", Warren County, OH,10.3,"$65,635"
"Bedford, OH", Cuyahoga County, OH,17.9,"$50,006"
"Locust Grove, OK", Mayes County, OK,15.5,"$50,951"
"Alief, TX", Harris County, TX,16.5,"$60,241"
"Sweetwater, TX", Nolan County, TX,18.2,"$42,522"
"Corrigan, TX", Polk County, TX,9.6,"$59,990"
"Peggs, OK", Cherokee County, OK,17.4,"$43,483"
"Tuttle, OK",,,,"$100,075"
"Frankfort, IL", Franklin County, IL,13.4,"$60,483"
"San Fernando, CA", Los Angeles County, CA,14.2,"$67,986"
"Trabuco Canyon, CA", Orange County, CA,9.4,"$63,681"
"Torrance, CA", Los Angeles County, CA,14.2,"$67,986"
"West Chester, PA", Chester County, PA,15.9,"$47,508"
"Muskegon Heights, MI", Muskegon County, MI,15.7,"$49,960"
"Strongsville, OH", Cuyahoga County, OH,17.9,"$50,006"
"Kildeer, IL", Lake County, IL,36.5,"$33,709"
"Bishop, CA", Inyo County, CA,12.3,"$53,793"
"Manheim, PA", Lancaster County, PA,12.3,"$52,814"
"Oak Park, MI", Oakland County, MI,8.2,"$80,319"
"Delphos, OH", Van Wert County, OH,8.4,"$54,331"
"Steubenville, OH", Jefferson County, OH,8.1,"$65,831"
"Oberlin, OH", Lorain County, OH,14.2,"$59,265"
"Newton, PA", Dale County, PA,16.2,"$45,309"
"Huntingdon, TN", Carroll County, TN,15.7,"$41,517"
"Sylvania, OH", Lucas County, OH,18.7,"$47,865"
"Clinton, MD", Prince George's County, MD,8.3,"$82,445"
"Tar Heel, NC", Bladen County, NC,29.1,"$36,976"
"Lawrenceville, NJ", Mercer County, NJ,22.7,"$37,860"
"Valparaiso, IN", Porter County, IN,8.9,"$69,298"
"Bound Brook, NJ", Somerset County, NJ,12.0,"$50,504"
"Greentown, PA", Pike County, PA,10.3,"$62,657"
"Bremen, GA", Haralson County, GA,15.9,"$47,662"
"Plymouth, NC", Washington County, NC,4.5,"$75,799"
"Williamston, NC", Martin County, NC,13.6,"$56,484"
"Godley, TX", Johnson County, TX,10.3,"$57,676"
"Trophy Club, TX", Denton County, TX,7.3,"$88,384"
"Saluda, SC", Saluda County, SC,14.9,"$46,019"
"Winterville, NC", Pitt County, NC,23.2,"$43,303"
"Bailey, NC", Nash County, NC,14.2,"$50,122"
"Hooker, OK", Texas County, OK,12.7,"$51,812"
"Minco, OK",,,,"$100,075"
"Calgary, AB", San Augustine County, AB,22.2,"$38,826"
"Peculiar, MO", Cass County, MO,20.4,"$44,154"
"Beloit, KS", Mitchell County, KS,21.4,"$48,529"
"Gas City, IN", Grant County, IN,14.0,"$57,328"
"North Plainfield, NJ", Somerset County, NJ,12.0,"$50,504"
"Downers Grove, IL", DuPage County, IL,6.6,"$93,540"
"Harrah, OK", Oklahoma County, OK,16.9,"$52,346"
"Manassas, VA",,,,"$100,075"
"Huger, SC", Berkeley County, SC,11.5,"$59,619"
"Salem, VA",,,,"$100,075"
"Forest, VA", Bexar County, VA,17.2,"$54,210"
"Charlotte Court House, VA", Charlotte County, VA,19.3,"$41,382"
"Longport, NJ", Atlantic County, NJ,12.8,"$60,826"
"Frankfort, KY", Franklin County, KY,13.4,"$60,483"
"Princeton, KY", Caldwell County, KY,14.1,"$52,588"
"West End, NC", Moore County, NC,12.2,"$53,785"
"Ashland, AL", Clay County, AL,25.1,"$35,983"
"Largo, MD", Prince George's County, MD,8.3,"$82,445"
"Jonesville, SC", Carbon County, SC,13.4,"$61,773"
"Wickliffe, OH", Lake County, OH,36.5,"$33,709"
"Berea, OH", Cuyahoga County, OH,17.9,"$50,006"
"Danville, VA",,,,"$100,075"
"Lantana, FL", Palm Beach County, FL,12.2,"$61,735"
"Bergenfield, NJ", Bergen County, NJ,6.8,"$100,181"
"Spring Grove, PA",,,,"$100,075"
"Columbus, NJ", Burlington County, NJ,6.2,"$84,470"
"Clewiston, FL", Hendry County, FL,24.0,"$44,391"
"Portland, TN", Sumner County, TN,8.9,"$66,171"
"Hallsville, TX", Harrison County, TX,16.7,"$47,942"
"Hudson, WI", Saint Croix County, WI,,"$100,075"
"Monkton, MD", Baltimore County, MD,9.9,"$75,836"
"Morristown, TN", Hamblen County, TN,17.1,"$44,040"
"Grove City, OH", Franklin County, OH,13.4,"$60,483"
"Graham, NC", Alamance County, NC,13.5,"$50,480"
"Loves Park, IL", Winnebago County, IL,10.4,"$57,785"
"Exton, PA", Chester County, PA,15.9,"$47,508"
"Sudbury, MA", Middlesex County, MA,12.7,"$54,871"
"Cape Vincent, NY", Jefferson County, NY,8.1,"$65,831"
"Twinsburg, OH", Summit County, OH,6.2,"$105,374"
"Simpsonville, SC", Greenville County, SC,11.1,"$61,162"
"Escondido, CA", San Diego County, CA,11.5,"$78,777"
"Fountain Hills, AZ", Maricopa County, AZ,12.3,"$65,234"
"Zebulon, NC", Wake County, NC,8.4,"$80,169"
"Terre Haute, IN", Vigo County, IN,19.2,"$48,335"
"Bonaire, GA", Houston County, GA,26.1,"$39,533"
"Hixson, TN", Hamilton County, TN,14.7,"$49,210"
"Port Jefferson, NY", Suffolk County, NY,7.3,"$100,075"
"Rexburg, ID", Madison County, ID,10.1,"$60,450"
"Albert Lea, MN", Freeborn County, MN,9.9,"$52,010"
"Mill Valley, CA", Marin County, CA,6.6,"$122,933"
"Perris, CA", Riverside County, CA,12.7,"$66,793"
"Sparks, NV", Washoe County, NV,10.4,"$63,636"
"Fernley, NV",,,,"$100,075"
"Hillsboro, OR", Washington County, OR,4.5,"$75,799"
"Carson City, NV",,,,"$100,075"
"Bamberg, SC",Bamberg County, SC,26.7,"$36,230"
"Ahoskie, NC", Hertford County, NC,23.2,"$38,216"
"Blakely, GA", Early County, GA,26.5,"$34,984"
"Hephzibah, GA", Richmond County, GA,15.9,"$49,399"
"Minneola, FL", Lake County, FL,36.5,"$33,709"
"Clinton, SC", Laurens County, SC,19.7,"$42,099"
"Red Bank, SC", Lexington County, SC,12.5,"$60,627"
"Aurora, MO", Lawrence County, MO,17.7,"$43,651"
"Roanoke, LA",,,,"$100,075"
"Madison, GA",Madison County, GA,10.1,"$60,450"
"Dublin, GA", Laurens County, GA,19.7,"$42,099"
"Elberton, GA", Elbert County, GA,18.5,"$39,681"
"Troy, MI", Oakland County, MI,8.2,"$80,319"
"Brook Park, OH", Cuyahoga County, OH,17.9,"$50,006"
"Pierrefonds, PQ",,,,"$100,075"
"Bridgeville, DE", Sussex County, DE,22.9,"$43,031"
"Sheridan, AR",,,,"$100,075"
"Oak Hill, FL", Volusia County, FL,13.2,"$50,285"
"Derby, KS", Sedgwick County, KS,13.4,"$56,381"
"Independence, MO", Jackson County, MO,12.0,"$52,919"
"Goddard, KS", Sedgwick County, KS,13.4,"$56,381"
"Prairie Village, KS", Johnson County, KS,10.3,"$57,676"
"Moore, SC", Spartanburg County, SC,13.6,"$53,567"
"Steamboat Springs, CO", Routt County, CO,7.0,"$81,033"
"Twin Falls, ID", Twin Falls County, ID,13.6,"$51,594"
"Scotlandville, LA", East Baton Rouge Parish, LA,16.7,"$52,945"
"Pinckney, MI", Livingston County, MI,12.5,"$61,027"
"Hillcrest Hgts, MD", Prince George's County, MD,8.3,"$82,445"
"Reisterstown, MD", Baltimore County, MD,9.9,"$75,836"
"Glenarden, MD", Prince George's County, MD,8.3,"$82,445"
"Hampstead, NC", Pender County, NC,15.1,"$54,900"
"New Lenox, IL", Will County, IL,6.4,"$86,108"
"Palmyra, NJ", Burlington County, NJ,6.2,"$84,470"
"Iola, WI", Waupaca County, WI,10.4,"$58,648"
"Menomonie, WI", Dunn County, WI,12.5,"$57,506"
"Pella, IA", Marion County, IA,16.6,"$46,244"
"Sycamore, IL", DeKalb County, IL,17.4,"$47,420"
"Crystal Lake, IL", McHenry County, IL,11.9,"$54,795"
"Redford, MI", Wayne County, MI,20.9,"$38,704"
"Palo, IA",,,,"$100,075"
"Chariton, IA", Lucas County, IA,18.7,"$47,865"
"Beverly Hills, MI", Oakland County, MI,8.2,"$80,319"
"Shellsburg, IA",,,,"$100,075"
"Ottosen, IA", Humboldt County, IA,11.9,"$72,873"
"New Brunswick, NJ", Middlesex County, NJ,12.7,"$54,871"
"Kendall Park, NJ", Middlesex County, NJ,12.7,"$54,871"
"Bishop, GA", Collin County, GA,6.4,"$96,936"
"East Lake, FL", Pinellas County, FL,11.7,"$52,226"
"Murray, KY", Calloway County, KY,21.3,"$41,873"
"LaGrange, NY", Orange County, NY,9.4,"$63,681"
"Sapulpa, OK", Creek County, OK,14.0,"$54,478"
"Burr Ridge, IL", DuPage County, IL,6.6,"$93,540"
"Jemison, AL", Mercer County, AL,22.7,"$37,860"
"Iola, TX", Grimes County, TX,17.5,"$49,498"
"Harker Heights, TX", Bell County, TX,13.0,"$54,292"
"Kaufman, TX",Kaufman County, TX,11.5,"$67,434"
"Fulshear, TX", Fort Bend County, TX,7.9,"$92,310"
"Kaumana, HI", Hawaiʻi County, HI,,"$100,075"
"Inverness, IL", Cook County, IL,9.6,"$54,465"
"Maple Grove, MN", Hennepin County, MN,10.3,"$76,067"
"Larkspur, CA", Marin County, CA,6.6,"$122,933"
"Caledon, ON", Allen County, ON,14.4,"$50,301"
"Alpine, CA",Alpine County, CA,17.3,"$55,384"
"Broomfield, CO", City and County of Broomfield, CO,,"$100,075"
"Howard, KS", Elk County, KS,9.2,"$54,876"
"Burlington, WI",,,,"$100,075"
"Amherst, WI", Portage County, WI,11.3,"$59,032"
"Long Grove, IL", Lake County, IL,36.5,"$33,709"
"Hazel Crest, IL", Cook County, IL,9.6,"$54,465"
"Stoughton, WI", Dane County, WI,10.8,"$71,789"
"Amherst Junction, WI", Portage County, WI,11.3,"$59,032"
"Urbandale, IA", Polk County, IA,9.6,"$59,990"
"Saint Charles, MO",Saint Charles County, MO,,"$100,075"
"Hannibal, MO", Marion County, MO,16.6,"$46,244"
"Streetsboro, OH", Portage County, OH,11.3,"$59,032"
"Painesville, OH", Lake County, OH,36.5,"$33,709"
"Chester Springs, PA", Chester County, PA,15.9,"$47,508"
"Waipahu, HI", Honolulu County, HI,7.7,"$83,695"
"Woodland Hills, CA", Los Angeles County, CA,14.2,"$67,986"
"Taylorsville, UT",,,,"$100,075"
"Carol City, FL", Miami-Dade County, FL,16.0,"$52,043"
"Hialeah Gardens, FL", Miami-Dade County, FL,16.0,"$52,043"
"Dania, FL", Broward County, FL,12.6,"$57,200"
"Layton, UT", Davis County, UT,5.7,"$84,381"
"Hahira, GA", Lowndes County, GA,23.1,"$44,348"
"Nixa, MO", Christian County, MO,8.6,"$58,057"
"Shepherd, TX", San Jacinto County, TX,17.5,"$47,028"
"Star City, AR",,,,"$100,075"
"Grinnell, IA", Poweshiek County, IA,10.6,"$56,170"
"Savage, MN", Scott County, MN,18.5,"$40,161"
"Prairie Grove, AR", Washington County, AR,4.5,"$75,799"
"Churdan, IA", Greene County, IA,8.1,"$67,498"
"Fort Atkinson, IA", Winneshiek County, IA,9.8,"$61,807"
"Orland Park, IL", Cook County, IL,9.6,"$54,465"
"Jefferson, IA",Jefferson County, IA,8.1,"$65,831"
"Glencoe, AL", Etowah County, AL,17.5,"$44,903"
"Leeds, AL", Franklin County, AL,13.4,"$60,483"
"Dade City, FL", Pasco County, FL,12.6,"$53,788"
"Jackson Springs, NC", Moore County, NC,12.2,"$53,785"
"Cameron, SC", Northumberland County, SC,14.8,"$55,418"
"Carville, LA", Queen Anne's County, LA,6.5,"$93,751"
"Bay Minette, AL", Baldwin County, AL,23.8,"$42,727"
"Springhill, LA", Webster Parish, LA,26.0,"$35,070"
"Grandview, TX", Johnson County, TX,10.3,"$57,676"
"Los Banos, CA", Merced County, CA,21.2,"$56,169"
"Daingerfield, TX", Morris County, TX,20.2,"$41,418"
"Kountze, TX", Hardin County, TX,12.4,"$60,909"
"Ackerman, MS", Choctaw County, MS,23.0,"$35,308"
"McCool, MS", Attala County, MS,23.7,"$36,761"
"Philadelphia, MS", Neshoba County, MS,26.9,"$36,236"
"Belle Harbor, NY", Queens County, NY,11.6,"$68,432"
"Westborough, MA", Worcester County, MA,9.0,"$71,767"
"Manchester, MA", Essex County, MA,13.7,"$50,785"
"Cohoes, NY", Albany County, NY,20.4,"$47,561"
"Medfield, MA", Norfolk County, MA,6.5,"$100,184"
"Endwell, NY", Broome County, NY,17.3,"$50,928"
"Trenton, FL", Gilchrist County, FL,16.8,"$42,186"
"Johnson City, NY", Broome County, NY,17.3,"$50,928"
"Fort Lee, NJ", Bergen County, NJ,6.8,"$100,181"
"Taylor, MS", Williamson County, MS,6.4,"$87,817"
"Sayreville, NJ", Middlesex County, NJ,12.7,"$54,871"
"Sevierville, TN", Sevier County, TN,12.0,"$54,339"
"Frankston, TX", Anderson County, TX,19.8,"$45,969"
"Mineola, TX", Wood County, TX,10.1,"$55,879"
"Lyman, SC", Spartanburg County, SC,13.6,"$53,567"
"Lodi, NJ", Bergen County, NJ,6.8,"$100,181"
"Surrey, BC", Ward County, BC,13.9,"$53,621"
"Webb City, MO", Jasper County, MO,19.2,"$47,551"
"Kearney, MO",Kearney County, MO,9.2,"$64,456"
"Leland, MS", Brunswick County, MS,22.5,"$41,803"
"Byron, GA", Peach County, GA,24.0,"$46,525"
"Bowman, GA", Elbert County, GA,18.5,"$39,681"
"Lake Stevens, WA", Snohomish County, WA,7.5,"$87,096"
"Cocoa, FL", Brevard County, FL,11.0,"$57,612"
"Farmington, MI", Oakland County, MI,8.2,"$80,319"
"Washougal, WA", Clark County, WA,11.9,"$55,245"
"Jackson, NE", Dakota County, NE,12.4,"$55,522"
"Sioux Falls, SD", Minnehaha County, SD,9.6,"$60,033"
"Burwell, NE", Garfield County, NE,13.8,"$50,185"
"Prospect Park, NJ", Passaic County, NJ,13.6,"$71,959"
"Kaukauna, WI", Outagamie County, WI,7.2,"$65,993"
"Victoria, MN", Carver County, MN,3.8,"$104,248"
"Monticello, MN", Wright County, MN,23.9,"$35,293"
"Sioux Center, IA", Sioux County, IA,32.9,"$37,002"
"Lakeville, MN", Dakota County, MN,12.4,"$55,522"
"Petersburg, TN", Lincoln County, TN,7.9,"$69,598"
"Lebanon, MO", Laclede County, MO,15.4,"$44,562"
"Lake Zurich, IL", Lake County, IL,36.5,"$33,709"
"Ona, WV", Cabell County, WV,19.3,"$39,790"
"Harrison, ME", Cumberland County, ME,15.7,"$46,300"
"Steelton, PA", Dauphin County, PA,13.2,"$57,979"
"Middleburg Heights, OH", Cuyahoga County, OH,17.9,"$50,006"
"Williamsport, PA", Lycoming County, PA,13.0,"$53,820"
"Pickens, SC",Pickens County, SC,16.6,"$48,794"
"BROADLANDS, VA", Loudoun County, VA,3.6,"$140,382"
"Northvale, NJ", Bergen County, NJ,6.8,"$100,181"
"Wyandanch, NY", Suffolk County, NY,7.3,"$100,075"
"East Meadow, NY", Nassau County, NY,5.8,"$115,301"
"South Boston, MA", Suffolk County, MA,7.3,"$100,075"
"Colonia, NJ", Union County, NJ,19.8,"$40,322"
"McCordsville, IN", Hancock County, IN,13.2,"$47,299"
"Wheatfield, NY", Niagara County, NY,13.0,"$55,013"
"Larksville, PA", Luzerne County, PA,14.3,"$53,469"
"Dartmouth, NS",,,,"$100,075"
"River Vale, NJ", Bergen County, NJ,6.8,"$100,181"
"Brick, NJ", Ocean County, NJ,9.7,"$68,483"
"Roselle, NJ", Union County, NJ,19.8,"$40,322"
"Pickering, ON", Vernon Parish, ON,17.5,"$47,664"
"Locust Grove, GA", Henry County, GA,20.0,"$36,471"
"Farmington, UT",,,,"$100,075"
"Manti, UT",,,,"$100,075"
"Warrenton, VA", Fauquier County, VA,6.1,"$93,462"
"Conway, AR",Conway County, AR,17.9,"$44,565"
"Gurdon, AR", Clark County, AR,11.9,"$55,245"
"Belmond, IA", Wright County, IA,23.9,"$35,293"
"Kodak, TN", Sevier County, TN,12.0,"$54,339"
"Florham Park, NJ", Morris County, NJ,20.2,"$41,418"
"Wyckoff, NJ", Bergen County, NJ,6.8,"$100,181"
"New Hope, PA", Madison County, PA,10.1,"$60,450"
"Tewksbury, MA", Middlesex County, MA,12.7,"$54,871"
"Yarmouth Port, MA", Barnstable County, MA,8.0,"$69,001"
"Glenview, IL", Cook County, IL,9.6,"$54,465"
"Whitefish Bay, WI",,,,"$100,075"
"Ironton, OH", Lawrence County, OH,17.7,"$43,651"
"North Oaks, MN", Ramsey County, MN,12.3,"$54,814"
"Volo, IL", Lake County, IL,36.5,"$33,709"
"Brookwood, AL", Tuscaloosa County, AL,16.8,"$52,557"
"Tega Cay, SC", York County, SC,5.5,"$86,317"
"Hagerstown, MD", Washington County, MD,4.5,"$75,799"
"Avenel, NJ", Middlesex County, NJ,12.7,"$54,871"
"Elkridge, MD", Howard County, MD,20.6,"$50,423"
"Washington Township, NJ", Bergen County, NJ,6.8,"$100,181"
"Germantown, WI", Richland County, WI,14.3,"$53,050"
"Yuba City, CA", Sutter County, CA,13.5,"$57,879"
"Andover, MN", Anoka County, MN,5.6,"$82,284"
"Arlington, VA", Arlington County, VA,6.3,"$120,950"
"Spring Mills, PA", Centre County, PA,18.1,"$58,258"
"Antelope, CA", Sacramento County, CA,14.3,"$69,475"
"Blytheville, AR", Mississippi County, AR,26.8,"$34,735"
"Immokalee, FL", Collier County, FL,10.6,"$70,649"
"Scottdale, GA", DeKalb County, GA,17.4,"$47,420"
"Purcellville, VA", Loudoun County, VA,3.6,"$140,382"
"Valley, AL", Jefferson County, AL,8.1,"$65,831"
"Planada, CA", Merced County, CA,21.2,"$56,169"
"Gig Harbor, WA", Pierce County, WA,8.5,"$75,421"
"Westville, NJ", Gloucester County, NJ,9.1,"$70,938"
"Sallisaw, OK", Sequoyah County, OK,18.8,"$38,998"
"Nanakuli, HI", Honolulu County, HI,7.7,"$83,695"
"Abingdon, VA", Washington County, VA,4.5,"$75,799"
"San Marino, CA", Los Angeles County, CA,14.2,"$67,986"
"South Euclid, OH", Cuyahoga County, OH,17.9,"$50,006"
"Seat Pleasant, MD", Prince George's County, MD,8.3,"$82,445"
"Piedmont, CA", Alameda County, CA,9.0,"$101,744"
"Allentown, GA",,,,"$100,075"
"Harrington, DE", Kent County, DE,13.3,"$47,625"
"Angier, NC", Harnett County, NC,14.4,"$51,225"
"Bourbonnais, IL", Kankakee County, IL,16.2,"$53,884"
"Rogersville, AL", Lauderdale County, AL,24.9,"$38,849"
"Joplin, MO", Jasper County, MO,19.2,"$47,551"
"Sonora, CA", Tuolumne County, CA,12.5,"$56,500"
"Emmett, ID", Gem County, ID,13.4,"$49,857"
"Sylva, NC", Jackson County, NC,12.0,"$52,919"
"Nuremberg, PA", Schuylkill County, PA,13.0,"$48,809"
"Gunnison, UT", Sanpete County, UT,14.8,"$52,910"
"Sagamore Hills, OH", Summit County, OH,6.2,"$105,374"
"Columbia Station, OH", Lorain County, OH,14.2,"$59,265"
"Ashville, OH", Pickaway County, OH,12.1,"$58,742"
"Galloway, OH", Franklin County, OH,13.4,"$60,483"
"Pomfret, MD", Charles County, MD,6.6,"$92,616"
"Ruskin, FL", Hillsborough County, FL,7.4,"$78,714"
"Hubbard, OH", Trumbull County, OH,17.6,"$47,424"
"Woodhaven, MI", Wayne County, MI,20.9,"$38,704"
"Ormond Beach, FL", Volusia County, FL,13.2,"$50,285"
"Madison, CT", Tulsa County, CT,14.1,"$55,796"
"Granada Hills, CA", Los Angeles County, CA,14.2,"$67,986"
"Tinley Park, IL", Cook County, IL,9.6,"$54,465"
"Hyrum, UT", Cache County, UT,12.9,"$60,315"
"Mantua, UT", Box Elder County, UT,7.3,"$62,689"
"Stansbury Park, UT",,,,"$100,075"
"Hudson, FL", Pasco County, FL,12.6,"$53,788"
"West, TX", McLennan County, TX,18.9,"$48,858"
"Santa Margarita, CA", San Luis Obispo County, CA,12.7,"$70,626"
"Winnsboro, LA", Wood County, LA,10.1,"$55,879"
"Palm Harbor, FL", Pinellas County, FL,11.7,"$52,226"
"Russellville, KY", Logan County, KY,24.6,"$34,894"
"Vinton, VA", Roanoke County, VA,6.7,"$68,734"
"Williamsburg, OH", Clermont County, OH,8.2,"$65,280"
"North Salt Lake, UT",,,,"$100,075"
"Solana Beach, CA", San Diego County, CA,11.5,"$78,777"
"Washington, GA", Wilkes County, GA,18.9,"$44,080"
"Seymour, TN", Sevier County, TN,12.0,"$54,339"
"Burnet, TX",Burnet County, TX,11.0,"$56,696"
"Banks, AL", Lincoln County, AL,7.9,"$69,598"
"Munford, TN", Tipton County, TN,12.0,"$60,874"
"Milwaukie, OR", Clackamas County, OR,7.3,"$81,061"
"Wesson, MS", Copiah County, MS,26.5,"$38,664"
"Sardis, MS", Panola County, MS,15.7,"$51,192"
"Pulaski, TN", Giles County, TN,12.4,"$50,591"
"Peckville, PA", Lackawanna County, PA,14.2,"$52,872"
"Western Springs, IL", Cook County, IL,9.6,"$54,465"
"Orange, NJ", Essex County, NJ,13.7,"$50,785"
"Media, PA", Delaware County, PA,8.8,"$71,961"
"Montvale, NJ", Bergen County, NJ,6.8,"$100,181"
"Tenafly, NJ", Bergen County, NJ,6.8,"$100,181"
"Albany, NY", Albany County, NY,20.4,"$47,561"
"College Park, MD", Prince George's County, MD,8.3,"$82,445"
"Greeley, CO",Greeley County, CO,12.8,"$45,221"
"Belding, MI", Ionia County, MI,9.9,"$61,667"
"Georgetown, KY", Scott County, KY,18.5,"$40,161"
"Okemos, MI", Ingham County, MI,18.1,"$52,837"
"Shadyside, OH", Belmont County, OH,13.0,"$48,989"
"Lake Mary, FL", Seminole County, FL,18.6,"$37,901"
"Fond Du Lac, WI",Fond du Lac County, WI,9.5,"$59,428"
"Lower Burrell, PA", Westmoreland County, PA,16.4,"$51,414"
"Suffield, CT",,,,"$100,075"
"Brandywine, MD", Prince George's County, MD,8.3,"$82,445"
"Malvern, PA", Geneva County, PA,21.3,"$37,823"
"Kittanning, PA", Armstrong County, PA,10.7,"$57,210"
"Warrington, PA", Bucks County, PA,5.7,"$88,538"
"Larose, LA", Lafourche Parish, LA,16.6,"$52,651"
"Bon Wier, TX", Newton County, TX,22.3,"$43,367"
"Elon, NC", Alamance County, NC,13.5,"$50,480"
"Highland, MI", Osceola County, MI,17.6,"$45,607"
"Lorena, TX", McLennan County, TX,18.9,"$48,858"
"Penfield, NY", Monroe County, NY,13.2,"$58,391"
"Lake Bluff, IL", Lake County, IL,36.5,"$33,709"
"Cooper City, FL", Broward County, FL,12.6,"$57,200"
"Newark, OH", Licking County, OH,9.1,"$66,145"
"Goose Creek, SC", Berkeley County, SC,11.5,"$59,619"
"Mount Vernon, WA", Skagit County, WA,9.7,"$70,955"
"Elba, AL", Mercer County, AL,22.7,"$37,860"
"Mc Connelsville, OH",,,,"$100,075"
"Kahoka, MO", Clark County, MO,11.9,"$55,245"
"Sebastian, FL", Indian River County, FL,10.7,"$58,228"
"Skipperville, AL", Dale County, AL,16.2,"$45,309"
"Wills Point, TX", Van Zandt County, TX,15.6,"$51,152"
"Oak Creek, WI",,,,"$100,075"
"Two Rivers, WI", Manitowoc County, WI,10.4,"$56,466"
"North Little Rock, AR", Pulaski County, AR,14.6,"$50,834"
"Grimsby, ON", Cook County, ON,9.6,"$54,465"
"Millstone, NJ", Somerset County, NJ,12.0,"$50,504"
"Chateauguay, PQ",,,,"$100,075"
"Southborough, MA", Worcester County, MA,9.0,"$71,767"
"Paso Robles, CA", San Luis Obispo County, CA,12.7,"$70,626"
"Siloam Springs, AR", Benton County, AR,9.8,"$69,212"
"Nokomis, FL", Sarasota County, FL,10.3,"$61,652"
