first_name,last_name,position,team,madden_rating
Brandon,Marshall,WR,Bears,96
Matt,Forte,HB,Bears,95
Robbie,Gould,K,Bears,93
Alshon,Jeffery,WR,Bears,91
Matt,Slauson,LG,Bears,91
Lamarr,Houston,LE,Bears,89
Tim,Jennings,CB,Bears,88
Jared,Allen,RE,Bears,87
Martellus,Bennett,TE,Bears,87
Lance,Briggs,ROLB,Bears,87
Charles,Tillman,CB,Bears,87
Jay,Cutler,QB,Bears,86
Brian,De La Puente,C,Bears,83
Roberto,Garza,C,Bears,80
Willie,Young,RE,Bears,80
Ryan,Mundy,SS,Bears,79
Stephen,Paea,DT,Bears,79
Jeremiah,Ratliff,DT,Bears,79
Kyle,Long,RG,Bears,78
D.J.,Williams,MLB,Bears,78
Jermon,Bushrod,LT,Bears,77
Israel,Idonije,RE,Bears,77
Josh,Morgan,WR,Bears,76
Dante,Rosario,TE,Bears,76
Kyle,Fuller,CB,Bears,75
Chris,Conte,FS,Bears,74
Kelvin,Hayden,CB,Bears,74
M.D.,Jennings,SS,Bears,74
Jordan,Mills,RT,Bears,74
Craig,Steltz,SS,Bears,73
Eric,Weems,WR,Bears,73
Armanti,Edwards,WR,Bears,72
Tony,Fiammetta,FB,Bears,72
Jordan,Senn,ROLB,Bears,72
Ka'Deem,Carey,HB,Bears,71
Austen,Lane,LE,Bears,71
Matthew,Mulligan,TE,Bears,71
Micheal,Spurlock,WR,Bears,71
Jon,Bostic,MLB,Bears,70
Eben,Britton,LT,Bears,70
Shaun,Draughn,HB,Bears,70
Ego,Ferguson,DT,Bears,69
Isaiah,Frey,CB,Bears,69
Khaseem,Greene,LOLB,Bears,69
Will,Sutton,DT,Bears,69
Cornelius,Washington,LE,Bears,69
Nate,Collins,DT,Bears,68
Marquess,Wilson,WR,Bears,68
Jimmy,Clausen,QB,Bears,67
Shea,McClellin,LOLB,Bears,67
Danny,McCray,FS,Bears,67
C.J.,Wilson,CB,Bears,67
David,Fales,QB,Bears,66
Charles,Leno Jr.,RG,Bears,66
Sherrick,McManis,CB,Bears,66
Jordan,Palmer,QB,Bears,66
Brock,Vereen,FS,Bears,66
David,Bass,RE,Bears,65
Cody,Booth,RT,Bears,65
James,Brown,LG,Bears,65
Michael,Ford,HB,Bears,65
Fendi,Onobun,TE,Bears,65
Jerrod,Johnson,QB,Bears,64
Terrence,Toliver,WR,Bears,63
Sean,Cattouse,SS,Bears,62
Taylor,Boggs,C,Bears,61
Josh,Bellamy,WR,Bears,60
Jerry,Franklin,MLB,Bears,58
Joe,Long,LT,Bears,57
Christian,Jones,MLB,Bears,56
Brandon,Hartson,TE,Bears,54
Pat,O'Donnell,P,Bears,54
Geno,Atkins,DT,Bengals,96
A.J.,Green,WR,Bengals,95
Carlos,Dunlap,LE,Bengals,90
Vontaze,Burfict,ROLB,Bengals,88
Leon,Hall,CB,Bengals,88
Andre,Smith,RT,Bengals,88
Andrew,Whitworth,LT,Bengals,87
Andy,Dalton,QB,Bengals,85
Reggie,Nelson,FS,Bengals,85
Giovani,Bernard,HB,Bengals,84
Jermaine,Gresham,TE,Bengals,83
Terence,Newman,CB,Bengals,83
Kevin,Zeitler,RG,Bengals,83
Tyler,Eifert,TE,Bengals,82
Adam,Jones,CB,Bengals,81
Marvin,Jones,WR,Bengals,81
Kevin,Huber,P,Bengals,80
Danieal,Manning,SS,Bengals,80
Clint,Boling,LG,Bengals,79
Orson,Charles,FB,Bengals,79
Mike,Pollak,LG,Bengals,79
Darqueze,Dennard,CB,Bengals,78
BenJarvus,Green-Ellis,HB,Bengals,78
George,Iloka,SS,Bengals,77
Jason,Campbell,QB,Bengals,76
Robert,Geathers,RE,Bengals,76
Rey,Maualuga,MLB,Bengals,76
Domata,Peko,DT,Bengals,76
Trevor,Robinson,C,Bengals,76
Alex,Smith,TE,Bengals,76
Mike,Nugent,K,Bengals,75
Dre,Kirkpatrick,CB,Bengals,74
Devon,Still,DT,Bengals,74
Wallace,Gilberry,RE,Bengals,73
Jeremy,Hill,HB,Bengals,73
Taylor,Mays,SS,Bengals,73
Vincent,Rey,MLB,Bengals,73
Mohamed,Sanu,WR,Bengals,73
A.J.,McCarron,QB,Bengals,72
Shawn,Williams,FS,Bengals,72
Cedric,Peerman,HB,Bengals,70
Sean,Porter,ROLB,Bengals,70
Dane,Sanzenbacher,WR,Bengals,70
Brandon,Tate,WR,Bengals,70
Jayson,DiManche,LOLB,Bengals,69
Tanner,Hawkinson,RT,Bengals,69
Margus,Hunt,LE,Bengals,69
Rex,Burkhead,HB,Bengals,68
Will,Clarke,RE,Bengals,68
T.J.,Johnson,RG,Bengals,68
Emmanuel,Lamur,ROLB,Bengals,68
Chris,Lewis-Harris,CB,Bengals,68
Sam,Montgomery,LE,Bengals,68
Marshall,Newhouse,LT,Bengals,68
Brandon,Thompson,DT,Bengals,68
Ryan,Whalen,WR,Bengals,68
Christo,Bilukidi,DT,Bengals,67
Cobi,Hamilton,WR,Bengals,67
R.J.,Stanford,CB,Bengals,67
Russell,Bodine,C,Bengals,66
Kevin,Brock,TE,Bengals,65
Matt,Scott,QB,Bengals,65
James,Wilder Jr.,HB,Bengals,65
Lavelle,Westbrooks,CB,Bengals,64
Clark,Harris,TE,Bengals,63
Zach,Minter,DT,Bengals,63
Onterio,McCalebb,CB,Bengals,62
Dontay,Moch,ROLB,Bengals,62
Marquis,Flowers,LOLB,Bengals,61
Victor,Hampton,CB,Bengals,60
J.K.,Schaffer,MLB,Bengals,59
James,Wright,WR,Bengals,58
Nikita,Whitlock,FB,Bengals,56
Joe,Thomas,LT,Browns,98
Joe,Haden,CB,Browns,95
Josh,Gordon,WR,Browns,93
Alex,Mack,C,Browns,92
Donte,Whitner,SS,Browns,89
Jordan,Cameron,TE,Browns,88
Karlos,Dansby,MLB,Browns,88
Paul,Kruger,LOLB,Browns,85
Jabaal,Sheard,ROLB,Browns,83
Ben,Tate,HB,Browns,83
Phil,Taylor,DT,Browns,83
Ahtyba,Rubin,LE,Browns,82
Desmond,Bryant,RE,Browns,81
Chris,Ogbonnaya,FB,Browns,81
Billy,Cundiff,K,Browns,79
John,Greco,LG,Browns,79
Brian,Hoyer,QB,Browns,79
Billy,Winn,LE,Browns,79
Mitchell,Schwartz,RT,Browns,78
Miles,Austin,WR,Browns,77
Nate,Burleson,WR,Browns,77
Justin,Gilbert,CB,Browns,77
Tashaun,Gipson,FS,Browns,77
Andrew,Hawkins,WR,Browns,77
John,Hughes,RE,Browns,77
Johnny,Manziel,QB,Browns,77
Joel,Bitonio,RG,Browns,76
Barkevious,Mingo,ROLB,Browns,76
Jason,Pinkston,RG,Browns,76
Gary,Barnidge,TE,Browns,75
Buster,Skrine,CB,Browns,75
Paul,McQuistan,LG,Browns,74
Craig,Robertson,MLB,Browns,73
Johnson,Bademosi,FS,Browns,71
Jim,Dray,TE,Browns,71
Dion,Lewis,HB,Browns,71
Aaron,Berry,CB,Browns,70
Leon,McFadden,CB,Browns,70
Travis,Benjamin,WR,Browns,69
Jordan,Poyer,SS,Browns,69
Tyler,Thigpen,QB,Browns,69
Isaiah,Trufant,CB,Browns,69
Terrance,West,HB,Browns,69
Anthony,Armstrong,WR,Browns,68
Josh,Aubrey,SS,Browns,68
Zac,Diles,MLB,Browns,68
Ishmaa'ily,Kitchen,DT,Browns,68
Edwin,Baker,HB,Browns,67
Armonty,Bryant,LE,Browns,67
Isaiah,Crowell,HB,Browns,67
Pierre,Desir,CB,Browns,67
Eric,Martin,LOLB,Browns,67
Tank,Carder,MLB,Browns,66
Reid,Fragel,LT,Browns,66
Connor,Shaw,QB,Browns,66
Garrett,Gilkey,LG,Browns,65
Charles,Johnson,WR,Browns,65
MarQueis,Gray,TE,Browns,64
Chris,Kirksey,MLB,Browns,64
Conner,Vernon,WR,Browns,64
Brandon,Magee,LOLB,Browns,63
Martin,Wallace,RT,Browns,63
Christian,Yount,C,Browns,63
Spencer,Lanning,P,Browns,62
Chris,Faulk,LT,Browns,61
T.J.,Heath,CB,Browns,60
Keavon,Milton,RT,Browns,60
Darius,Eubanks,MLB,Browns,59
Calvin,Johnson,WR,Lions,99
Ndamukong,Suh,DT,Lions,97
Nick,Fairley,DT,Lions,91
Dominic,Raiola,C,Lions,91
Stephen,Tulloch,MLB,Lions,89
Larry,Warford,RG,Lions,88
Matthew,Stafford,QB,Lions,87
Reggie,Bush,HB,Lions,85
Jed,Collins,FB,Lions,85
Joique,Bell,HB,Lions,84
Glover,Quin,FS,Lions,84
Golden,Tate,WR,Lions,84
DeAndre,Levy,ROLB,Lions,83
Rob,Sims,LG,Lions,83
Ezekiel,Ansah,RE,Lions,82
Montell,Owens,FB,Lions,82
James,Ihedigbo,SS,Lions,81
Sam,Martin,P,Lions,81
Jason,Jones,LE,Lions,80
Rashean,Mathis,CB,Lions,80
Riley,Reiff,LT,Lions,80
Brandon,Pettigrew,TE,Lions,79
Eric,Ebron,TE,Lions,77
Joseph,Fauria,TE,Lions,77
Ashlee,Palmer,LOLB,Lions,77
C.J.,Mosley,DT,Lions,76
LaAdrian,Waddle,RT,Lions,76
Darryl,Tapp,LE,Lions,75
Devin,Taylor,LE,Lions,75
Bill,Bentley,CB,Lions,73
Don,Carey,SS,Lions,73
Cassius,Vaughn,CB,Lions,73
Isa,Abdul-Quddus,SS,Lions,72
Ryan,Broyles,WR,Lions,72
DeJon,Gomes,SS,Lions,72
Mikel,Leshoure,HB,Lions,72
Darius,Slay,CB,Lions,72
Kyle,Van Noy,LOLB,Lions,72
Kris,Durham,WR,Lions,71
Corey,Hilliard,LT,Lions,71
Dan,Orlovsky,QB,Lions,71
Theo,Riddick,HB,Lions,71
Jonte,Green,CB,Lions,70
Nevin,Lawson,CB,Lions,70
Kevin,Ogletree,WR,Lions,70
Michael,Williams,TE,Lions,70
Rodney,Austin,LG,Lions,69
Chris,Greenwood,CB,Lions,69
Cory,Greenwood,ROLB,Lions,69
Travis,Swanson,C,Lions,69
Andre,Fluellen,DT,Lions,68
T.J.,Jones,WR,Lions,67
Kellen,Moore,QB,Lions,67
Jeremy,Ross,WR,Lions,67
Julian,Stanford,MLB,Lions,67
George,Johnson,LE,Lions,66
Jimmy,Saddler-McQueen,DT,Lions,66
Tahir,Whitehead,LOLB,Lions,66
Gabe,Lynn,FS,Lions,65
Caraun,Reid,DT,Lions,65
Giorgio,Tavecchio,K,Lions,65
Nate,Freese,K,Lions,64
Larry,Webster,RE,Lions,64
Pat,Edwards,WR,Lions,63
Corey,Fuller,WR,Lions,63
Travis,Lewis,MLB,Lions,62
Don,Muhlbach,TE,Lions,58
Justin,Tucker,K,Ravens,93
Haloti,Ngata,DT,Ravens,92
Marshal,Yanda,RG,Ravens,92
Elvis,Dumervil,ROLB,Ravens,90
Terrell,Suggs,LOLB,Ravens,90
Lardarius,Webb,CB,Ravens,90
Eugene,Monroe,LT,Ravens,89
Dennis,Pitta,TE,Ravens,87
Steve,Smith,WR,Ravens,87
Joe,Flacco,QB,Ravens,86
Torrey,Smith,WR,Ravens,86
Daryl,Smith,MLB,Ravens,85
Chris,Canty,RE,Ravens,84
Sam,Koch,P,Ravens,84
Owen,Daniels,TE,Ravens,82
Ray,Rice,HB,Ravens,82
Jimmy,Smith,CB,Ravens,82
Kelechi,Osemele,LG,Ravens,81
Jeremy,Zuttah,C,Ravens,81
Matt,Elam,SS,Ravens,79
Jacoby,Jones,WR,Ravens,79
Bernard,Pierce,HB,Ravens,79
Darian,Stewart,SS,Ravens,78
Courtney,Upshaw,ROLB,Ravens,78
Pernell,McPhee,LOLB,Ravens,76
Josh,Bynes,MLB,Ravens,75
C.J.,Mosley,MLB,Ravens,75
Marlon,Brown,WR,Ravens,74
Justin,Forsett,HB,Ravens,74
Kyle,Juszczyk,FB,Ravens,74
Omar,Brown,FS,Ravens,73
Arthur,Brown,MLB,Ravens,73
Terrence,Cody,DT,Ravens,73
Jah,Reid,LG,Ravens,73
Rick,Wagner,RT,Ravens,73
Terrence,Brooks,FS,Ravens,72
Tyrod,Taylor,QB,Ravens,72
Shaun,Chapas,FB,Ravens,71
Crockett,Gillmore,TE,Ravens,71
Timmy,Jernigan,LE,Ravens,71
Jeromy,Miles,SS,Ravens,71
Will,Rackley,LG,Ravens,71
John,Simon,ROLB,Ravens,70
Albert,McClellan,MLB,Ravens,69
Lorenzo,Taliaferro,HB,Ravens,69
John,Urschel,RG,Ravens,69
Gino,Gradkowski,C,Ravens,68
A.Q.,Shipley,C,Ravens,68
Ryan,Jensen,C,Ravens,67
DeAngelo,Tyson,RE,Ravens,67
Brandon,Williams,LE,Ravens,67
Chykie,Brown,CB,Ravens,66
Michael,Campanaro,WR,Ravens,66
Asa,Jackson,CB,Ravens,66
Kapron,Lewis-Moore,RE,Ravens,66
Deonte,Thompson,WR,Ravens,66
Cierre,Wood,HB,Ravens,66
Anthony,Levine,SS,Ravens,65
David,Mims,RT,Ravens,65
Reggie,Stephens,C,Ravens,65
Phillip,Supernaw,TE,Ravens,65
Brent,Urban,RE,Ravens,65
Keith,Wenning,QB,Ravens,64
LaQuan,Williams,WR,Ravens,64
Kamar,Aiken,WR,Ravens,63
Brynden,Trawick,FS,Ravens,63
James,Hurst,LT,Ravens,59
Morgan,Cox,TE,Ravens,48
Troy,Polamalu,SS,Steelers,93
Antonio,Brown,WR,Steelers,92
Ben,Roethlisberger,QB,Steelers,90
Maurkice,Pouncey,C,Steelers,88
Lawrence,Timmons,MLB,Steelers,88
David,DeCastro,RG,Steelers,85
Ramon,Foster,LG,Steelers,85
Heath,Miller,TE,Steelers,85
Cameron,Heyward,LE,Steelers,84
Jason,Worilds,ROLB,Steelers,84
LeGarrette,Blount,HB,Steelers,83
Mike,Mitchell,FS,Steelers,83
Shaun,Suisham,K,Steelers,83
Ike,Taylor,CB,Steelers,83
Cortez,Allen,CB,Steelers,82
Le'Veon,Bell,HB,Steelers,82
Steve,McLendon,DT,Steelers,82
William,Gay,CB,Steelers,81
Marcus,Gilbert,RT,Steelers,80
Lance,Moore,WR,Steelers,80
Mike,Adams,RT,Steelers,78
Cam,Thomas,DT,Steelers,78
Will,Allen,SS,Steelers,77
Will,Johnson,FB,Steelers,77
Shamarko,Thomas,SS,Steelers,77
Matt,Spaeth,TE,Steelers,76
Jarvis,Jones,ROLB,Steelers,74
Arthur,Moats,LOLB,Steelers,74
Ryan,Shazier,MLB,Steelers,74
Stephon,Tuitt,LE,Steelers,74
Kelvin,Beachum,LT,Steelers,73
Bruce,Gradkowski,QB,Steelers,73
Markus,Wheaton,WR,Steelers,73
Vince,Williams,MLB,Steelers,73
Darrius,Heyward-Bey,WR,Steelers,72
Greg,Warren,C,Steelers,71
Chris,Carter,LOLB,Steelers,70
Michael,Palmer,TE,Steelers,70
Bryant,Browning,LG,Steelers,69
Wesley,Johnson,RG,Steelers,69
Brice,McCain,CB,Steelers,69
David,Snow,LG,Steelers,69
Cody,Wallace,C,Steelers,69
Rob,Blanchflower,TE,Steelers,68
Landry,Jones,QB,Steelers,68
David,Paulson,TE,Steelers,68
Shaquille,Richardson,CB,Steelers,68
Tauren,Poole,HB,Steelers,67
Martavis,Bryant,WR,Steelers,66
Isaiah,Green,CB,Steelers,66
Vic,So'oto,ROLB,Steelers,66
Sean,Spence,MLB,Steelers,66
Dri,Archer,HB,Steelers,65
Robert,Golden,FS,Steelers,65
Adam,Podlesh,P,Steelers,65
Guy,Whimper,LT,Steelers,65
Nick,Williams,RE,Steelers,65
Kion,Wilson,MLB,Steelers,65
Antwon,Blake,CB,Steelers,64
Miguel,Maysonet,HB,Steelers,64
Ross,Ventrone,CB,Steelers,64
Brad,Wing,P,Steelers,64
Jordan,Zumwalt,LOLB,Steelers,64
Danny,Coale,WR,Steelers,63
Hebron,Fangupo,DT,Steelers,63
Justin,Brown,WR,Steelers,62
Terence,Garvin,MLB,Steelers,62
Daniel,McCullers,DT,Steelers,62
Derek,Moye,WR,Steelers,62
Alvester,Alexander,HB,Steelers,60
Kashif,Moore,WR,Steelers,57
Aaron,Rodgers,QB,Packers,98
Josh,Sitton,LG,Packers,97
John,Kuhn,FB,Packers,93
Jordy,Nelson,WR,Packers,93
Clay,Matthews,ROLB,Packers,90
Randall,Cobb,WR,Packers,89
Eddie,Lacy,HB,Packers,87
T.J.,Lang,RG,Packers,87
Tramon,Williams,CB,Packers,87
Bryan,Bulaga,RT,Packers,86
Sam,Shields,CB,Packers,86
Casey,Hayward,CB,Packers,85
Morgan,Burnett,SS,Packers,83
B.J.,Raji,DT,Packers,83
Mason,Crosby,K,Packers,82
Mike,Neal,LE,Packers,82
Julius,Peppers,LOLB,Packers,82
A.J.,Hawk,MLB,Packers,81
Ha Ha,Clinton-Dix,FS,Packers,79
Jarrett,Boykin,WR,Packers,78
Matt,Flynn,QB,Packers,78
James,Starks,HB,Packers,78
Brad,Jones,MLB,Packers,77
David,Bakhtiari,LT,Packers,76
Derek,Sherrod,RT,Packers,76
Don,Barclay,RT,Packers,75
Mike,Daniels,RE,Packers,75
Letroy,Guion,DT,Packers,75
Micah,Hyde,CB,Packers,75
Jarrett,Bush,CB,Packers,74
DuJuan,Harris,HB,Packers,74
Davon,House,CB,Packers,74
Datone,Jones,LE,Packers,74
Andrew,Quarless,TE,Packers,74
J.C.,Tretter,C,Packers,74
Nick,Perry,LOLB,Packers,73
Davante,Adams,WR,Packers,72
Brandon,Bostick,TE,Packers,72
Tim,Masthay,P,Packers,72
Ryan,Taylor,TE,Packers,72
Josh,Boyd,DT,Packers,71
Scott,Tolzien,QB,Packers,71
Chris,Banjo,SS,Packers,70
Corey,Linsley,C,Packers,70
Jerel,Worthy,RE,Packers,70
Jared,Abbrederis,WR,Packers,69
Sean,Richardson,FS,Packers,69
Colt,Lyerla,TE,Packers,68
Jamari,Lattimore,MLB,Packers,67
Andy,Mulumba,ROLB,Packers,67
Richard,Rodgers,TE,Packers,67
Garth,Gerhart,C,Packers,66
Demetri,Goodson,CB,Packers,66
Jake,Stoneburner,TE,Packers,66
Khyri,Thornton,RE,Packers,66
Sam,Barrington,MLB,Packers,65
Carl,Bradford,MLB,Packers,65
Chris,Harper,WR,Packers,65
Nate,Palmer,ROLB,Packers,65
Myles,White,WR,Packers,65
Kevin,Dorsey,WR,Packers,63
Brett,Goode,C,Packers,63
Adrian,Hubbard,LOLB,Packers,63
Jeff,Janis,WR,Packers,63
Lane,Taylor,LG,Packers,63
Andrew,Tiller,RG,Packers,63
Aaron,Adams,LT,Packers,62
Adrian,Peterson,HB,Vikings,98
John,Sullivan,C,Vikings,92
Phil,Loadholt,RT,Vikings,90
Jerome,Felton,FB,Vikings,88
Linval,Joseph,DT,Vikings,86
Captain,Munnerlyn,CB,Vikings,86
Brian,Robison,LE,Vikings,86
Brandon,Fusco,RG,Vikings,84
Greg,Jennings,WR,Vikings,84
Kyle,Rudolph,TE,Vikings,84
Harrison,Smith,FS,Vikings,84
Chad,Greenway,ROLB,Vikings,83
Everson,Griffen,RE,Vikings,83
Cordarrelle,Patterson,WR,Vikings,82
Blair,Walsh,K,Vikings,81
Matt,Kalil,LT,Vikings,80
Xavier,Rhodes,CB,Vikings,79
Jamarca,Sanford,SS,Vikings,79
Matt,Cassel,QB,Vikings,78
Charlie,Johnson,LG,Vikings,78
Jerome,Simpson,WR,Vikings,78
Teddy,Bridgewater,QB,Vikings,77
Rhett,Ellison,TE,Vikings,77
Sharrif,Floyd,DT,Vikings,77
Christian,Ponder,QB,Vikings,77
Jasper,Brinkley,MLB,Vikings,76
Derek,Cox,CB,Vikings,76
Anthony,Barr,LOLB,Vikings,75
Joe,Berger,RG,Vikings,75
Fred,Evans,DT,Vikings,75
Mistral,Raymond,SS,Vikings,75
Josh,Robinson,CB,Vikings,74
Corey,Wootton,RE,Vikings,74
Jarius,Wright,WR,Vikings,74
Scott,Crichton,LE,Vikings,73
Vladimir,Ducasse,RG,Vikings,73
Andrew,Sendejo,FS,Vikings,73
Kurt,Coleman,FS,Vikings,72
Allen,Reisner,TE,Vikings,72
David,Yankey,LG,Vikings,72
Jeff,Baca,LG,Vikings,71
Tom,Johnson,DT,Vikings,71
Robert,Blanton,FS,Vikings,70
Gerald,Hodges,ROLB,Vikings,70
Zach,Line,FB,Vikings,70
Shaun,Prater,CB,Vikings,70
Marcus,Sherels,CB,Vikings,70
Joe,Banyard,HB,Vikings,69
Antone,Exum,CB,Vikings,69
Kendall,James,CB,Vikings,68
Lestar,Jean,WR,Vikings,68
Audie,Cole,MLB,Vikings,67
Chase,Ford,TE,Vikings,67
Cullen,Loeffler,TE,Vikings,67
Jabari,Price,CB,Vikings,67
Antonio,Richardson,LT,Vikings,67
Matt,Asiata,HB,Vikings,66
A.C.,Leonard,TE,Vikings,66
Michael,Mauti,MLB,Vikings,66
Jerick,McKinnon,HB,Vikings,66
Chase,Baker,DT,Vikings,65
Josh,Samuda,C,Vikings,65
Robert,Steeples,CB,Vikings,65
Justin,Trattou,LE,Vikings,65
Larry,Dean,LOLB,Vikings,64
Dom,DeCicco,LOLB,Vikings,64
Jeff,Locke,P,Vikings,64
Kheeston,Randall,DT,Vikings,64
Mike,Remmers,LT,Vikings,64
Shamar,Stephen,DT,Vikings,63
Rodney,Smith,WR,Vikings,61
Brandon,Watts,ROLB,Vikings,60
Mike,Zimmer,MLB,Vikings,59
Gerald,McCoy,DT,Bucs,95
Lavonte,David,ROLB,Bucs,93
Carl,Nicks,LG,Bucs,93
Vincent,Jackson,WR,Bucs,92
Michael,Johnson,RE,Bucs,91
Doug,Martin,HB,Bucs,89
Alterraun,Verner,CB,Bucs,87
Demar,Dotson,RT,Bucs,85
Anthony,Collins,LT,Bucs,84
Connor,Barth,K,Bucs,83
Josh,McCown,QB,Bucs,83
Mark,Barron,SS,Bucs,82
Evan,Dietrich-Smith,C,Bucs,82
Dashon,Goldson,FS,Bucs,81
Mike,Glennon,QB,Bucs,79
Mike,Evans,WR,Bucs,78
Michael,Koenen,P,Bucs,78
Major,Wright,SS,Bucs,78
Mike,Jenkins,CB,Bucs,77
Clinton,McDonald,DT,Bucs,77
Brandon,Myers,TE,Bucs,77
Adrian,Clayborn,RE,Bucs,76
Lonnie,Pryor,FB,Bucs,76
Johnthan,Banks,CB,Bucs,75
Jonathan,Casillas,LOLB,Bucs,75
Mason,Foster,MLB,Bucs,75
Mike,James,HB,Bucs,75
Austin,Seferian-Jenkins,TE,Bucs,75
Luke,Stocker,TE,Bucs,75
Dane,Fletcher,MLB,Bucs,74
D.J.,Moore,CB,Bucs,74
Louis,Murphy Jr.,WR,Bucs,74
Tim,Wright,TE,Bucs,74
Leonard,Johnson,CB,Bucs,73
Jorvorskie,Lane,FB,Bucs,73
Bobby,Rainey,HB,Bucs,73
Lavelle,Hawkins,WR,Bucs,72
Mike,Kafka,QB,Bucs,71
Jamon,Meredith,RG,Bucs,71
Akeem,Spence,DT,Bucs,71
Da'Quan,Bowers,LE,Bucs,70
William,Gholston,LE,Bucs,70
Charles,Sims,HB,Bucs,70
Keith,Tandy,SS,Bucs,70
Kelcie,McCray,FS,Bucs,69
Robert,Herron,WR,Bucs,68
Steven,Means,RE,Bucs,68
Patrick,Omameh,RG,Bucs,68
Russell,Shepard,WR,Bucs,68
Oniel,Cousins,LT,Bucs,67
Everett,Dawkins,DT,Bucs,67
Danny,Gorrer,CB,Bucs,67
Quinton,Pointer,CB,Bucs,67
Scott,Solomon,RE,Bucs,67
Kadeem,Edwards,LG,Bucs,66
Eric,Page,WR,Bucs,66
Kevin,Pamphile,RT,Bucs,66
Alex,Tanney,QB,Bucs,65
Deveron,Carr,CB,Bucs,64
Danny,Lansanah,MLB,Bucs,64
Bradley,McDougald,FS,Bucs,64
Jeff,Demps,HB,Bucs,63
Matthew,Masifilo,DT,Bucs,63
Rashaan,Melvin,CB,Bucs,63
Tommy,Streeter,WR,Bucs,63
Chris,Owusu,WR,Bucs,62
Skye,Dawson,WR,Bucs,61
Ka'Lial,Glaud,LOLB,Bucs,61
Jeremy,Cain,TE,Bucs,46
Robert,Mathis,ROLB,Colts,93
Vontae,Davis,CB,Colts,92
Andrew,Luck,QB,Colts,88
Adam,Vinatieri,K,Colts,88
Reggie,Wayne,WR,Colts,87
Gosder,Cherilus,RT,Colts,85
T.Y.,Hilton,WR,Colts,85
Dwayne,Allen,TE,Colts,84
Arthur,Jones,LE,Colts,84
Hakeem,Nicks,WR,Colts,84
Cory,Redding,LE,Colts,84
Anthony,Castonzo,LT,Colts,83
D'Qwell,Jackson,MLB,Colts,83
Pat,McAfee,P,Colts,83
Ahmad,Bradshaw,HB,Colts,82
LaRon,Landry,FS,Colts,82
Donald,Thomas,LG,Colts,81
Coby,Fleener,TE,Colts,80
Stanley,Havili,FB,Colts,80
Trent,Richardson,HB,Colts,80
Matt,Hasselbeck,QB,Colts,79
Jerrell,Freeman,MLB,Colts,78
Ricky,Jean Francois,RE,Colts,78
Darius,Butler,CB,Colts,77
Hugh,Thornton,RG,Colts,76
Greg,Toler,CB,Colts,76
Erik,Walden,LOLB,Colts,76
Vick,Ballard,HB,Colts,75
Fili,Moala,RE,Colts,75
Joe,Reitz,LG,Colts,75
Lance,Louis,RG,Colts,74
Griff,Whalen,WR,Colts,74
Andy,Studebaker,LOLB,Colts,73
Bjoern,Werner,ROLB,Colts,73
LaVon,Brazill,WR,Colts,72
Sergio,Brown,SS,Colts,72
Josh,Gordy,CB,Colts,72
Corey,Lynch,SS,Colts,72
Jack,Mewhort,LG,Colts,72
Khaled,Holmes,C,Colts,71
Cam,Johnson,LE,Colts,71
Da'Rick,Rogers,WR,Colts,71
Kelvin,Sheppard,MLB,Colts,71
Colt,Anderson,SS,Colts,70
Justin,Hickman,LOLB,Colts,70
Weslye,Saunders,TE,Colts,70
Brandon,Burton,CB,Colts,69
Daniel,Herron,HB,Colts,69
Josh,Chapman,DT,Colts,68
Montori,Hughes,DT,Colts,68
Donte,Moncrief,WR,Colts,68
Xavier,Nixon,RT,Colts,68
Jack,Doyle,TE,Colts,67
Chandler,Harnish,QB,Colts,66
Delano,Howell,FS,Colts,66
Ulrick,John,RT,Colts,66
Andrew,Jackson,MLB,Colts,65
Aaron,Morgan,ROLB,Colts,65
Josh,McNary,MLB,Colts,64
Jonathan,Newsome,LOLB,Colts,64
Johnny,Adams,CB,Colts,63
Marcus,Burley,CB,Colts,63
Mario,Harvey,MLB,Colts,63
David,Sims,FS,Colts,63
Jeris,Pendleton,RE,Colts,62
Chris,Rainey,HB,Colts,62
Sheldon,Price,CB,Colts,61
Erik,Swoope,TE,Colts,60
Loucheiz,Purifoy,CB,Colts,59
Josh,Lenz,WR,Colts,57
Daniel,Adongo,ROLB,Colts,55
Matt,Overton,TE,Colts,50
Julio,Jones,WR,Falcons,92
Matt,Bosher,P,Falcons,90
Roddy,White,WR,Falcons,89
Matt,Ryan,QB,Falcons,87
Paul,Soliai,DT,Falcons,87
Jon,Asamoah,RG,Falcons,85
Matt,Bryant,K,Falcons,85
Tyson,Jackson,LE,Falcons,84
Steven,Jackson,HB,Falcons,83
William,Moore,SS,Falcons,83
Justin,Blalock,LG,Falcons,82
Desmond,Trufant,CB,Falcons,82
Harry,Douglas,WR,Falcons,81
Jake,Matthews,RT,Falcons,81
Jacquizz,Rodgers,HB,Falcons,80
Jonathan,Babineaux,RE,Falcons,79
Osi,Umenyiora,ROLB,Falcons,79
Josh,Wilson,CB,Falcons,79
Kroy,Biermann,LOLB,Falcons,77
Javier,Arenas,CB,Falcons,76
Sam,Baker,LT,Falcons,76
Patrick,DiMarco,FB,Falcons,76
Dwight,Lowery,FS,Falcons,76
Corey,Peters,RE,Falcons,76
Sean,Weatherspoon,MLB,Falcons,76
Akeem,Dent,MLB,Falcons,75
Paul,Worrilow,MLB,Falcons,75
Robert,McClain,CB,Falcons,74
