Geographic Location,county,state,poverty_pct,med_income
"Bremond, TX", Robertson County, TX,15.8,"$69,212"
"Park Ridge, IL", Cook County, IL,9.6,"$69,212"
"Narrows, VA", Giles County, VA,12.4,"$69,212"
"Maiden, NC", Catawba County, NC,13.0,"$69,212"
"Yulee, FL", Nassau County, FL,5.8,"$69,212"
"Odenton, MD", Anne Arundel County, MD,7.0,"$69,212"
"Burke, VA", Fairfax County, VA,6.1,"$69,212"
"Mustang, OK",,,,"$69,212"
"Central City, NE", Merrick County, NE,10.7,"$69,212"
"Stromsburg, NE", Polk County, NE,9.6,"$69,212"
"Cherokee, IA",Cherokee County, IA,17.4,"$69,212"
"Blair, NE", Washington County, NE,4.5,"$69,212"
"Bellevue, NE", Sarpy County, NE,5.7,"$69,212"
"Aurora, NE", Hamilton County, NE,14.7,"$69,212"
"Fort Mitchell, KY", Kenton County, KY,10.4,"$69,212"
"Holland, OH", Lucas County, OH,18.7,"$69,212"
"Gary, IN", Pierce County, IN,8.5,"$69,212"
"Ludowici, GA", Long County, GA,16.8,"$69,212"
"Stilwell, KS", Johnson County, KS,10.3,"$69,212"
"Allendale, MI", Ottawa County, MI,20.6,"$69,212"
"Chaska, MN", Carver County, MN,3.8,"$69,212"
"Flossmoor, IL", Cook County, IL,9.6,"$69,212"
"Hutchinson, MN", McLeod County, MN,7.1,"$69,212"
"Golden Valley, MN", Hennepin County, MN,10.3,"$69,212"
"Jackson, AL", Chautauqua County, AL,18.3,"$69,212"
"Kankakee, IL",Kankakee County, IL,16.2,"$69,212"
"Marshall, MN",Marshall County, MN,13.9,"$69,212"
"Paterson, NJ", Passaic County, NJ,13.6,"$69,212"
"Worthington, OH", Franklin County, OH,13.4,"$69,212"
"Charleroi, PA", Washington County, PA,4.5,"$69,212"
"Montclair, NJ", Essex County, NJ,13.7,"$69,212"
"Findlay, OH", Hancock County, OH,13.2,"$69,212"
"Indiana, PA",Indiana County, PA,15.5,"$69,212"
"Windsor, CT", Richmond County, CT,15.9,"$69,212"
"Oakhurst, NJ", Monmouth County, NJ,6.7,"$69,212"
"Oxford, GA", Tuscaloosa County, GA,16.8,"$69,212"
"Odessa, FL", Pasco County, FL,12.6,"$69,212"
"Newnan, GA", Coweta County, GA,10.2,"$69,212"
"Cedar Grove, NJ", Essex County, NJ,13.7,"$69,212"
"Spirit Lake, IA", Dickinson County, IA,10.8,"$69,212"
"Parkland, FL", Broward County, FL,12.6,"$69,212"
"Canton, NC", Haywood County, NC,20.5,"$69,212"
"Ponte Verde Beach, FL",,,,"$69,212"
"Ridgewood, NJ", Bergen County, NJ,6.8,"$69,212"
"East Saint Louis, IL",,,,"$69,212"
"Libertyville, IL",,,,"$69,212"
"Newton, IA",,,,"$69,212"
"Madrid, IA", Boone County, IA,22.5,"$69,212"
"Glen Carbon, IL",,,,"$69,212"
"Shawnee Mission, KS", Johnson County, KS,10.3,"$69,212"
"Lake Cormorant, MS", DeSoto County, MS,9.0,"$69,212"
"Nashville, NC", Nash County, NC,14.2,"$69,212"
"Hueytown, AL", Jefferson County, AL,8.1,"$69,212"
"Huntley, IL", McHenry County, IL,11.9,"$69,212"
"Mount Prospect, IL", Cook County, IL,9.6,"$69,212"
"Bartlett, IL", Cook County, IL,9.6,"$69,212"
"Campbell, CA", Santa Clara County, CA,7.3,"$69,212"
"Highland Park, MI", Wayne County, MI,20.9,"$69,212"
"Bowersville, GA", Hart County, GA,22.2,"$69,212"
"Auburn, GA", Barrow County, GA,9.5,"$69,212"
"Alcolu, SC", Clarendon County, SC,26.4,"$69,212"
"Leominster, MA", Worcester County, MA,9.0,"$69,212"
"Milan, TN", Gibson County, TN,16.5,"$69,212"
"Hayden, AL", Hampden County, AL,16.7,"$69,212"
"Tyrone, GA", Fayette County, GA,22.5,"$69,212"
"Algonquin, IL", McHenry County, IL,11.9,"$69,212"
"Prairieville, LA", Barry County, LA,18.8,"$69,212"
"Asbury Park, NJ", Monmouth County, NJ,6.7,"$69,212"
"Murfreesboro, NC", Hertford County, NC,23.2,"$69,212"
"Millbrook, NY", Dutchess County, NY,9.2,"$69,212"
"Gibsonville, NC", Guilford County, NC,15.4,"$69,212"
"Jackson, GA",Jackson County, GA,12.0,"$69,212"
"Wheatley Heights, NY", Suffolk County, NY,7.3,"$69,212"
"Gatineau, PQ",,,,"$69,212"
"Mount Airy, MD", Carroll County, MD,15.7,"$69,212"
"South Grafton, MA", Taylor County, MA,10.3,"$69,212"
"Goulds, FL", Miami-Dade County, FL,16.0,"$69,212"
"Clairton, PA", Allegheny County, PA,11.7,"$69,212"
"Oak Lawn, IL", Cook County, IL,9.6,"$69,212"
"North Bend, OR", Coos County, OR,15.9,"$69,212"
"Creston, OH", Wayne County, OH,20.9,"$69,212"
"Janesville, WI", Rock County, WI,10.9,"$69,212"
"Matteson, IL", Cook County, IL,9.6,"$69,212"
"Kearney, NE",Kearney County, NE,9.2,"$69,212"
"Torrington, WY", Leon County, WY,15.6,"$69,212"
"Wauwatosa, WI",,,,"$69,212"
"Rochester, IL", Monroe County, IL,13.2,"$69,212"
"Yoder, WY", Goshen County, WY,12.9,"$69,212"
"Wheatland, WY", Greenville County, WY,11.1,"$69,212"
"Cleburne, TX", Johnson County, TX,10.3,"$69,212"
"Huffman, TX", Harris County, TX,16.5,"$69,212"
"Menominee, MI",Menominee County, MI,26.5,"$69,212"
"Macomb, MI",Macomb County, MI,11.0,"$69,212"
"Menasha, WI", Winnebago County, WI,10.4,"$69,212"
"Beavercreek, OH", Greene County, OH,8.1,"$69,212"
"Saint Johns, MI", Clinton County, MI,12.3,"$69,212"
"Clearfield, PA",Clearfield County, PA,15.4,"$69,212"
"Canton, MI", Wayne County, MI,20.9,"$69,212"
"Brunswick, OH", Medina County, OH,12.3,"$69,212"
"Aurora, OH", Portage County, OH,11.3,"$69,212"
"Elizabethtown, NC", Bladen County, NC,29.1,"$69,212"
"Chester, VA", Winnebago County, VA,10.4,"$69,212"
"Wendell, NC", Wake County, NC,8.4,"$69,212"
"Lenore, WV", Mingo County, WV,27.0,"$69,212"
"Rialto, CA", San Bernardino County, CA,14.9,"$69,212"
"Fulton County, GA",Fulton County, GA,11.5,"$69,212"
"Logan, UT", Cache County, UT,12.9,"$69,212"
"Rossville, GA", Walker County, GA,26.1,"$69,212"
"Newbury Park, CA", Ventura County, CA,9.1,"$69,212"
"Newberry, FL", Alachua County, FL,19.8,"$69,212"
"Destin, FL", Okaloosa County, FL,12.7,"$69,212"
"Ashburn, GA", Turner County, GA,9.4,"$69,212"
"Wesley Chapel, FL", Pasco County, FL,12.6,"$69,212"
"South Bay, FL", Palm Beach County, FL,12.2,"$69,212"
"Elko, NV",Elko County, NV,8.3,"$69,212"
"Acton, MA", Middlesex County, MA,12.7,"$69,212"
"Brownsburg, IN", Hendricks County, IN,5.9,"$69,212"
"Calhoun, GA",Calhoun County, GA,22.8,"$69,212"
"Jennings, LA",Jennings County, LA,14.8,"$69,212"
"Oak Ridge, TN", Anderson County, TN,19.8,"$69,212"
"Altus, OK", Jackson County, OK,12.0,"$69,212"
"Jasper, IN",Jasper County, IN,19.2,"$69,212"
"Perth Amboy, NJ", Middlesex County, NJ,12.7,"$69,212"
"Marilla, NY", Erie County, NY,15.3,"$69,212"
"Cicero, NY", Onondaga County, NY,13.7,"$69,212"
"Dudley, MA", Worcester County, MA,9.0,"$69,212"
"Freehold, NJ", Monmouth County, NJ,6.7,"$69,212"
"Florence, AZ", Pinal County, AZ,12.9,"$69,212"
"Weare, NH", Hillsborough County, NH,7.4,"$69,212"
"Exeter, NH", Rockingham County, NH,8.7,"$69,212"
"West Haven, CT", Ozaukee County, CT,4.2,"$69,212"
"Caldwell, NJ", Essex County, NJ,13.7,"$69,212"
"Willoughby, OH", Lake County, OH,36.5,"$69,212"
"Andover, MA", Essex County, MA,13.7,"$69,212"
"New London, CT", Camden County, CT,8.3,"$69,212"
"Lena, MS", Leake County, MS,25.4,"$69,212"
"Reseda, CA", Los Angeles County, CA,14.2,"$69,212"
"West Columbia, TX", Brazoria County, TX,10.1,"$69,212"
"Brookeville, MD", Montgomery County, MD,24.1,"$69,212"
"Homewood, AL", Jefferson County, AL,8.1,"$69,212"
"Lynn, MA", Essex County, MA,13.7,"$69,212"
"Calera, AL", Orange County, AL,9.4,"$69,212"
"Kimberly, AL", Jefferson County, AL,8.1,"$69,212"
"Locust Fork, AL", Blount County, AL,9.9,"$69,212"
"Peekskill, NY", Westchester County, NY,8.3,"$69,212"
"Crowley, TX", Tarrant County, TX,12.1,"$69,212"
"Thibodaux, LA", Lafourche Parish, LA,16.6,"$69,212"
"Oak Grove, LA", Rock Island County, LA,14.2,"$69,212"
"Atlanta, TX", Cass County, TX,20.4,"$69,212"
"Westlake, OH", Cuyahoga County, OH,17.9,"$69,212"
"Chapel Hill, NC", Orange County, NC,9.4,"$69,212"
"Longwood, FL", Seminole County, FL,18.6,"$69,212"
"Lumberton, NC", Robeson County, NC,24.5,"$69,212"
"Princeton, NJ", Mercer County, NJ,22.7,"$69,212"
"Southington, CT", Greenville County, CT,11.1,"$69,212"
"Woodberry Forest, VA", Mecklenburg County, VA,18.7,"$69,212"
"Middletown, OH", Butler County, OH,8.7,"$69,212"
"Wangaratta, VIC       ",,,,"$69,212"
"Palmyra, VA", Fluvanna County, VA,6.9,"$69,212"
"Lamar, AR", Johnson County, AR,10.3,"$69,212"
"Destrehan, LA", St. Charles Parish, LA,12.8,"$69,212"
"Benton, LA",Benton County, LA,9.8,"$69,212"
"Iowa Park, TX", Wichita County, TX,17.8,"$69,212"
"Hawthorne, CA", Los Angeles County, CA,14.2,"$69,212"
"Fairport, NY", Monroe County, NY,13.2,"$69,212"
"Lima, OH", Allen County, OH,14.4,"$69,212"
"Fostoria, OH", Seneca County, OH,12.1,"$69,212"
"Saco, ME", York County, ME,5.5,"$69,212"
"Whitehouse, OH", Lucas County, OH,18.7,"$69,212"
"Northampton, PA", Bucks County, PA,5.7,"$69,212"
"Dingmans Ferry, PA", Pike County, PA,10.3,"$69,212"
"Chagrin Falls, OH", Cuyahoga County, OH,17.9,"$69,212"
"Ramseur, NC", Randolph County, NC,19.4,"$69,212"
"Reserve, LA", Brown County, LA,8.6,"$69,212"
"Uniontown, OH", Stark County, OH,14.4,"$69,212"
"Aptos, CA", Santa Cruz County, CA,12.2,"$69,212"
"Dripping Springs, TX", Hays County, TX,13.2,"$69,212"
"North Huntingdon, PA",Huntingdon County, PA,13.7,"$69,212"
"Goodwater, AL", Coosa County, AL,18.9,"$69,212"
"Parkston, SD", Hutchinson County, SD,13.0,"$69,212"
"Ruidoso, NM", Lincoln County, NM,7.9,"$69,212"
"Yerington, NV",,,,"$69,212"
"Tracy, CA", San Joaquin County, CA,14.3,"$69,212"
"North Las Vegas, NV", Clark County, NV,11.9,"$69,212"
"Monrovia, CA", Los Angeles County, CA,14.2,"$69,212"
"El Cajon, CA", San Diego County, CA,11.5,"$69,212"
"Pacifica, CA", San Mateo County, CA,6.8,"$69,212"
"Gainesville, VA", Prince William County, VA,6.4,"$69,212"
"Orangeburg, SC", Orangeburg County, SC,25.9,"$69,212"
"Santee, SC", Orangeburg County, SC,25.9,"$69,212"
"Greenville, TX", Hunt County, TX,13.6,"$69,212"
"Walnut Grove, MS", Ellis County, MS,8.8,"$69,212"
"Andover, KS", Butler County, KS,8.7,"$69,212"
"Washington, IL",,,,"$69,212"
"Murrells Inlet, SC", Georgetown County, SC,19.6,"$69,212"
"Aiken, SC", Aiken County, SC,15.0,"$69,212"
"Monroeville, AL", Monroe County, AL,13.2,"$69,212"
"Bowdon, GA", Carroll County, GA,15.7,"$69,212"
"Martinsville, VA",,,,"$69,212"
"Hopkins, SC", Richland County, SC,14.3,"$69,212"
"Saint Matthews, SC", Calhoun County, SC,22.8,"$69,212"
"Wilson, NC",Wilson County, NC,10.9,"$69,212"
"Milton, MA", Norfolk County, MA,6.5,"$69,212"
"Tomball, TX", Harris County, TX,16.5,"$69,212"
"Chambersburg, PA", Franklin County, PA,13.4,"$69,212"
"Levittown, PA", Bucks County, PA,5.7,"$69,212"
"Blairsville, GA", Union County, GA,19.8,"$69,212"
"Yorktown, VA", York County, VA,5.5,"$69,212"
"Plaistow, NH", Rockingham County, NH,8.7,"$69,212"
"Charles City, IA", Floyd County, IA,12.3,"$69,212"
"Glendale Heights, IL", DuPage County, IL,6.6,"$69,212"
"Oakdale, LA", Washington County, LA,4.5,"$69,212"
"San Luis Obispo, CA",San Luis Obispo County, CA,12.7,"$69,212"
"Palm Bay, FL", Brevard County, FL,11.0,"$69,212"
"Pinehurst, NC", Moore County, NC,12.2,"$69,212"
"Carrollton, VA",,,,"$69,212"
"Palos Verdes, CA", Arapahoe County, CA,8.1,"$69,212"
"Christiansburg, VA", Montgomery County, VA,24.1,"$69,212"
"Florence, MS", Williamson County, MS,6.4,"$69,212"
"Sandhill, MS", Jackson County, MS,12.0,"$69,212"
"Vista, CA", San Diego County, CA,11.5,"$69,212"
"Ramona, CA", San Diego County, CA,11.5,"$69,212"
"Theodore, AL", Bibb County, AL,24.7,"$69,212"
"Alachua, FL",Alachua County, FL,19.8,"$69,212"
"Riverview, FL", Hillsborough County, FL,7.4,"$69,212"
"Granite City, IL",,,,"$69,212"
"Wolfforth, TX", Lubbock County, TX,17.6,"$69,212"
"La Quinta, CA", Riverside County, CA,12.7,"$69,212"
"Windsor, CA", Sonoma County, CA,9.9,"$69,212"
"Cayce, SC", Lexington County, SC,12.5,"$69,212"
"Phillips, NE", Hamilton County, NE,14.7,"$69,212"
"Longmont, CO", Boulder County, CO,9.7,"$69,212"
"Hicksville, OH", Defiance County, OH,9.1,"$69,212"
"Lakewood, CO", Jefferson County, CO,8.1,"$69,212"
"Sheridan, WY", Suffolk County, WY,7.3,"$69,212"
"Smithfield, UT", Cache County, UT,12.9,"$69,212"
"Alpine, UT", Utah County, UT,9.4,"$69,212"
"Spanaway, WA", Pierce County, WA,8.5,"$69,212"
"Lebanon, OR", Linn County, OR,12.7,"$69,212"
"Galax, VA",,,,"$69,212"
"Mount Airy, NC", Surry County, NC,12.9,"$69,212"
"West Point, UT",,,,"$69,212"
"Burien, WA", King County, WA,9.2,"$69,212"
"Grantsville, UT",,,,"$69,212"
"Eastvale, CA", Riverside County, CA,12.7,"$69,212"
"East Greenwich, RI",,,,"$69,212"
"Geelong, VIC       ",,,,"$69,212"
"New Carlisle, IN", Saint Joseph County, IN,,"$69,212"
"Evansville, IN", Vanderburgh County, IN,15.1,"$69,212"
"Cuthbert, GA", Randolph County, GA,19.4,"$69,212"
"Hamilton, ON",Hamilton County, ON,14.7,"$69,212"
"Ithaca, MI", Gratiot County, MI,16.2,"$69,212"
"Middletown, IN", Henry County, IN,20.0,"$69,212"
"Nashville, IL", Davidson County, IL,15.4,"$69,212"
"Viera, FL", Brevard County, FL,11.0,"$69,212"
"Pelham, AL", Mason County, AL,16.9,"$69,212"
"Huron, SD", Beadle County, SD,12.9,"$69,212"
"New Berlin, WI", Waukesha County, WI,5.0,"$69,212"
"Asheboro, NC", Randolph County, NC,19.4,"$69,212"
"Kuna, ID", Ada County, ID,9.7,"$69,212"
"Walterboro, SC", Colleton County, SC,20.0,"$69,212"
"Pasco, WA", Franklin County, WA,13.4,"$69,212"
"Leavenworth, WA", Chelan County, WA,10.9,"$69,212"
"Crown Point, IN", Lake County, IN,36.5,"$69,212"
"Republic, MO", Greene County, MO,8.1,"$69,212"
"Evergreen Park, IL", Cook County, IL,9.6,"$69,212"
"Parkersburg, WV", Wood County, WV,10.1,"$69,212"
"Saint Marys, WV", Pleasants County, WV,13.6,"$69,212"
"La Vernia, TX", Wilson County, TX,10.9,"$69,212"
"Belmar, NJ", Monmouth County, NJ,6.7,"$69,212"
"Highland Park, NJ", Middlesex County, NJ,12.7,"$69,212"
"Zanesville, OH", Muskingum County, OH,16.6,"$69,212"
"New Washington, OH", Crawford County, OH,12.9,"$69,212"
"Battle Creek, MI", Calhoun County, MI,22.8,"$69,212"
"Jackson, MI",Jackson County, MI,12.0,"$69,212"
"Rochester Hills, MI", Oakland County, MI,8.2,"$69,212"
"Abbotsford, BC", Marathon County, BC,7.5,"$69,212"
"El Dorado Hills, CA", El Dorado County, CA,8.1,"$69,212"
"Westchester, IL", Cook County, IL,9.6,"$69,212"
"Summit, NJ", Union County, NJ,19.8,"$69,212"
"Wamego, KS", Pottawatomie County, KS,17.6,"$69,212"
"Holcomb, KS", Finney County, KS,13.2,"$69,212"
"Bartlesville, OK", Washington County, OK,4.5,"$69,212"
"Lawton, OK", Comanche County, OK,16.4,"$69,212"
"Pryor, OK", Mayes County, OK,15.5,"$69,212"
"Hinton, OK",,,,"$69,212"
"Scotch Plains, NJ", Union County, NJ,19.8,"$69,212"
"New Albany, OH", Franklin County, OH,13.4,"$69,212"
"Royal Oak, MI", Oakland County, MI,8.2,"$69,212"
"Hunting Valley, OH", Cuyahoga County, OH,17.9,"$69,212"
"Rockford, MI", Kent County, MI,13.3,"$69,212"
"Weeki Wachee, FL", Hernando County, FL,14.1,"$69,212"
"Richmond Heights, FL", Miami-Dade County, FL,16.0,"$69,212"
"Port Sulphur, LA", Plaquemines Parish, LA,15.5,"$69,212"
"Merritt Island, FL", Brevard County, FL,11.0,"$69,212"
"Huntingdon Valley, PA", Montgomery County, PA,24.1,"$69,212"
"Purchase, NY", Westchester County, NY,8.3,"$69,212"
"Wadesboro, NC", Anson County, NC,20.5,"$69,212"
"Lyndhurst, OH", Cuyahoga County, OH,17.9,"$69,212"
"Cranford, NJ", Union County, NJ,19.8,"$69,212"
"Birdsboro, PA", Berks County, PA,11.4,"$69,212"
"Shavertown, PA", Luzerne County, PA,14.3,"$69,212"
"Garfield Heights, OH", Cuyahoga County, OH,17.9,"$69,212"
"Loxahatchee, FL", Martin County, FL,13.6,"$69,212"
"Marshfield, MA", Plymouth County, MA,6.2,"$69,212"
"Webster, NY", Monroe County, NY,13.2,"$69,212"
"Red Bank, NJ", Monmouth County, NJ,6.7,"$69,212"
"Billerica, MA", Middlesex County, MA,12.7,"$69,212"
"New London, MO", Ralls County, MO,9.1,"$69,212"
"Kalaheo, HI", Kauaʻi County, HI,,"$69,212"
"Riverside, CT", Mahoning County, CT,16.5,"$69,212"
"Bunyip, VIC       ",,,,"$69,212"
"Philipsburg, PA", Centre County, PA,18.1,"$69,212"
"Collegeville, PA", Montgomery County, PA,24.1,"$69,212"
"Bardonia, NY", Rockland County, NY,13.9,"$69,212"
"New Rochelle, NY", Westchester County, NY,8.3,"$69,212"
"King Of Prussia, PA", Montgomery County, PA,24.1,"$69,212"
"Crystal River, FL", Citrus County, FL,15.2,"$69,212"
"Cinnaminson, NJ", Burlington County, NJ,6.2,"$69,212"
"South Amboy, NJ", Middlesex County, NJ,12.7,"$69,212"
"Lakewood, NJ", Ocean County, NJ,9.7,"$69,212"
"Penns Grove, NJ", Salem County, NJ,11.2,"$69,212"
"West Hartford, CT", Butler County, CT,8.7,"$69,212"
"Brookfield, CT", Cumberland County, CT,15.7,"$69,212"
"Granby, CT", Wake County, CT,8.4,"$69,212"
"Middleton, MA", Essex County, MA,13.7,"$69,212"
"Port Monmouth, NJ", Monmouth County, NJ,6.7,"$69,212"
"Slatington, PA", Lehigh County, PA,12.0,"$69,212"
"Torrington, CT", Gloucester County, CT,9.1,"$69,212"
"Point Pleasant, WV", Mason County, WV,16.9,"$69,212"
"South Webster, OH", Scioto County, OH,22.6,"$69,212"
"Richmond, KY", Madison County, KY,10.1,"$69,212"
"Williamstown, NJ", Gloucester County, NJ,9.1,"$69,212"
"Johnston City, IL", Williamson County, IL,6.4,"$69,212"
"Texarkana, AR", Miller County, AR,16.9,"$69,212"
"Luxemburg, WI", Kewaunee County, WI,7.3,"$69,212"
"Brookfield, WI", Waukesha County, WI,5.0,"$69,212"
"Portland, MI", Ionia County, MI,9.9,"$69,212"
"Gaylord, MI", Otsego County, MI,12.5,"$69,212"
"Romeo, MI", Macomb County, MI,11.0,"$69,212"
"Clinton Township, MI", Macomb County, MI,11.0,"$69,212"
"Mona Shores, MI", Muskegon County, MI,15.7,"$69,212"
"Bluffton, IN", Wells County, IN,11.4,"$69,212"
"Eagle, ID", Ada County, ID,9.7,"$69,212"
"Federal Way, WA", King County, WA,9.2,"$69,212"
"Sealy, TX", Austin County, TX,10.2,"$69,212"
"Oregon City, OR", Clackamas County, OR,7.3,"$69,212"
"Schenectady, NY", Schenectady County, NY,11.3,"$69,212"
"Lee, FL",Lee County, FL,24.8,"$69,212"
"WAGGAMAN, LA", Jefferson Parish, LA,15.6,"$69,212"
"Oconomowoc, WI", Waukesha County, WI,5.0,"$69,212"
"Morganton, NC", Burke County, NC,9.3,"$69,212"
"Gordo, AL", Pickens County, AL,16.6,"$69,212"
"Kentwood, LA", Kent County, LA,13.3,"$69,212"
"Parker, CO",Parker County, CO,8.3,"$69,212"
"Discovery Bay, CA", San Joaquin County, CA,14.3,"$69,212"
"Pine Bluff, AR", Jefferson County, AR,8.1,"$69,212"
"Cambridge, MD", Dorchester County, MD,11.0,"$69,212"
"Princeton, NC", Johnston County, NC,19.5,"$69,212"
"Williamsville, NY", Erie County, NY,15.3,"$69,212"
"Victor, NY", Ontario County, NY,8.5,"$69,212"
"Pittsford, NY", Monroe County, NY,13.2,"$69,212"
"Passaic, NJ", Passaic County, NJ,13.6,"$69,212"
"Windsor, ON", Morehouse Parish, ON,27.4,"$69,212"
"Yukon, OK",,,,"$69,212"
"Welland, ON", Allen County, ON,14.4,"$69,212"
"Due West, SC", Abbeville County, SC,19.1,"$69,212"
"Gray, GA", Jones County, GA,22.0,"$69,212"
"North Lauderdale, FL", Broward County, FL,12.6,"$69,212"
"Newton, TX",Newton County, TX,22.3,"$69,212"
"Magee, MS", Pima County, MS,16.2,"$69,212"
"New London, NC", Stanly County, NC,13.2,"$69,212"
"Central Islip, NY", Suffolk County, NY,7.3,"$69,212"
"North Ridgeville, OH", Lorain County, OH,14.2,"$69,212"
"Perry, OH",Perry County, OH,17.6,"$69,212"
"Leipsic, OH", Putnam County, OH,10.0,"$69,212"
"Gahanna, OH", Franklin County, OH,13.4,"$69,212"
"Minden, LA", Pottawattamie County, LA,11.8,"$69,212"
"Mccomb, MS", Pike County, MS,10.3,"$69,212"
"Deer Park, TX", Harris County, TX,16.5,"$69,212"
"Pleasant Grove, AL", Jefferson County, AL,8.1,"$69,212"
"Jesup, GA", Wayne County, GA,20.9,"$69,212"
"Mableton, GA", Cobb County, GA,9.1,"$69,212"
"Stroud, OK",,,,"$69,212"
"Gatesville, TX", Coryell County, TX,15.0,"$69,212"
"Roland, OK", Sequoyah County, OK,18.8,"$69,212"
"Alto, TX", Cherokee County, TX,17.4,"$69,212"
"Villa, LA", Hidalgo County, LA,30.0,"$69,212"
"Norwich, CT", Allegheny County, CT,11.7,"$69,212"
"Ravenna, OH", Portage County, OH,11.3,"$69,212"
"Rossford, OH", Wood County, OH,10.1,"$69,212"
"Prophetstown, IL", Whiteside County, IL,10.5,"$69,212"
"Shawano, WI",Shawano County, WI,9.6,"$69,212"
"Burnsville, MN", Dakota County, MN,12.4,"$69,212"
"Ellettsville, IN", Monroe County, IN,13.2,"$69,212"
"Jeannette, PA", Westmoreland County, PA,16.4,"$69,212"
"Framingham, MA", Middlesex County, MA,12.7,"$69,212"
"Flowery Branch, GA", Hall County, GA,24.1,"$69,212"
"Eads, TN", Shelby County, TN,20.6,"$69,212"
"Daniel Island, SC", Berkeley County, SC,11.5,"$69,212"
"Saint Marys, GA", Camden County, GA,8.3,"$69,212"
"Wallington, NJ", Bergen County, NJ,6.8,"$69,212"
"Walkersville, MD", Frederick County, MD,7.0,"$69,212"
"The Colony, TX", Denton County, TX,7.3,"$69,212"
"Mount Royal, NJ", Gloucester County, NJ,9.1,"$69,212"
"Glen Mills, PA", Delaware County, PA,8.8,"$69,212"
"Huntsville, TX", Walker County, TX,26.1,"$69,212"
"Berkeley, IL", Alameda County, IL,9.0,"$69,212"
"O'Fallon, IL", Saint Charles County, IL,,"$69,212"
"Patterson, LA", Stanislaus County, LA,15.6,"$69,212"
"Clinton, MI",Clinton County, MI,12.3,"$69,212"
"Paw Paw, MI", Van Buren County, MI,16.3,"$69,212"
"Kalamazoo, MI", Kalamazoo County, MI,14.4,"$69,212"
"Monument, CO", El Paso County, CO,20.5,"$69,212"
"Saint Ignace, MI", Mackinac County, MI,13.4,"$69,212"
"Fort Thomas, KY", Campbell County, KY,9.2,"$69,212"
"Shelby Township, MI", Oceana County, MI,15.5,"$69,212"
"Liberty Township, OH", Butler County, OH,8.7,"$69,212"
"Advance, NC", Davie County, NC,10.8,"$69,212"
"Bridgeport, WV", Harrison County, WV,16.7,"$69,212"
"Sarver, PA", Butler County, PA,8.7,"$69,212"
"Sarahsville, OH", Noble County, OH,12.9,"$69,212"
"Woodville, OH", Sandusky County, OH,10.0,"$69,212"
"Wellsburg, WV", Brooke County, WV,13.7,"$69,212"
"Saint Clairsville, OH", Belmont County, OH,13.0,"$69,212"
"Milton, WV", Cabell County, WV,19.3,"$69,212"
"Wildwood, MO", Saint Louis County, MO,,"$69,212"
"Yorktown, IN", Delaware County, IN,8.8,"$69,212"
"Muncie, IN", Delaware County, IN,8.8,"$69,212"
"Berkley, MI", Oakland County, MI,8.2,"$69,212"
"Franklin, TX",Franklin County, TX,13.4,"$69,212"
"Lagrange, OH", Lorain County, OH,14.2,"$69,212"
"Kings Mills, OH", Warren County, OH,10.3,"$69,212"
"Bedford, OH", Cuyahoga County, OH,17.9,"$69,212"
"Locust Grove, OK", Mayes County, OK,15.5,"$69,212"
"Alief, TX", Harris County, TX,16.5,"$69,212"
"Sweetwater, TX", Nolan County, TX,18.2,"$69,212"
"Corrigan, TX", Polk County, TX,9.6,"$69,212"
"Peggs, OK", Cherokee County, OK,17.4,"$69,212"
"Tuttle, OK",,,,"$69,212"
"Frankfort, IL", Franklin County, IL,13.4,"$69,212"
"San Fernando, CA", Los Angeles County, CA,14.2,"$69,212"
"Trabuco Canyon, CA", Orange County, CA,9.4,"$69,212"
"Torrance, CA", Los Angeles County, CA,14.2,"$69,212"
"West Chester, PA", Chester County, PA,15.9,"$69,212"
"Muskegon Heights, MI", Muskegon County, MI,15.7,"$69,212"
"Strongsville, OH", Cuyahoga County, OH,17.9,"$69,212"
"Kildeer, IL", Lake County, IL,36.5,"$69,212"
"Bishop, CA", Inyo County, CA,12.3,"$69,212"
"Manheim, PA", Lancaster County, PA,12.3,"$69,212"
"Oak Park, MI", Oakland County, MI,8.2,"$69,212"
"Delphos, OH", Van Wert County, OH,8.4,"$69,212"
"Steubenville, OH", Jefferson County, OH,8.1,"$69,212"
"Oberlin, OH", Lorain County, OH,14.2,"$69,212"
"Newton, PA", Dale County, PA,16.2,"$69,212"
"Huntingdon, TN", Carroll County, TN,15.7,"$69,212"
"Sylvania, OH", Lucas County, OH,18.7,"$69,212"
"Clinton, MD", Prince George's County, MD,8.3,"$69,212"
"Tar Heel, NC", Bladen County, NC,29.1,"$69,212"
"Lawrenceville, NJ", Mercer County, NJ,22.7,"$69,212"
"Valparaiso, IN", Porter County, IN,8.9,"$69,212"
"Bound Brook, NJ", Somerset County, NJ,12.0,"$69,212"
"Greentown, PA", Pike County, PA,10.3,"$69,212"
"Bremen, GA", Haralson County, GA,15.9,"$69,212"
"Plymouth, NC", Washington County, NC,4.5,"$69,212"
"Williamston, NC", Martin County, NC,13.6,"$69,212"
"Godley, TX", Johnson County, TX,10.3,"$69,212"
"Trophy Club, TX", Denton County, TX,7.3,"$69,212"
"Saluda, SC", Saluda County, SC,14.9,"$69,212"
"Winterville, NC", Pitt County, NC,23.2,"$69,212"
"Bailey, NC", Nash County, NC,14.2,"$69,212"
