Geographic Location,county,state,poverty_pct,med_income
"Glen Ellyn, IL", DuPage County, IL,6.6,"$69,212"
"Euclid, OH", Cuyahoga County, OH,17.9,"$69,212"
"Hilliard, OH", Franklin County, OH,13.4,"$69,212"
"La Grange, IL", Cook County, IL,9.6,"$69,212"
"Reading, PA", Berks County, PA,11.4,"$69,212"
"Ashburn, VA", Loudoun County, VA,3.6,"$69,212"
"Fairbanks, AK",,,,"$69,212"
"Fredonia, NY", Chautauqua County, NY,18.3,"$69,212"
"Dunnellon, FL", Marion County, FL,16.6,"$69,212"
"Everett, WA", Snohomish County, WA,7.5,"$69,212"
"Albertville, AL", Marshall County, AL,13.9,"$69,212"
"Franklin, WI",,,,"$69,212"
"Los Lunas, NM", Valencia County, NM,17.3,"$69,212"
"Carlsbad, NM", Eddy County, NM,10.6,"$69,212"
"Santa Fe, NM", Santa Fe County, NM,12.2,"$69,212"
"Gobles, MI", Van Buren County, MI,16.3,"$69,212"
"Nipomo, CA", San Luis Obispo County, CA,12.7,"$69,212"
"Lackawaxen, PA", Pike County, PA,10.3,"$69,212"
"Saginaw, MI", Saginaw County, MI,17.0,"$69,212"
"Birmingham, MI", Oakland County, MI,8.2,"$69,212"
"Frankenmuth, MI", Saginaw County, MI,17.0,"$69,212"
"Six Mile, SC", Pickens County, SC,16.6,"$69,212"
"Rydal, PA", Montgomery County, PA,24.1,"$69,212"
"Worcester, MA", Worcester County, MA,9.0,"$69,212"
"Lancaster, OH", Fairfield County, OH,23.7,"$69,212"
"St. Johns, FL",St. Johns County, FL,6.6,"$69,212"
"Lititz, PA", Lancaster County, PA,12.3,"$69,212"
"Voorhees, NJ", Camden County, NJ,8.3,"$69,212"
"Berwyn, PA", Chester County, PA,15.9,"$69,212"
"Wyncote, PA", Montgomery County, PA,24.1,"$69,212"
"Highland, KS", Doniphan County, KS,13.3,"$69,212"
"Andrews, TX",Andrews County, TX,10.7,"$69,212"
"Lindon, UT", Utah County, UT,9.4,"$69,212"
"Chesterfield, VA",Chesterfield County, VA,7.6,"$69,212"
"Hope Mills, NC", Cumberland County, NC,15.7,"$69,212"
"Hurst, TX", Tarrant County, TX,12.1,"$69,212"
"Boonville, NC", Yadkin County, NC,13.0,"$69,212"
"Glassboro, NJ", Gloucester County, NJ,9.1,"$69,212"
"New Palestine, IN", Hancock County, IN,13.2,"$69,212"
"Greendale, WI",,,,"$69,212"
"Coggon, IA",,,,"$69,212"
"Cedar Rapids, IA",,,,"$69,212"
"Des Moines, IA", Polk County, IA,9.6,"$69,212"
"Inwood, IA", Lyon County, IA,10.5,"$69,212"
"Fletcher, NC", Henderson County, NC,19.4,"$69,212"
"Toms River, NJ", Ocean County, NJ,9.7,"$69,212"
"Williamsburg, VA",,,,"$69,212"
"Llano, TX",Llano County, TX,12.3,"$69,212"
"Tioga, LA",Tioga County, LA,15.0,"$69,212"
"Elmont, NY", Nassau County, NY,5.8,"$69,212"
"Fairfield, TX", Freestone County, TX,13.7,"$69,212"
"Caddo Mills, TX", Collin County, TX,6.4,"$69,212"
"Lewisville, TX", Denton County, TX,7.3,"$69,212"
"Logan, OH",Logan County, OH,24.6,"$69,212"
"Morgan City, LA", St. Mary Parish, LA,21.0,"$69,212"
"Palm Beach Gardens, FL", Palm Beach County, FL,12.2,"$69,212"
"Rineyville, KY", Hardin County, KY,12.4,"$69,212"
"Rogers, AR", Benton County, AR,9.8,"$69,212"
"Lyndhurst, NJ", Bergen County, NJ,6.8,"$69,212"
"Morgantown, KY", Butler County, KY,8.7,"$69,212"
"Somerset, TX", Bexar County, TX,17.2,"$69,212"
"Luverne, AL", Crenshaw County, AL,19.5,"$69,212"
"Temple, TX", Bell County, TX,13.0,"$69,212"
"Hooks, TX", Bowie County, TX,19.1,"$69,212"
"Corinth, TX", Denton County, TX,7.3,"$69,212"
"Boutte, LA", St. Charles Parish, LA,12.8,"$69,212"
"Salisbury, CT", Berkshire County, CT,11.3,"$69,212"
"Springfield, LA", Sangamon County, LA,13.1,"$69,212"
"Kingwood, TX", Harris County, TX,16.5,"$69,212"
"Shallowater, TX", Lubbock County, TX,17.6,"$69,212"
"Tallassee, AL", Elmore County, AL,12.9,"$69,212"
"Geneva, AL", Mercer County, AL,22.7,"$69,212"
"Opp, AL", Covington County, AL,26.5,"$69,212"
"Salt Rock, WV", Cabell County, WV,19.3,"$69,212"
"Metuchen, NJ", Middlesex County, NJ,12.7,"$69,212"
"Fords, NJ", Middlesex County, NJ,12.7,"$69,212"
"Royersford, PA", Montgomery County, PA,24.1,"$69,212"
"Dumfries, VA", Prince William County, VA,6.4,"$69,212"
"Weirton, WV", Hancock County, WV,13.2,"$69,212"
"Walnut, MS", Hall County, MS,24.1,"$69,212"
"Fort Meade, FL", Polk County, FL,9.6,"$69,212"
"Anderson, IN", Madison County, IN,10.1,"$69,212"
"Montclair, CA", San Bernardino County, CA,14.9,"$69,212"
"Whittier, CA", Los Angeles County, CA,14.2,"$69,212"
"South Gate, CA", Los Angeles County, CA,14.2,"$69,212"
"Bear, DE", New Castle County, DE,11.6,"$69,212"
"Norwalk, CA", Los Angeles County, CA,14.2,"$69,212"
"Corte Madera, CA", Marin County, CA,6.6,"$69,212"
"Haslet, TX", Tarrant County, TX,12.1,"$69,212"
"Lakeport, CA", Lake County, CA,36.5,"$69,212"
"Kalihi, HI", Honolulu County, HI,7.7,"$69,212"
"Durham, CA", Butte County, CA,14.3,"$69,212"
"La Verne, CA", Los Angeles County, CA,14.2,"$69,212"
"La Porte, TX", Harris County, TX,16.5,"$69,212"
"Buda, TX", Hays County, TX,13.2,"$69,212"
"Belleville, KS", Republic County, KS,11.0,"$69,212"
"TONQUE RIVER, WY",,,,"$69,212"
"Ellaville, GA", Schley County, GA,18.1,"$69,212"
"Laramie, WY", Gloucester County, WY,9.1,"$69,212"
"New Hope, MN", Hennepin County, MN,10.3,"$69,212"
"Great Falls, VA", Fairfax County, VA,6.1,"$69,212"
"San Jacinto, CA", Riverside County, CA,12.7,"$69,212"
"Clovis, NM", Curry County, NM,14.9,"$69,212"
"Saint Paul, MN", Ramsey County, MN,12.3,"$69,212"
"Woodbridge, NJ", Middlesex County, NJ,12.7,"$69,212"
"Jackson, OH",Jackson County, OH,12.0,"$69,212"
"Richland, WA", Benton County, WA,9.8,"$69,212"
"Kennedale, TX", Tarrant County, TX,12.1,"$69,212"
"Elizabethtown, IN", Bartholomew County, IN,10.1,"$69,212"
"San Tan Valley, AZ", Pinal County, AZ,12.9,"$69,212"
"Lansing, KS", Leavenworth County, KS,10.6,"$69,212"
"Lemont, IL", Centre County, IL,18.1,"$69,212"
"Clarkston, MI", Oakland County, MI,8.2,"$69,212"
"Potwin, KS", Butler County, KS,8.7,"$69,212"
"Semmes, AL", Mobile County, AL,20.8,"$69,212"
"Athens, OH",Athens County, OH,30.7,"$69,212"
"Mentor, OH", Lake County, OH,36.5,"$69,212"
"Circleville, OH", Pickaway County, OH,12.1,"$69,212"
"Leavittsburg, OH", Trumbull County, OH,17.6,"$69,212"
"Gainesville, FL", Alachua County, FL,19.8,"$69,212"
"Victoria, TX",Victoria County, TX,15.4,"$69,212"
"Mohave Valley, AZ", Mohave County, AZ,16.8,"$69,212"
"Fort Mohave, AZ", Mohave County, AZ,16.8,"$69,212"
"Anchorage, AK",,,,"$69,212"
"Meridian, ID", Ada County, ID,9.7,"$69,212"
"Spring Valley, CA", San Diego County, CA,11.5,"$69,212"
"Phelan, CA", San Bernardino County, CA,14.9,"$69,212"
"Kahuku, HI", Honolulu County, HI,7.7,"$69,212"
"Center, TX", Shelby County, TX,20.6,"$69,212"
"Boise, ID", Ada County, ID,9.7,"$69,212"
"Covington, KY", Kenton County, KY,10.4,"$69,212"
"West Lafayette, IN", Tippecanoe County, IN,18.1,"$69,212"
"South Miami, FL", Miami-Dade County, FL,16.0,"$69,212"
"Villa Park, CA", Orange County, CA,9.4,"$69,212"
"Lincolnshire, IL", Lake County, IL,36.5,"$69,212"
"Pomona, CA", Los Angeles County, CA,14.2,"$69,212"
"Diamond, OH", Portage County, OH,11.3,"$69,212"
"Morgantown, WV", Monongalia County, WV,18.3,"$69,212"
"Miami Gardens, FL", Miami-Dade County, FL,16.0,"$69,212"
"Booneville, MS", Logan County, MS,24.6,"$69,212"
"Cedar Bluff, VA", Tazewell County, VA,18.2,"$69,212"
"Stephens City, VA", Frederick County, VA,7.0,"$69,212"
"Indian Head, MD", Charles County, MD,6.6,"$69,212"
"Fredericksburg, VA",,,,"$69,212"
"Salisbury, NC", Rowan County, NC,16.3,"$69,212"
"Liberty, PA", Allegheny County, PA,11.7,"$69,212"
"Reidsville, NC", Rockingham County, NC,8.7,"$69,212"
"China Grove, NC", Rowan County, NC,16.3,"$69,212"
"Mason, OH", Warren County, OH,10.3,"$69,212"
"Union, KY",Union County, KY,19.8,"$69,212"
"Newport, KY", Campbell County, KY,9.2,"$69,212"
"Belfry, KY", Pike County, KY,10.3,"$69,212"
"Vienna, VA", Fairfax County, VA,6.1,"$69,212"
"Mansfield, OH", Richland County, OH,14.3,"$69,212"
"Abbeville, MS", Lafayette County, MS,11.3,"$69,212"
"Mooringsport, LA", Caddo Parish, LA,22.4,"$69,212"
"Jefferson, LA",Jefferson County, LA,8.1,"$69,212"
"Glen Allen, VA", Henrico County, VA,9.0,"$69,212"
"Minnetonka, MN", Hennepin County, MN,10.3,"$69,212"
"Indianola, MS", Warren County, MS,10.3,"$69,212"
"Port Gibson, MS", Claiborne County, MS,23.4,"$69,212"
"Spring Hill, TN", Maury County, TN,10.8,"$69,212"
"Lindale, TX", Smith County, TX,15.0,"$69,212"
"Cantonment, FL", Escambia County, FL,14.7,"$69,212"
"Fayetteville, AR", Washington County, AR,4.5,"$69,212"
"Krum, TX", Denton County, TX,7.3,"$69,212"
"Crofton, MD", Anne Arundel County, MD,7.0,"$69,212"
"Monroe, NC", Union County, NC,19.8,"$69,212"
"Chapin, SC", Lexington County, SC,12.5,"$69,212"
"Duncan, SC", Spartanburg County, SC,13.6,"$69,212"
"Atlantic Beach, FL", Duval County, FL,25.5,"$69,212"
"Laurens, SC",Laurens County, SC,19.7,"$69,212"
"Honea Path, SC", Anderson County, SC,19.8,"$69,212"
"York, SC",,,,"$69,212"
"Gaffney, SC", Cherokee County, SC,17.4,"$69,212"
"Franklin Lakes, NJ", Bergen County, NJ,6.8,"$69,212"
"Chanhassen, MN", Carver County, MN,3.8,"$69,212"
"Charlottesville, VA",,,,"$69,212"
"Dix Hills, NY", Suffolk County, NY,7.3,"$69,212"
"Providence, RI",,,,"$69,212"
"Weston, FL", Broward County, FL,12.6,"$69,212"
"Concord, CA", Contra Costa County, CA,7.8,"$69,212"
"Evanston, IL", Cook County, IL,9.6,"$69,212"
"Jonesboro, AR", Craighead County, AR,17.9,"$69,212"
"De Witt, AR", Arkansas County, AR,17.9,"$69,212"
"Sedalia, MO", Pettis County, MO,16.6,"$69,212"
"Sinking Spring, PA", Berks County, PA,11.4,"$69,212"
"Glenshaw, PA", Allegheny County, PA,11.7,"$69,212"
"Mill Hall, PA", Clinton County, PA,12.3,"$69,212"
"Macungie, PA", Lehigh County, PA,12.0,"$69,212"
"East Freedom, PA", Blair County, PA,14.4,"$69,212"
"Hanover, PA",,,,"$69,212"
"Burlington, NJ",Burlington County, NJ,6.2,"$69,212"
"Spotsylvania, VA", Spotsylvania County, VA,7.5,"$69,212"
"Mars, PA", Butler County, PA,8.7,"$69,212"
"Elmhurst, IL", Queens County, IL,11.6,"$69,212"
"Meadville, PA", Crawford County, PA,12.9,"$69,212"
"Perryton, TX", Ochiltree County, TX,10.5,"$69,212"
"Cairo, GA", Grady County, GA,10.1,"$69,212"
"Blackshear, GA", Pierce County, GA,8.5,"$69,212"
"EAST KENTWOOD, MI", Greene County, MI,8.1,"$69,212"
"Fenton, MI", Genesee County, MI,9.9,"$69,212"
"Potomac, MD", Montgomery County, MD,24.1,"$69,212"
"Pasadena, MD", Anne Arundel County, MD,7.0,"$69,212"
"Chester, PA",Chester County, PA,15.9,"$69,212"
"Bogue Chitto, MS", Lincoln County, MS,7.9,"$69,212"
"Union, SC",Union County, SC,19.8,"$69,212"
"Dillon, SC", Dillon County, SC,32.1,"$69,212"
"Pendleton, SC", Anderson County, SC,19.8,"$69,212"
"Aynor, SC", Horry County, SC,14.3,"$69,212"
"Rocky Mount, NC", Edgecombe County, NC,22.9,"$69,212"
"Jupiter, FL", Palm Beach County, FL,12.2,"$69,212"
"Lutz, FL", Hillsborough County, FL,7.4,"$69,212"
"Indian Harbour Beach, FL", Brevard County, FL,11.0,"$69,212"
"Richardson, TX", Dallas County, TX,14.2,"$69,212"
"Del Rio, TX", Val Verde County, TX,18.9,"$69,212"
"Green Cove Springs, FL", Clay County, FL,25.1,"$69,212"
"Atchison, KS",Atchison County, KS,11.8,"$69,212"
"Winter Park, FL", Orange County, FL,9.4,"$69,212"
"Douglas, AL", Mercer County, AL,22.7,"$69,212"
"Nacogdoches, TX",Nacogdoches County, TX,21.6,"$69,212"
"Laguna Park, TX", Bosque County, TX,14.9,"$69,212"
"Union, NJ",Union County, NJ,19.8,"$69,212"
"Bridgewater, NJ", Somerset County, NJ,12.0,"$69,212"
"Galloway, NJ", Atlantic County, NJ,12.8,"$69,212"
"Parsippany, NJ", Morris County, NJ,20.2,"$69,212"
"Monticello, NY", Sullivan County, NY,16.5,"$69,212"
"Roseland, NJ", Essex County, NJ,13.7,"$69,212"
"Erial, NJ", Camden County, NJ,8.3,"$69,212"
"Mays Landing, NJ", Atlantic County, NJ,12.8,"$69,212"
"Far Rockaway, NY", Queens County, NY,11.6,"$69,212"
"Summerville, GA", Chattooga County, GA,19.5,"$69,212"
"Indian Trail, NC", Union County, NC,19.8,"$69,212"
"Rockingham, NC", Richmond County, NC,15.9,"$69,212"
"Waxhaw, NC", Union County, NC,19.8,"$69,212"
"Canton, GA", Cherokee County, GA,17.4,"$69,212"
"Durham, NC", Durham County, NC,13.5,"$69,212"
"Apex, NC", Wake County, NC,8.4,"$69,212"
"Hickory, NC", Catawba County, NC,13.0,"$69,212"
"Whispering Pines, NC", Moore County, NC,12.2,"$69,212"
"Duluth, GA", Gwinnett County, GA,9.2,"$69,212"
"Bluffton, SC", Beaufort County, SC,10.9,"$69,212"
"Weatherford, TX", Parker County, TX,8.3,"$69,212"
"Doral, FL", Miami-Dade County, FL,16.0,"$69,212"
"Wellington, FL", Palm Beach County, FL,12.2,"$69,212"
"Altadena, CA", Los Angeles County, CA,14.2,"$69,212"
"Bozeman, MT", Gallatin County, MT,9.0,"$69,212"
"Lakewood, WA", Pierce County, WA,8.5,"$69,212"
"St. George, UT", Washington County, UT,4.5,"$69,212"
"Inman, SC", Spartanburg County, SC,13.6,"$69,212"
"Williamsburg, IA", Iowa County, IA,8.2,"$69,212"
"Van Nuys, CA", Los Angeles County, CA,14.2,"$69,212"
"England, AR", Lonoke County, AR,11.9,"$69,212"
"Pennsville, NJ", Salem County, NJ,11.2,"$69,212"
"Alpine, AL", Allegheny County, AL,11.7,"$69,212"
"Kyle, TX", Hays County, TX,13.2,"$69,212"
"Lutcher, LA", St. James Parish, LA,16.8,"$69,212"
"Cherry Hill, NJ", Camden County, NJ,8.3,"$69,212"
"Sanford, FL", Seminole County, FL,18.6,"$69,212"
"Atascadero, CA", San Luis Obispo County, CA,12.7,"$69,212"
"Loomis, CA", Placer County, CA,7.1,"$69,212"
"Atherton, CA", San Mateo County, CA,6.8,"$69,212"
"Astoria, OR", Clatsop County, OR,11.0,"$69,212"
"Council, ID", Adams County, ID,15.3,"$69,212"
"Farmington, NM", San Juan County, NM,10.2,"$69,212"
"Vernon Hills, IL", Lake County, IL,36.5,"$69,212"
"Orange, CT", San Mateo County, CT,6.8,"$69,212"
"New Canaan, CT", Fairfield County, CT,23.7,"$69,212"
"Mclean, VA", Fairfax County, VA,6.1,"$69,212"
"West Des Moines, IA", Polk County, IA,9.6,"$69,212"
"Wexford, PA", Allegheny County, PA,11.7,"$69,212"
"Lake Barrington, IL", Lake County, IL,36.5,"$69,212"
"Mission, KS", Johnson County, KS,10.3,"$69,212"
"Niles, MI", Berrien County, MI,15.3,"$69,212"
"Bettendorf, IA", Scott County, IA,18.5,"$69,212"
"DeKalb, IL",DeKalb County, IL,17.4,"$69,212"
"Granger, IN", Saint Joseph County, IN,,"$69,212"
"Romeoville, IL", Will County, IL,6.4,"$69,212"
"Maywood, IL", Cook County, IL,9.6,"$69,212"
"Ferguson, MO", Saint Louis County, MO,,"$69,212"
"Kingsport, TN", Sullivan County, TN,16.5,"$69,212"
"Bellevue, WA", King County, WA,9.2,"$69,212"
"Wilmette, IL", Cook County, IL,9.6,"$69,212"
"Rahway, NJ", Union County, NJ,19.8,"$69,212"
"Murrysville, PA", Westmoreland County, PA,16.4,"$69,212"
"North Canton, OH", Stark County, OH,14.4,"$69,212"
"Farmington, MN", Dakota County, MN,12.4,"$69,212"
"Kannapolis, NC", Cabarrus County, NC,9.0,"$69,212"
"Elmore, AL", San Benito County, AL,8.6,"$69,212"
"Brodnax, VA", Brunswick County, VA,22.5,"$69,212"
"Pflugerville, TX", Travis County, TX,12.0,"$69,212"
"Nicholson, GA", Jackson County, GA,12.0,"$69,212"
"Lake View Terrace, CA", Los Angeles County, CA,14.2,"$69,212"
"Gladewater, TX", Gregg County, TX,15.1,"$69,212"
"Ponchatoula, LA", Tangipahoa Parish, LA,17.9,"$69,212"
"Kingsland, GA", Camden County, GA,8.3,"$69,212"
"North Salem, IN", Hendricks County, IN,5.9,"$69,212"
"Columbus, IN", Fairfield County, IN,23.7,"$69,212"
"Lucedale, MS", George County, MS,16.1,"$69,212"
"Deland, FL", Volusia County, FL,13.2,"$69,212"
"Rosemere, PQ",,,,"$69,212"
"Camden, NJ", Camden County, NJ,8.3,"$69,212"
"South Orange, NJ", Essex County, NJ,13.7,"$69,212"
"Berrien Springs, MI", Berrien County, MI,15.3,"$69,212"
"Newtown, CT", Suffolk County, CT,7.3,"$69,212"
"Coralville, IA", Johnson County, IA,10.3,"$69,212"
"Beaver Falls, PA", Beaver County, PA,9.4,"$69,212"
"Sugarcreek, OH", Tuscarawas County, OH,12.3,"$69,212"
"Pennsauken, NJ", Camden County, NJ,8.3,"$69,212"
"Mount Pleasant, MI", Isabella County, MI,23.4,"$69,212"
"Aledo, TX", Parker County, TX,8.3,"$69,212"
"Dearborn Heights, MI", Wayne County, MI,20.9,"$69,212"
"Farmington Hills, MI", Oakland County, MI,8.2,"$69,212"
"Lewiston, ID", Nez Perce County, ID,13.3,"$69,212"
"Tazewell, VA",Tazewell County, VA,18.2,"$69,212"
"Holliston, MA", Middlesex County, MA,12.7,"$69,212"
"Altamonte Springs, FL", Seminole County, FL,18.6,"$69,212"
"Pittsfield, MA", Berkshire County, MA,11.3,"$69,212"
"Randallstown, MD", Baltimore County, MD,9.9,"$69,212"
"Hillsborough, NC", Orange County, NC,9.4,"$69,212"
"Sewickley, PA", Allegheny County, PA,11.7,"$69,212"
"Marlboro, NJ", Burlington County, NJ,6.2,"$69,212"
"Glenside, PA", Montgomery County, PA,24.1,"$69,212"
"Glenmoore, PA", Chester County, PA,15.9,"$69,212"
"Doylestown, PA", Bucks County, PA,5.7,"$69,212"
"Jefferson, OH",Jefferson County, OH,8.1,"$69,212"
"Mantua, OH", Portage County, OH,11.3,"$69,212"
"Fort Hood, TX", Coryell County, TX,15.0,"$69,212"
"Westmeadows, VIC       ",,,,"$69,212"
"Paris, KY", Bourbon County, KY,16.5,"$69,212"
"Clinton, PA",Clinton County, PA,12.3,"$69,212"
"Centennial, CO", Arapahoe County, CO,8.1,"$69,212"
"Lisle, IL", DuPage County, IL,6.6,"$69,212"
"Orchard Park, NY", Erie County, NY,15.3,"$69,212"
"Henrietta, NY", Monroe County, NY,13.2,"$69,212"
"Quincy, FL", Gadsden County, FL,23.6,"$69,212"
"Norfolk, VA",,,,"$69,212"
"Deerfield, IL", Lake County, IL,36.5,"$69,212"
"Holly Hill, SC", Georgetown County, SC,19.6,"$69,212"
"Garden City, NY", Nassau County, NY,5.8,"$69,212"
"Belvidere, TN", Franklin County, TN,13.4,"$69,212"
"Easley, SC", Pickens County, SC,16.6,"$69,212"
"Liliha, HI", Honolulu County, HI,7.7,"$69,212"
"Auburn, MA", Worcester County, MA,9.0,"$69,212"
"Irvington, NJ", Essex County, NJ,13.7,"$69,212"
"Boylston, MA", Worcester County, MA,9.0,"$69,212"
"Clarksville, TX", Red River County, TX,18.2,"$69,212"
"Golden Gate, FL", Collier County, FL,10.6,"$69,212"
"Hemet, CA", Riverside County, CA,12.7,"$69,212"
"Caldwell, ID", Canyon County, ID,11.5,"$69,212"
"Lynwood, CA", Los Angeles County, CA,14.2,"$69,212"
"Apple Valley, MN", Dakota County, MN,12.4,"$69,212"
"Alameda, CA",Alameda County, CA,9.0,"$69,212"
"Bountiful, UT",,,,"$69,212"
"Elgin, TX", Bastrop County, TX,12.6,"$69,212"
"Saratoga Springs, UT", Utah County, UT,9.4,"$69,212"
"Midland, PA", Beaver County, PA,9.4,"$69,212"
"Morrison, CO",Morrison County, CO,10.1,"$69,212"
"Lithia Springs, GA", Douglas County, GA,11.7,"$69,212"
"Windsor, CO",Windsor County, CO,9.6,"$69,212"
"Oakdale, PA", Allegheny County, PA,11.7,"$69,212"
"Conifer, CO", Jefferson County, CO,8.1,"$69,212"
"Marrero, LA", Jefferson Parish, LA,15.6,"$69,212"
"Lake Oswego, OR", Clackamas County, OR,7.3,"$69,212"
"Cornish, ME", York County, ME,5.5,"$69,212"
"Lacey, WA", Thurston County, WA,8.7,"$69,212"
"Adelaide, SA", Fayette County, SA,22.5,"$69,212"
"Wharton, TX",Wharton County, TX,16.8,"$69,212"
"Fairfield, CA", Solano County, CA,7.9,"$69,212"
"Sherwood, OR", Washington County, OR,4.5,"$69,212"
"Laguna Beach, CA", Orange County, CA,9.4,"$69,212"
"Northfield, NH", Merrimack County, NH,7.0,"$69,212"
"Adel, IA", Dallas County, IA,14.2,"$69,212"
"Encinitas, CA", San Diego County, CA,11.5,"$69,212"
"Northridge, CA", Los Angeles County, CA,14.2,"$69,212"
"Shafter, CA", Kern County, CA,20.5,"$69,212"
"Madison, FL",Madison County, FL,10.1,"$69,212"
"Willis, TX", Montgomery County, TX,24.1,"$69,212"
"Woodville, TX", Tyler County, TX,15.5,"$69,212"
"Beeville, TX", Bee County, TX,26.7,"$69,212"
"Gray, LA",Gray County, LA,16.7,"$69,212"
"Cumberland, VA",Cumberland County, VA,15.7,"$69,212"
"Laurinburg, NC", Scotland County, NC,26.9,"$69,212"
"New Bern, NC", Craven County, NC,14.9,"$69,212"
"Mount Dora, FL", Lake County, FL,36.5,"$69,212"
"Lake Worth, FL", Palm Beach County, FL,12.2,"$69,212"
"Hatfield, PA", Montgomery County, PA,24.1,"$69,212"
"Acme, PA", Westmoreland County, PA,16.4,"$69,212"
"Germantown, MD", Montgomery County, MD,24.1,"$69,212"
"Teaneck, NJ", Bergen County, NJ,6.8,"$69,212"
"Riverdale, MD", Prince George's County, MD,8.3,"$69,212"
"Clarks Summit, PA", Lackawanna County, PA,14.2,"$69,212"
"Marlton, NJ", Camden County, NJ,8.3,"$69,212"
"Riverton, NJ", Burlington County, NJ,6.2,"$69,212"
"Cookeville, TN", Putnam County, TN,10.0,"$69,212"
"Erwin, TN", Unicoi County, TN,16.1,"$69,212"
"Talladega, AL",Talladega County, AL,19.3,"$69,212"
"Geismar, LA", Ascension Parish, LA,10.8,"$69,212"
"Jackson, LA", Hinds County, LA,19.4,"$69,212"
"Lanett, AL", Chambers County, AL,8.5,"$69,212"
"Alvin, TX", Brazoria County, TX,10.1,"$69,212"
"Millville, NJ", Cumberland County, NJ,15.7,"$69,212"
"Linden, NJ", Union County, NJ,19.8,"$69,212"
"Gretna, LA", Jefferson Parish, LA,15.6,"$69,212"
"Idaho Falls, ID", Bonneville County, ID,10.6,"$69,212"
"Herriman, UT",,,,"$69,212"
"Royal City, WA", Grant County, WA,14.0,"$69,212"
"Mount Gambier, SA",,,,"$69,212"
"Lake View, SC", Piscataquis County, SC,17.5,"$69,212"
"Bennettsville, SC", Marlboro County, SC,30.0,"$69,212"
"Lancaster, SC",Lancaster County, SC,12.3,"$69,212"
"Neeses, SC", Orangeburg County, SC,25.9,"$69,212"
"Beaufort, SC", Beaufort County, SC,10.9,"$69,212"
"Little River, SC", Horry County, SC,14.3,"$69,212"
"Hartsville, SC", Darlington County, SC,23.5,"$69,212"
"Johnston, SC", Edgefield County, SC,18.5,"$69,212"
"Dresden, TN", Weakley County, TN,19.7,"$69,212"
"Germantown, TN", Shelby County, TN,20.6,"$69,212"
"Perkinston, MS", Stone County, MS,13.4,"$69,212"
"Kossuth, MS", Alcorn County, MS,18.2,"$69,212"
"Woodville, MS", Wilkinson County, MS,30.3,"$69,212"
"Vacherie, LA", St. James Parish, LA,16.8,"$69,212"
"San Leandro, CA", Alameda County, CA,9.0,"$69,212"
"American Canyon, CA", Napa County, CA,8.8,"$69,212"
"Johnson City, TN", Washington County, TN,4.5,"$69,212"
"Mount Olive, AL", Jefferson County, AL,8.1,"$69,212"
"Lebanon, OH", Warren County, OH,10.3,"$69,212"
"Clifton, VA",,,,"$69,212"
"Little Silver, NJ", Monmouth County, NJ,6.7,"$69,212"
"Covington, VA", Alleghany County, VA,14.8,"$69,212"
"Damascus, MD", Montgomery County, MD,24.1,"$69,212"
"Lenexa, KS", Johnson County, KS,10.3,"$69,212"
"Chesterfield, MO", Saint Louis County, MO,,"$69,212"
"Valrico, FL", Hillsborough County, FL,7.4,"$69,212"
"Carl Junction, MO", Jasper County, MO,19.2,"$69,212"
"Andrews, NC", Cherokee County, NC,17.4,"$69,212"
"Lincolnton, NC", Lincoln County, NC,7.9,"$69,212"
"Iowa, LA",,,,"$69,212"
"Carencro, LA", Lafayette Parish, LA,15.3,"$69,212"
"Leesville, LA", Vernon Parish, LA,17.5,"$69,212"
"Bellville, TX", Austin County, TX,10.2,"$69,212"
"Zion, IL", Lake County, IL,36.5,"$69,212"
"Winnie, TX", Chambers County, TX,8.5,"$69,212"
"Selma, AL", Dallas County, AL,14.2,"$69,212"
"Tuskegee, AL", Macon County, AL,18.1,"$69,212"
"Saint Amant, LA", Ascension Parish, LA,10.8,"$69,212"
"Marion, MA", Plymouth County, MA,6.2,"$69,212"
"Middleburg, FL", Clay County, FL,25.1,"$69,212"
"Dardanelle, AR", Yell County, AR,16.3,"$69,212"
"Fort Smith, AR", Sebastian County, AR,15.6,"$69,212"
"Baytown, TX", Harris County, TX,16.5,"$69,212"
"Cordova, AL", Walker County, AL,26.1,"$69,212"
"New Market, AL", Madison County, AL,10.1,"$69,212"
"Ozark, AL", Jefferson County, AL,8.1,"$69,212"
"Pelham, NY", Westchester County, NY,8.3,"$69,212"
"Clinton, LA",Clinton County, LA,12.3,"$69,212"
"Dadeville, AL", Tallapoosa County, AL,19.7,"$69,212"
"El Cerrito, CA", Contra Costa County, CA,7.8,"$69,212"
"Allendale, SC",Allendale County, SC,37.3,"$69,212"
"Antioch, TN", Loudon County, TN,9.1,"$69,212"
"Binghamton, NY", Broome County, NY,17.3,"$69,212"
"New Castle, DE",New Castle County, DE,11.6,"$69,212"
"Vancouver, BC", Clark County, BC,11.9,"$69,212"
"Perkasie, PA", Bucks County, PA,5.7,"$69,212"
"Haddonfield, NJ", Camden County, NJ,8.3,"$69,212"
"Waynesboro, TN", Wayne County, TN,20.9,"$69,212"
"Brandon, FL", Hillsborough County, FL,7.4,"$69,212"
"Forest, IN", Wallowa County, IN,14.5,"$69,212"
"Mount Vernon, IA", Linn County, IA,12.7,"$69,212"
"Bridgeport, TX", Wise County, TX,25.4,"$69,212"
