Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries
University of Utah,230764,2012,Football Bowl Subdivision,Pacific-12 Conference,"$45,702,404 ",$0 ,"$6,224,962 ","$695,965 ","$1,134,899 ","$1,145,742 ","$6,192,448 ","$4,579,741 ","$10,054,807 ","$7,797,109 ","$7,876,731 ","$42,690,439 ","$2,527,538 ","$3,247,505 ","$8,740,765 ","$396,668 ","$5,542,812 ","$11,799,890 ","$4,149,663 ","$6,285,597 ","$10,435,260 ","$16,425,901 ","$4,909,815 "
University of Utah,230764,2013,Football Bowl Subdivision,Pacific-12 Conference,"$51,018,802 ",$0 ,"$8,311,407 ","$932,296 ","$1,135,140 ","$1,219,883 ","$6,230,569 ","$4,932,139 ","$10,420,938 ","$9,559,017 ","$8,277,414 ","$48,273,285 ","$3,399,337 ","$3,453,294 ","$7,683,214 ","$21,469 ","$10,763,118 ","$12,403,471 ","$4,310,977 ","$6,238,406 ","$10,549,383 ","$16,144,740 ","$4,987,685 "
University of Utah,230764,2014,Football Bowl Subdivision,Pacific-12 Conference,"$51,229,805 ",$0 ,"$7,769,707 ","$1,007,424 ","$923,604 ","$1,078,247 ","$5,870,732 ","$4,356,923 ","$11,469,956 ","$10,547,926 ","$8,205,285 ","$57,250,564 ","$2,802,916 ","$3,438,464 ","$10,105,564 ","$285,728 ","$16,751,492 ","$13,868,028 ","$3,831,169 ","$6,167,202 ","$9,998,371 ","$16,284,002 ","$5,716,777 "
University of Utah,230764,2015,Football Bowl Subdivision,Pacific-12 Conference,"$59,474,992 ",$0 ,"$8,524,352 ","$1,030,061 ","$1,842,196 ","$1,153,584 ","$7,010,882 ","$6,922,478 ","$13,517,617 ","$10,696,498 ","$8,777,324 ","$63,229,304 ","$3,353,840 ","$3,806,607 ","$8,079,149 ","$1,196,288 ","$24,616,732 ","$13,265,729 ","$2,910,184 ","$6,000,774 ","$8,910,958 ","$19,055,019 ","$5,913,601 "
University of Utah,230764,2016,Football Bowl Subdivision,Pacific-12 Conference,"$78,051,971 ",$0 ,"$12,712,422 ","$929,368 ","$1,731,777 ","$1,595,398 ","$9,679,783 ","$13,250,701 ","$15,425,501 ","$12,043,784 ","$10,683,237 ","$79,447,512 ","$3,357,119 ","$5,400,513 ","$8,549,247 ","$446,979 ","$32,796,954 ","$16,976,245 ","$5,835,686 ","$6,084,769 ","$11,920,455 ","$24,727,560 ","$6,781,096 "
University of Utah,230764,2017,Football Bowl Subdivision,Pacific-12 Conference,"$81,620,307 ",$0 ,"$13,146,275 ","$1,205,884 ","$1,376,128 ","$1,878,142 ","$9,825,811 ","$12,495,897 ","$17,286,516 ","$13,717,436 ","$10,688,218 ","$83,672,639 ","$4,197,819 ","$5,544,140 ","$9,031,413 ","$369,046 ","$35,011,216 ","$17,097,290 ","$6,364,677 ","$6,057,038 ","$12,421,715 ","$26,761,391 ","$7,565,305 "
University of Utah,230764,2018,Football Bowl Subdivision,Pacific-12 Conference,"$87,578,834 ",$0 ,"$15,425,441 ","$1,092,534 ","$1,549,419 ","$1,964,161 ","$9,942,324 ","$13,427,178 ","$19,170,085 ","$14,113,610 ","$10,894,082 ","$91,386,593 ","$4,146,103 ","$9,927,600 ","$9,638,735 ","$539,436 ","$36,030,558 ","$18,730,043 ","$6,417,276 ","$5,956,842 ","$12,374,118 ","$29,808,363 ","$9,088,760 "
University of Vermont,231174,2005,No Football Subdivision,,"$13,941,522 ",$0 ,"$1,533,849 ",$0 ,"$38,013 ","$309,540 ","$2,117,638 ","$1,585,158 ","$2,835,977 ","$1,904,770 ","$3,616,577 ","$13,975,446 ","$1,201,144 ","$529,294 ","$1,536,728 ","$141,049 ","$747,470 ","$1,344,416 ","$6,736,815 ","$1,738,529 ","$8,475,344 ",,
University of Vermont,231174,2006,No Football Subdivision,,"$13,892,716 ",$0 ,"$1,513,799 ","$35,307 ","$68,001 ","$241,497 ","$1,757,118 ","$1,428,440 ","$2,933,265 ","$1,907,687 ","$4,007,602 ","$13,903,441 ","$1,046,823 ","$572,170 ","$853,146 ","$151,201 ","$520,216 ","$1,547,316 ","$7,420,531 ","$1,792,037 ","$9,212,568 ",,
University of Vermont,231174,2007,No Football Subdivision,,"$15,109,634 ",$0 ,"$1,662,273 ","$30,771 ","$61,087 ","$311,510 ","$1,917,211 ","$1,516,356 ","$3,216,125 ","$1,957,123 ","$4,437,180 ","$14,865,318 ","$1,342,602 ","$621,203 ","$899,590 ","$210,094 ","$521,479 ","$1,499,531 ","$7,672,524 ","$2,098,295 ","$9,770,819 ",,
University of Vermont,231174,2008,No Football Subdivision,,"$15,292,670 ",$0 ,"$1,471,956 ","$29,289 ","$44,674 ","$317,749 ","$2,142,026 ","$706,881 ","$3,451,825 ","$2,384,464 ","$4,743,805 ","$14,718,254 ","$1,141,351 ","$728,889 ","$863,535 ","$174,228 ","$497,446 ","$1,795,772 ","$7,430,862 ","$2,086,171 ","$9,517,033 ",,
University of Vermont,231174,2009,No Football Subdivision,,"$16,507,609 ",$0 ,"$1,352,563 ","$46,450 ","$62,983 ","$214,423 ","$2,039,342 ","$1,079,793 ","$3,718,511 ","$2,374,464 ","$5,619,079 ","$16,104,402 ","$1,243,029 ","$681,991 ","$768,690 ","$206,404 ","$725,079 ","$1,727,408 ","$8,212,225 ","$2,539,575 ","$10,751,800 ",,
University of Vermont,231174,2010,No Football Subdivision,,"$17,600,953 ",$0 ,"$1,075,566 ","$114,676 ","$65,155 ","$245,795 ","$1,756,596 ","$2,487,704 ","$3,352,397 ","$2,746,239 ","$5,756,826 ","$17,537,397 ","$1,140,515 ","$707,076 ","$677,869 ","$171,705 ","$868,681 ","$1,589,881 ","$9,706,937 ","$2,674,734 ","$12,381,671 ",,
University of Vermont,231174,2011,No Football Subdivision,,"$18,182,708 ",$0 ,"$981,672 ","$113,265 ","$100,609 ","$248,531 ","$1,725,939 ","$2,746,795 ","$3,480,992 ","$2,826,153 ","$5,958,752 ","$17,788,704 ","$958,063 ","$739,948 ","$651,690 ","$142,443 ","$894,379 ","$1,627,704 ","$10,093,200 ","$2,681,278 ","$12,774,477 ",,
University of Vermont,231174,2012,No Football Subdivision,,"$18,764,076 ",$0 ,"$1,036,959 ","$134,159 ","$50,711 ","$286,335 ","$1,681,918 ","$2,839,191 ","$3,451,123 ","$2,854,825 ","$6,428,855 ","$17,715,341 ","$746,395 ","$824,464 ","$320,554 ","$182,414 ","$645,567 ","$1,658,467 ","$10,740,637 ","$2,596,842 ","$13,337,478 ",,
University of Vermont,231174,2013,No Football Subdivision,,"$18,907,095 ",$0 ,"$1,001,241 ","$163,306 ","$72,497 ","$289,188 ","$1,654,883 ","$2,660,367 ","$3,417,943 ","$3,146,236 ","$6,501,434 ","$18,688,979 ","$730,901 ","$914,748 ","$1,091,474 ","$230,276 ","$721,312 ","$1,549,192 ","$10,782,722 ","$2,668,353 ","$13,451,075 ",,
University of Vermont,231174,2014,No Football Subdivision,,"$19,334,968 ",$0 ,"$931,780 ","$91,579 ","$64,681 ","$327,926 ","$1,696,207 ","$2,716,355 ","$3,557,966 ","$3,102,713 ","$6,845,761 ","$18,597,868 ","$883,571 ","$953,383 ","$716,919 ","$217,971 ","$666,503 ","$1,581,484 ","$10,989,993 ","$2,588,045 ","$13,578,038 ",,
University of Vermont,231174,2015,No Football Subdivision,,"$20,168,174 ",$0 ,"$914,571 ","$150,448 ","$88,521 ","$339,797 ","$1,883,043 ","$2,971,821 ","$3,616,487 ","$3,155,363 ","$7,048,123 ","$19,147,919 ","$828,713 ","$787,135 ","$770,326 ","$204,548 ","$662,740 ","$1,486,733 ","$11,690,580 ","$2,717,145 ","$14,407,725 ",,
University of Vermont,231174,2016,No Football Subdivision,,"$20,692,943 ",$0 ,"$876,589 ","$190,132 ","$126,131 ","$340,548 ","$2,066,423 ","$2,847,866 ","$3,837,014 ","$3,054,903 ","$7,353,337 ","$19,716,885 ","$678,625 ","$866,765 ","$822,542 ","$302,500 ","$748,708 ","$1,763,625 ","$11,828,101 ","$2,706,019 ","$14,534,120 ",,
University of Vermont,231174,2017,No Football Subdivision,,"$22,060,888 ",$0 ,"$1,268,907 ","$308,668 ","$100,653 ","$313,128 ","$2,128,711 ","$3,192,951 ","$3,988,347 ","$3,077,631 ","$7,681,892 ","$21,889,573 ","$559,904 ","$870,425 ","$805,602 ","$269,000 ","$1,566,016 ","$1,644,307 ","$12,831,134 ","$3,343,185 ","$16,174,319 ",,
University of Vermont,231174,2018,No Football Subdivision,,"$22,195,260 ",$0 ,"$1,031,660 ","$168,735 ","$91,823 ","$290,597 ","$2,292,581 ","$3,507,681 ","$4,180,973 ","$2,971,642 ","$7,659,568 ","$21,734,505 ","$766,294 ","$958,484 ","$753,553 ","$343,750 ","$1,160,039 ","$1,518,298 ","$12,712,336 ","$3,521,751 ","$16,234,087 ",,
University of Virginia,234076,2005,Football Bowl Subdivision,Atlantic Coast Conference,"$73,523,493 ",$0 ,"$7,480,717 ","$1,068,549 ","$2,589,433 ","$1,055,075 ","$7,007,109 ","$20,022,799 ","$8,972,527 ","$15,305,603 ","$10,021,682 ","$77,499,372 ","$3,083,055 ","$2,323,183 ","$34,226,004 ","$1,622,623 ","$12,516,669 ","$13,929,238 ",$0 ,"$9,798,599 ","$9,798,599 ","$20,662,122 ","$3,066,892 "
University of Virginia,234076,2006,Football Bowl Subdivision,Atlantic Coast Conference,"$61,422,704 ",$0 ,"$7,516,891 ","$1,030,170 ","$2,335,625 ","$1,470,534 ","$7,479,362 ","$7,219,901 ","$11,650,378 ","$12,271,550 ","$10,448,293 ","$62,979,158 ","$3,511,592 ","$2,667,576 ","$17,343,206 ","$1,617,260 ","$12,503,352 ","$14,469,484 ",$0 ,"$10,866,688 ","$10,866,688 ","$16,706,289 ","$4,836,773 "
University of Virginia,234076,2007,Football Bowl Subdivision,Atlantic Coast Conference,"$75,069,275 ",$0 ,"$10,844,975 ","$1,169,291 ","$2,410,925 ","$1,287,216 ","$8,946,953 ","$14,360,399 ","$11,455,956 ","$12,419,872 ","$12,173,689 ","$74,163,559 ","$3,543,419 ","$4,458,966 ","$25,396,510 ","$1,798,771 ","$11,754,156 ","$15,802,298 ",$0 ,"$11,409,439 ","$11,409,439 ","$19,846,185 ","$4,342,361 "
University of Virginia,234076,2008,Football Bowl Subdivision,Atlantic Coast Conference,"$73,393,120 ",$0 ,"$10,050,548 ","$1,433,019 ","$2,531,537 ","$1,427,823 ","$10,846,409 ","$11,359,113 ","$11,770,106 ","$13,309,027 ","$10,665,538 ","$71,785,736 ","$3,354,307 ","$3,970,325 ","$21,105,968 ","$1,735,267 ","$12,620,157 ","$16,604,474 ",$0 ,"$12,395,237 ","$12,395,237 ","$20,659,381 ","$4,604,140 "
University of Virginia,234076,2009,Football Bowl Subdivision,Atlantic Coast Conference,"$71,259,101 ",$0 ,"$5,501,008 ","$1,549,339 ","$2,893,014 ","$1,320,790 ","$9,382,579 ","$9,092,430 ","$13,739,739 ","$14,481,947 ","$13,298,257 ","$75,112,275 ","$3,012,062 ","$4,294,472 ","$24,112,325 ","$1,697,779 ","$13,282,663 ","$15,429,050 ",$0 ,"$13,283,926 ","$13,283,926 ","$19,271,489 ","$4,986,926 "
University of Virginia,234076,2010,Football Bowl Subdivision,Atlantic Coast Conference,"$78,004,943 ",$0 ,"$8,424,734 ","$1,318,284 ","$1,542,499 ","$973,402 ","$9,007,538 ","$12,152,187 ","$14,310,032 ","$17,415,822 ","$12,860,445 ","$90,080,638 ","$2,849,623 ","$7,670,527 ","$37,396,119 ","$302,684 ","$12,579,331 ","$15,898,092 ",$0 ,"$13,384,262 ","$13,384,262 ","$17,531,115 ","$4,783,389 "
University of Virginia,234076,2011,Football Bowl Subdivision,Atlantic Coast Conference,"$77,250,224 ",$0 ,"$4,519,275 ","$1,396,320 ","$2,035,278 ","$1,198,994 ","$9,031,283 ","$12,710,677 ","$15,013,258 ","$17,805,084 ","$13,540,055 ","$83,693,400 ","$2,979,907 ","$4,150,642 ","$36,814,323 ","$533,494 ","$12,382,045 ","$12,990,649 ",$0 ,"$13,842,340 ","$13,842,340 ","$17,860,922 ","$4,898,802 "
University of Virginia,234076,2012,Football Bowl Subdivision,Atlantic Coast Conference,"$78,859,339 ",$0 ,"$6,628,410 ","$1,507,516 ","$1,835,534 ","$1,308,260 ","$10,218,093 ","$11,654,882 ","$16,347,399 ","$15,934,093 ","$13,425,151 ","$84,501,869 ","$2,833,938 ","$4,033,357 ","$32,099,212 ","$209,071 ","$18,299,039 ","$13,300,560 ",$0 ,"$13,726,692 ","$13,726,692 ","$18,104,547 ","$5,239,670 "
University of Virginia,234076,2013,Football Bowl Subdivision,Atlantic Coast Conference,"$86,750,025 ",$0 ,"$7,647,259 ","$1,807,925 ","$1,909,985 ","$1,220,154 ","$9,948,722 ","$18,029,923 ","$16,902,628 ","$15,354,109 ","$13,929,314 ","$86,957,027 ","$3,788,918 ","$5,812,946 ","$32,204,665 ","$268,899 ","$17,897,152 ","$13,468,052 ",$0 ,"$13,516,390 ","$13,516,390 ","$22,104,525 ","$5,832,631 "
University of Virginia,234076,2014,Football Bowl Subdivision,Atlantic Coast Conference,"$88,634,078 ",$0 ,"$9,330,006 ","$1,206,554 ","$2,220,513 ","$1,232,686 ","$10,094,962 ","$16,592,726 ","$18,339,514 ","$15,101,404 ","$14,515,712 ","$84,854,432 ","$5,874,875 ","$4,798,674 ","$25,472,888 ","$9,631 ","$19,187,440 ","$16,092,229 ",$0 ,"$13,418,694 ","$13,418,694 ","$22,770,164 ","$6,111,067 "
University of Virginia,234076,2015,Football Bowl Subdivision,Atlantic Coast Conference,"$92,498,330 ",$0 ,"$6,074,548 ","$1,421,320 ","$1,917,388 ","$1,263,341 ","$9,860,904 ","$21,133,363 ","$20,549,078 ","$14,872,840 ","$15,405,549 ","$92,408,052 ","$5,752,887 ","$5,188,079 ","$28,112,373 ","$317,961 ","$26,788,874 ","$12,521,432 ",$0 ,"$13,726,444 ","$13,726,444 ","$18,399,714 ","$7,396,218 "
University of Virginia,234076,2016,Football Bowl Subdivision,Atlantic Coast Conference,"$99,801,739 ",$0 ,"$7,154,231 ","$1,310,498 ","$991,200 ","$1,536,867 ","$10,582,974 ","$22,893,967 ","$20,112,176 ","$18,007,775 ","$17,212,051 ","$103,272,319 ","$4,305,675 ","$14,369,930 ","$31,556,907 ","$515,700 ","$24,180,624 ","$14,612,987 ",$0 ,"$13,730,496 ","$13,730,496 ","$20,443,566 ","$6,604,313 "
University of Virginia,234076,2017,Football Bowl Subdivision,Atlantic Coast Conference,"$100,324,517 ",$0 ,"$6,464,820 ","$1,405,448 ","$1,773,000 ","$1,588,067 ","$10,189,463 ","$21,134,305 ","$21,464,522 ","$18,449,553 ","$17,855,339 ","$92,865,175 ","$5,146,366 ","$8,475,542 ","$26,127,871 ","$644,432 ","$26,189,197 ","$12,339,296 ",$0 ,"$13,942,471 ","$13,942,471 ","$22,283,693 ","$7,891,104 "
University of Virginia,234076,2018,Football Bowl Subdivision,Atlantic Coast Conference,"$106,926,915 ",$0 ,"$7,894,858 ","$1,576,317 ","$1,694,500 ","$1,740,460 ","$12,779,112 ","$21,015,534 ","$22,518,057 ","$18,746,831 ","$18,961,246 ","$106,581,570 ","$6,505,539 ","$9,457,752 ","$27,594,417 ","$265,000 ","$32,301,342 ","$13,885,527 ","$2,340,634 ","$14,231,359 ","$16,571,993 ","$22,712,557 ","$7,484,293 "
University of Washington,236948,2005,Football Bowl Subdivision,Pacific-12 Conference,"$55,823,829 ",$0 ,"$7,892,059 ","$599,540 ","$2,497,100 ","$823,910 ","$7,070,687 ","$5,172,117 ","$9,608,682 ","$14,264,130 ","$7,895,604 ","$53,088,906 ","$5,404,833 ","$3,357,149 ","$12,290,344 ","$1,498,432 ","$12,015,881 ","$16,727,761 ","$1,794,506 ",$0 ,"$1,794,506 ","$16,469,105 ","$3,436,399 "
University of Washington,236948,2006,Football Bowl Subdivision,Pacific-12 Conference,"$58,350,589 ",$0 ,"$8,198,979 ","$651,754 ","$3,734,342 ","$999,975 ","$7,436,145 ","$5,524,087 ","$11,175,575 ","$12,443,125 ","$8,186,607 ","$62,435,200 ","$6,158,496 ","$3,940,167 ","$13,886,915 ","$1,398,550 ","$12,828,744 ","$22,335,734 ","$1,886,594 ",$0 ,"$1,886,594 ","$18,004,566 ","$4,438,137 "
University of Washington,236948,2007,Football Bowl Subdivision,Pacific-12 Conference,"$58,797,597 ",$0 ,"$8,738,401 ","$606,776 ","$2,744,487 ","$1,082,264 ","$8,015,318 ","$5,615,057 ","$11,499,990 ","$12,159,289 ","$8,336,015 ","$69,045,475 ","$8,151,771 ","$7,011,276 ","$20,128,330 ","$1,747,602 ","$10,779,223 ","$19,254,498 ","$1,972,775 ",$0 ,"$1,972,775 ","$15,934,306 ","$4,304,928 "
University of Washington,236948,2008,Football Bowl Subdivision,Pacific-12 Conference,"$63,909,021 ",$0 ,"$10,035,705 ","$615,248 ","$3,880,962 ","$1,034,870 ","$9,149,356 ","$5,436,213 ","$11,223,327 ","$13,944,851 ","$8,588,488 ","$67,697,305 ","$5,231,089 ","$7,345,594 ","$14,137,564 ","$1,794,061 ","$11,981,623 ","$25,145,215 ","$2,062,158 ",$0 ,"$2,062,158 ","$19,176,438 ","$4,319,815 "
University of Washington,236948,2009,Football Bowl Subdivision,Pacific-12 Conference,"$67,767,431 ",$0 ,"$10,873,228 ","$707,705 ","$2,579,808 ","$1,026,334 ","$9,121,495 ","$6,017,327 ","$12,382,580 ","$15,829,521 ","$9,229,433 ","$60,433,184 ","-$697,304 ","$7,271,125 ","$13,970,855 ","$1,472,853 ","$12,308,756 ","$23,873,105 ","$2,233,793 ",$0 ,"$2,233,793 ","$20,732,087 ","$5,187,883 "
University of Washington,236948,2010,Football Bowl Subdivision,Pacific-12 Conference,"$67,845,963 ",$0 ,"$10,255,324 ","$808,611 ","$4,063,258 ","$950,660 ","$8,596,414 ","$6,807,447 ","$13,036,953 ","$14,308,208 ","$9,019,088 ","$70,480,760 ","$4,395,623 ","$9,018,037 ","$17,315,788 ","$1,356,914 ","$12,192,564 ","$23,799,606 ","$2,402,229 ",$0 ,"$2,402,229 ","$21,141,187 ","$5,321,604 "
University of Washington,236948,2011,Football Bowl Subdivision,Pacific-12 Conference,"$72,449,308 ",$0 ,"$13,484,420 ","$667,507 ","$2,087,002 ","$1,162,570 ","$9,702,011 ","$6,724,197 ","$14,263,814 ","$15,053,286 ","$9,304,501 ","$74,935,923 ","$7,083,789 ","$10,395,566 ","$16,901,306 ","$1,599,497 ","$14,421,566 ","$21,910,497 ","$2,623,703 ",$0 ,"$2,623,703 ","$22,733,630 ","$6,096,109 "
University of Washington,236948,2012,Football Bowl Subdivision,Pacific-12 Conference,"$77,182,374 ",$0 ,"$13,336,135 ","$927,771 ","$3,252,288 ","$1,471,886 ","$9,896,876 ","$6,629,690 ","$15,228,049 ","$16,050,389 ","$10,389,289 ","$86,340,876 ","$5,304,354 ","$10,314,652 ","$24,566,999 ","$1,156,437 ","$18,082,389 ","$23,711,508 ","$3,204,536 ",$0 ,"$3,204,536 ","$26,519,458 ","$6,824,664 "
University of Washington,236948,2013,Football Bowl Subdivision,Pacific-12 Conference,"$78,516,302 ",$0 ,"$13,721,154 ","$881,346 ","$1,987,639 ","$1,511,323 ","$10,764,712 ","$6,870,082 ","$16,349,671 ","$15,376,091 ","$11,054,285 ","$87,647,484 ","$3,760,523 ","$8,813,353 ","$27,403,741 ","$602,831 ","$23,132,437 ","$20,497,641 ","$3,436,958 ",$0 ,"$3,436,958 ","$24,521,975 ","$7,176,011 "
University of Washington,236948,2014,Football Bowl Subdivision,Pacific-12 Conference,"$87,286,747 ",$0 ,"$15,374,970 ","$968,679 ","$1,615,233 ","$1,325,530 ","$12,514,324 ","$9,638,376 ","$17,044,813 ","$17,040,136 ","$11,764,687 ","$101,660,696 ","$7,712,731 ","$11,477,921 ","$24,363,208 ","$346,028 ","$25,280,008 ","$28,882,075 ","$3,598,725 ",$0 ,"$3,598,725 ","$29,501,237 ","$7,813,154 "
University of Washington,236948,2015,Football Bowl Subdivision,Pacific-12 Conference,"$105,720,387 ",$0 ,"$13,410,750 ","$1,328,777 ","$2,140,017 ","$1,382,450 ","$12,760,633 ","$27,039,269 ","$16,834,831 ","$19,007,178 ","$11,816,481 ","$104,846,362 ","$9,205,354 ","$12,862,040 ","$23,065,186 ","$455,677 ","$30,249,545 ","$25,064,421 ","$3,944,139 ",$0 ,"$3,944,139 ","$44,751,301 ","$7,829,705 "
University of Washington,236948,2016,Football Bowl Subdivision,Pacific-12 Conference,"$109,560,972 ",$0 ,"$14,018,838 ","$1,154,476 ","$2,112,940 ","$1,474,005 ","$14,198,424 ","$27,195,266 ","$18,178,157 ","$18,202,594 ","$13,026,272 ","$107,154,560 ","$9,867,004 ","$14,655,547 ","$23,186,969 ","$518,000 ","$31,559,435 ","$25,381,191 ","$1,986,414 ",$0 ,"$1,986,414 ","$47,055,472 ","$8,486,493 "
University of Washington,236948,2017,Football Bowl Subdivision,Pacific-12 Conference,"$123,503,513 ",$0 ,"$18,642,130 ","$1,147,359 ","$2,522,500 ","$1,457,560 ","$17,687,212 ","$26,597,446 ","$21,020,478 ","$21,217,089 ","$13,211,739 ","$128,745,183 ","$10,945,905 ","$16,221,036 ","$35,367,278 ","$7,500 ","$35,980,254 ","$26,480,596 ","$3,742,614 ",$0 ,"$3,742,614 ","$37,660,773 ","$10,122,107 "
University of Washington,236948,2018,Football Bowl Subdivision,Pacific-12 Conference,"$126,133,008 ",$0 ,"$17,265,636 ","$1,319,102 ","$2,587,358 ","$1,740,611 ","$17,364,987 ","$28,286,024 ","$22,002,788 ","$22,149,840 ","$13,416,662 ","$130,919,331 ","$10,484,487 ","$16,436,076 ","$34,290,640 ","$498,865 ","$35,969,182 ","$29,405,335 ","$3,834,746 ",$0 ,"$3,834,746 ","$38,744,975 ","$11,182,050 "
University of Wisconsin-Green Bay,240277,2005,No Football Subdivision,,"$6,642,559 ",$0 ,"$764,403 ","$21,430 ","$130,840 ","$128,728 ","$1,018,744 ","$147,158 ","$1,473,065 ","$800,381 ","$2,157,809 ","$6,660,097 ","$271,395 ","$207,297 ","$578,181 ","$55,304 ","$413,088 ","$894,666 ","$3,206,979 ","$1,033,186 ","$4,240,165 ",,
University of Wisconsin-Green Bay,240277,2006,No Football Subdivision,,,,,,,,,,,,,,,,,,,,,,,,
University of Wisconsin-Green Bay,240277,2007,No Football Subdivision,,"$6,709,907 ",$0 ,"$760,431 ","$10,714 ","$107,926 ","$104,510 ","$1,115,345 ","$125,034 ","$1,563,689 ","$883,433 ","$2,038,825 ","$6,748,068 ","$363,846 ","$212,538 ","$746,326 ","$115,754 ","$412,125 ","$869,792 ","$2,944,237 ","$1,083,449 ","$4,027,686 ",,
University of Wisconsin-Green Bay,240277,2008,No Football Subdivision,,"$6,786,816 ",$0 ,"$930,829 ","$13,982 ","$25,724 ","$121,727 ","$1,001,234 ","$166,520 ","$1,442,334 ","$997,691 ","$2,086,774 ","$6,806,011 ","$440,237 ","$209,632 ","$834,893 ","$56,295 ","$344,485 ","$824,375 ","$3,010,966 ","$1,085,129 ","$4,096,094 ",,
University of Wisconsin-Green Bay,240277,2009,No Football Subdivision,,"$7,403,705 ",$0 ,"$821,569 ","$53,511 ","$73,840 ","$119,030 ","$1,120,352 ","$511,996 ","$1,519,197 ","$965,015 ","$2,219,196 ","$7,380,546 ","$434,607 ","$197,353 ","$764,965 ","$56,054 ","$448,060 ","$811,864 ","$3,526,454 ","$1,141,191 ","$4,667,645 ",,
University of Wisconsin-Green Bay,240277,2010,No Football Subdivision,,"$7,671,073 ",$0 ,"$842,402 ","$28,315 ","$35,805 ","$131,541 ","$1,257,801 ","$534,395 ","$1,445,533 ","$975,058 ","$2,420,223 ","$7,640,434 ","$418,612 ","$200,092 ","$756,779 ","$58,336 ","$620,246 ","$842,564 ","$3,568,381 ","$1,175,423 ","$4,743,804 ",,
University of Wisconsin-Green Bay,240277,2011,No Football Subdivision,,"$7,930,414 ",$0 ,"$1,021,007 ","$30,787 ","$17,381 ","$121,567 ","$1,169,889 ","$514,496 ","$1,590,058 ","$1,028,205 ","$2,437,026 ","$7,896,170 ","$449,256 ","$295,273 ","$872,055 ","$96,029 ","$612,442 ","$638,004 ","$3,730,753 ","$1,202,357 ","$4,933,110 ",,
University of Wisconsin-Green Bay,240277,2012,No Football Subdivision,,"$8,203,908 ",$0 ,"$1,204,838 ","$55,983 ","$39,229 ","$118,730 ","$1,193,025 ","$565,478 ","$1,656,385 ","$916,191 ","$2,454,050 ","$8,260,976 ","$501,390 ","$397,704 ","$976,224 ","$127,951 ","$532,717 ","$634,196 ","$3,877,829 ","$1,212,966 ","$5,090,796 ",,
University of Wisconsin-Green Bay,240277,2013,No Football Subdivision,,"$8,319,734 ",$0 ,"$1,115,210 ","$225,093 ","$19,764 ","$116,032 ","$1,211,348 ","$517,247 ","$1,613,550 ","$943,817 ","$2,557,672 ","$8,444,934 ","$370,878 ","$295,351 ","$1,311,429 ","$64,907 ","$712,271 ","$639,625 ","$3,770,500 ","$1,279,975 ","$5,050,475 ",,
University of Wisconsin-Green Bay,240277,2014,No Football Subdivision,,"$8,976,319 ",$0 ,"$1,363,200 ","$294,260 ","$70,773 ","$101,306 ","$1,387,340 ","$743,738 ","$1,552,094 ","$913,983 ","$2,549,625 ","$8,945,323 ","$299,573 ","$726,680 ","$1,141,149 ","$96,820 ","$635,773 ","$978,332 ","$3,744,477 ","$1,322,519 ","$5,066,996 ",,
University of Wisconsin-Green Bay,240277,2015,No Football Subdivision,,"$8,624,379 ",$0 ,"$820,484 ","$319,646 ","$17,985 ","$106,607 ","$1,203,894 ","$868,101 ","$1,720,399 ","$1,044,959 ","$2,522,304 ","$8,747,571 ","$421,709 ","$235,207 ","$1,371,033 ","$194,726 ","$494,656 ","$757,335 ","$3,951,952 ","$1,320,952 ","$5,272,904 ",,
University of Wisconsin-Green Bay,240277,2016,No Football Subdivision,,"$9,205,556 ",$0 ,"$844,594 ","$391,623 ","$25,150 ","$120,016 ","$1,232,020 ","$1,107,073 ","$1,741,295 ","$1,114,684 ","$2,629,101 ","$9,031,105 ","$348,271 ","$673,064 ","$1,438,584 ","$260,300 ","$557,042 ","$721,062 ","$3,789,342 ","$1,243,440 ","$5,032,782 ",,
University of Wisconsin-Green Bay,240277,2017,No Football Subdivision,,"$8,982,031 ",$0 ,"$733,233 ","$414,474 ","$35,740 ","$140,374 ","$1,098,761 ","$1,317,457 ","$1,804,933 ","$975,395 ","$2,461,664 ","$9,390,830 ","$221,638 ","$723,932 ","$1,514,636 ","$238,200 ","$1,104,668 ","$639,748 ","$3,643,513 ","$1,304,495 ","$4,948,008 ",,
University of Wisconsin-Green Bay,240277,2018,No Football Subdivision,,"$9,234,942 ",$0 ,"$753,131 ","$487,700 ","$97,948 ","$163,122 ","$1,281,822 ","$1,139,483 ","$1,857,467 ","$924,876 ","$2,529,393 ","$10,728,044 ","$263,158 ","$530,253 ","$2,976,587 ","$209,000 ","$547,140 ","$619,655 ","$4,127,756 ","$1,454,495 ","$5,582,251 ",,
