Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries
University of Wisconsin-Madison,240444,2005,Football Bowl Subdivision,Big Ten Conference,"$93,056,271 ",$0 ,"$12,860,806 ","$1,571,969 ","$1,328,019 ","$755,107 ","$13,630,594 ","$24,204,870 ","$11,507,130 ","$17,529,060 ","$9,668,716 ","$93,173,647 ","$14,549,405 ","$2,145,634 ","$24,910,437 ","$319,532 ","$18,647,818 ","$25,898,009 ","$6,702,812 ",$0 ,"$6,702,812 ","$27,029,897 ","$4,650,742 "
University of Wisconsin-Madison,240444,2006,Football Bowl Subdivision,Big Ten Conference,"$93,870,201 ",$0 ,"$10,894,814 ","$1,741,889 ","$1,118,536 ","$803,327 ","$13,914,675 ","$26,495,777 ","$11,786,720 ","$17,921,940 ","$9,192,522 ","$93,992,693 ","$15,669,910 ","$2,904,531 ","$22,747,895 ","$666,714 ","$19,538,236 ","$25,642,573 ","$6,822,835 ",$0 ,"$6,822,835 ","$27,256,239 ","$7,436,858 "
University of Wisconsin-Madison,240444,2007,Football Bowl Subdivision,Big Ten Conference,"$96,231,683 ",$0 ,"$10,776,321 ","$1,802,328 ","$2,503,875 ","$864,759 ","$14,527,548 ","$23,803,162 ","$12,768,404 ","$19,701,490 ","$9,483,796 ","$97,594,964 ","$17,343,022 ","$3,891,408 ","$15,915,861 ","$173,631 ","$23,861,084 ","$29,432,368 ","$6,977,591 ",$0 ,"$6,977,591 ",,"$3,815,513 "
University of Wisconsin-Madison,240444,2008,Football Bowl Subdivision,Big Ten Conference,"$103,680,248 ",$0 ,"$8,152,862 ","$1,875,004 ","$2,847,683 ","$841,600 ","$16,888,304 ","$28,852,087 ","$14,275,269 ","$20,150,990 ","$9,796,449 ","$106,032,357 ","$17,047,258 ","$3,015,403 ","$20,931,876 ","$367,866 ","$28,775,444 ","$30,027,758 ","$5,866,753 ",$0 ,"$5,866,753 ","$25,533,316 ","$7,209,403 "
University of Wisconsin-Madison,240444,2009,Football Bowl Subdivision,Big Ten Conference,"$100,285,634 ",$0 ,"$9,612,633 ","$2,158,838 ","$3,250,239 ","$886,910 ","$15,108,261 ","$23,253,227 ","$13,694,992 ","$22,142,261 ","$10,178,273 ","$102,705,502 ","$16,059,296 ","$3,735,723 ","$18,134,145 ","$391,553 ","$29,307,311 ","$29,127,415 ","$5,950,059 ",$0 ,"$5,950,059 ","$25,408,308 ","$4,411,260 "
University of Wisconsin-Madison,240444,2010,Football Bowl Subdivision,Big Ten Conference,"$101,547,085 ",$0 ,"$8,759,021 ","$1,772,752 ","$3,302,477 ","$881,357 ","$15,192,010 ","$23,196,213 ","$16,022,763 ","$22,039,041 ","$10,381,451 ","$105,707,158 ","$16,471,885 ","$3,449,279 ","$21,185,217 ","$445,771 ","$29,794,773 ","$28,322,836 ","$6,037,398 ",$0 ,"$6,037,398 ","$24,260,407 ","$4,404,850 "
University of Wisconsin-Madison,240444,2011,Football Bowl Subdivision,Big Ten Conference,"$102,028,866 ",$0 ,"$8,112,482 ","$2,121,197 ","$3,150,877 ","$816,654 ","$15,892,553 ","$24,106,452 ","$15,095,800 ","$22,448,734 ","$10,284,117 ","$102,738,248 ","$15,622,366 ","$3,468,891 ","$15,910,012 ","$349,972 ","$30,500,061 ","$29,164,200 ","$7,722,746 ",$0 ,"$7,722,746 ","$25,248,033 ","$5,559,887 "
University of Wisconsin-Madison,240444,2012,Football Bowl Subdivision,Big Ten Conference,"$106,913,906 ",$0 ,"$9,242,636 ","$2,620,291 ","$2,487,462 ","$873,376 ","$15,454,170 ","$26,749,452 ","$16,568,840 ","$22,149,649 ","$10,768,029 ","$108,511,035 ","$15,612,251 ","$4,917,207 ","$20,596,903 ","$1,045,355 ","$30,069,114 ","$28,819,486 ","$7,450,719 ",$0 ,"$7,450,719 ","$25,330,311 ","$6,500,068 "
University of Wisconsin-Madison,240444,2013,Football Bowl Subdivision,Big Ten Conference,"$151,097,599 ",$0 ,"$9,788,798 ","$2,877,698 ","$4,108,550 ","$963,186 ","$15,555,929 ","$67,929,745 ","$16,366,543 ","$22,426,967 ","$11,080,182 ","$153,654,937 ","$15,940,421 ","$4,418,892 ","$60,690,631 ","$413,651 ","$35,580,759 ","$28,513,048 ","$8,097,536 ",$0 ,"$8,097,536 ","$32,773,998 ","$6,336,161 "
University of Wisconsin-Madison,240444,2014,Football Bowl Subdivision,Big Ten Conference,"$126,824,698 ",$0 ,"$9,992,692 ","$2,883,714 ","$4,043,826 ","$1,040,944 ","$13,578,413 ","$43,825,265 ","$16,151,746 ","$24,104,312 ","$11,203,786 ","$129,678,272 ","$10,509,778 ","$4,679,995 ","$38,987,977 ","$570,364 ","$38,808,467 ","$27,936,781 ","$8,184,910 ",$0 ,"$8,184,910 ","$31,715,168 ","$5,829,721 "
University of Wisconsin-Madison,240444,2015,Football Bowl Subdivision,Big Ten Conference,"$120,188,499 ",$0 ,"$11,765,135 ","$2,882,714 ","$2,470,935 ","$1,013,493 ","$13,670,244 ","$31,162,506 ","$18,359,143 ","$26,716,461 ","$12,147,869 ","$125,458,588 ","$15,469,403 ","$6,297,427 ","$23,104,221 ","$2,215,558 ","$41,529,825 ","$28,892,861 ","$7,949,294 ",$0 ,"$7,949,294 ","$31,076,424 ","$6,334,798 "
University of Wisconsin-Madison,240444,2016,Football Bowl Subdivision,Big Ten Conference,"$130,433,373 ",$0 ,"$12,720,222 ","$2,377,736 ","$3,980,800 ","$1,128,310 ","$15,227,945 ","$33,889,374 ","$17,530,861 ","$28,984,356 ","$14,593,769 ","$132,788,726 ","$18,677,662 ","$7,728,295 ","$21,499,693 ","$4,128,000 ","$46,990,102 ","$30,959,974 ","$2,805,000 ",$0 ,"$2,805,000 ","$30,731,315 ","$6,039,836 "
University of Wisconsin-Madison,240444,2017,Football Bowl Subdivision,Big Ten Conference,"$142,930,591 ",$0 ,"$14,936,457 ","$2,789,687 ","$3,107,332 ","$1,076,283 ","$16,760,592 ","$37,656,988 ","$18,437,364 ","$31,841,268 ","$16,324,620 ","$143,420,668 ","$16,992,199 ","$13,763,465 ","$24,110,895 ","$3,071,165 ","$53,866,756 ","$28,773,188 ","$2,843,000 ",$0 ,"$2,843,000 ","$33,147,288 ","$6,778,138 "
University of Wisconsin-Madison,240444,2018,Football Bowl Subdivision,Big Ten Conference,"$149,798,158 ",$0 ,"$15,139,621 ","$2,369,548 ","$3,283,944 ","$1,224,327 ","$15,793,588 ","$39,111,924 ","$22,084,888 ","$33,582,388 ","$17,207,930 ","$151,966,795 ","$18,907,185 ","$13,185,627 ","$15,478,578 ","$448,765 ","$68,473,460 ","$32,506,180 ","$2,967,000 ",$0 ,"$2,967,000 ","$38,285,426 ","$9,530,592 "
University of Wisconsin-Milwaukee,240453,2005,No Football Subdivision,,"$11,042,799 ",$0 ,"$1,788,058 ","$131,935 ","$78,715 ","$128,388 ","$1,227,435 ","$1,311,472 ","$2,269,966 ","$1,452,263 ","$2,654,567 ","$11,088,876 ","$281,634 ","$856,073 ","$636,181 ","$215,205 ","$574,418 ","$523,755 ","$3,775,287 ","$4,226,322 ","$8,001,609 ",,
University of Wisconsin-Milwaukee,240453,2006,No Football Subdivision,,"$11,684,100 ",$0 ,"$2,151,301 ","$90,503 ","$39,408 ","$189,985 ","$1,209,637 ","$1,270,520 ","$2,264,347 ","$1,806,538 ","$2,661,861 ","$11,262,755 ","$549,800 ","$1,483,502 ","$769,332 ","$79,952 ","$403,829 ","$529,596 ","$3,393,789 ","$4,052,955 ","$7,446,744 ",,
University of Wisconsin-Milwaukee,240453,2007,No Football Subdivision,,"$12,152,154 ",$0 ,"$2,122,091 ","$43,407 ","$201,991 ","$122,747 ","$1,339,680 ","$1,470,872 ","$2,243,746 ","$1,775,749 ","$2,831,872 ","$9,867,870 ","$354,175 ","$701,070 ","$655,043 ","$92,441 ","$386,086 ","$402,700 ","$3,106,734 ","$4,169,622 ","$7,276,355 ",,
University of Wisconsin-Milwaukee,240453,2008,No Football Subdivision,,"$11,009,229 ",$0 ,"$1,379,777 ","$85,855 ","$17,279 ","$139,158 ","$1,093,315 ","$1,108,953 ","$2,243,722 ","$2,075,789 ","$2,865,381 ","$9,507,644 ","$173,829 ","$439,610 ","$524,717 ","$87,842 ","$402,255 ","$460,461 ","$3,085,182 ","$4,333,748 ","$7,418,930 ",,
University of Wisconsin-Milwaukee,240453,2009,No Football Subdivision,,"$11,453,303 ",$0 ,"$1,220,571 ","$99,739 ","$21,256 ","$149,867 ","$1,058,156 ","$1,280,135 ","$2,312,760 ","$2,436,353 ","$2,874,467 ","$9,594,187 ","$117,081 ","$450,540 ","$598,225 ","$171,724 ","$349,496 ","$312,758 ","$3,130,162 ","$4,464,201 ","$7,594,363 ",,
University of Wisconsin-Milwaukee,240453,2010,No Football Subdivision,,"$12,270,933 ",$0 ,"$1,547,538 ","$184,509 ","$20,362 ","$138,448 ","$1,270,969 ","$1,071,901 ","$2,488,759 ","$2,383,064 ","$3,165,383 ","$10,617,994 ","$279,624 ","$820,249 ","$480,356 ","$98,080 ","$527,363 ","$268,212 ","$3,412,939 ","$4,731,171 ","$8,144,110 ",,
University of Wisconsin-Milwaukee,240453,2011,No Football Subdivision,,"$12,488,075 ",$0 ,"$1,367,246 ","$71,393 ","$4,268 ","$152,406 ","$1,293,182 ","$1,709,729 ","$2,433,796 ","$2,280,378 ","$3,175,676 ","$11,864,006 ","$220,422 ","$651,266 ","$469,384 ","$171,928 ","$704,425 ","$295,462 ","$4,786,289 ","$4,564,830 ","$9,351,119 ",,
University of Wisconsin-Milwaukee,240453,2012,No Football Subdivision,,"$12,813,682 ",$0 ,"$1,299,179 ","$71,060 ","$42,910 ","$145,936 ","$1,115,276 ","$1,672,487 ","$2,363,320 ","$2,701,182 ","$3,402,334 ","$11,482,085 ","$64,773 ","$802,222 ","$342,499 ","$157,587 ","$393,919 ","$385,485 ","$4,486,765 ","$4,848,834 ","$9,335,599 ",,
University of Wisconsin-Milwaukee,240453,2013,No Football Subdivision,,"$13,828,116 ",$0 ,"$1,241,141 ","$88,754 ","$44,187 ","$143,446 ","$1,081,938 ","$2,080,078 ","$2,471,333 ","$2,823,772 ","$3,853,467 ","$13,680,148 ","$242,301 ","$694,380 ","$607,488 ","$186,735 ","$570,052 ","$228,333 ","$4,675,913 ","$6,474,945 ","$11,150,859 ",,
University of Wisconsin-Milwaukee,240453,2014,No Football Subdivision,,"$13,144,535 ",$0 ,"$1,232,397 ","$89,697 ","$13,687 ","$163,527 ","$1,185,792 ","$1,413,661 ","$2,532,954 ","$2,785,780 ","$3,727,040 ","$12,819,685 ","$298,021 ","$790,911 ","$550,030 ","$71,474 ","$587,665 ","$220,285 ","$4,706,077 ","$5,595,222 ","$10,301,299 ",,
University of Wisconsin-Milwaukee,240453,2015,No Football Subdivision,,"$13,079,855 ",$0 ,"$1,123,882 ","$109,194 ","$29,366 ","$134,327 ","$1,248,005 ","$1,421,850 ","$2,454,182 ","$2,733,380 ","$3,825,669 ","$13,890,619 ","$140,183 ","$704,383 ","$679,348 ","$349,880 ","$548,219 ","$314,439 ","$4,266,488 ","$6,887,679 ","$11,154,167 ",,
University of Wisconsin-Milwaukee,240453,2016,No Football Subdivision,,"$13,683,620 ",$0 ,"$1,477,952 ","$186,527 ","$15,400 ","$162,958 ","$1,459,369 ","$1,103,392 ","$2,472,877 ","$2,970,046 ","$3,835,099 ","$13,304,385 ","$87,093 ","$529,118 ","$855,770 ","$303,636 ","$530,304 ","$193,374 ","$4,115,269 ","$6,689,821 ","$10,805,090 ",,
University of Wisconsin-Milwaukee,240453,2017,No Football Subdivision,,"$12,696,879 ",$0 ,"$1,007,703 ","$235,303 ","$19,000 ","$158,125 ","$1,501,493 ","$1,119,285 ","$2,418,661 ","$2,144,841 ","$4,092,468 ","$14,382,462 ","$710,607 ","$628,827 ","$376,166 ","$329,852 ","$1,149,601 ","$172,885 ","$4,367,996 ","$6,646,528 ","$11,014,524 ",,
University of Wisconsin-Milwaukee,240453,2018,No Football Subdivision,,"$13,412,254 ",$0 ,"$1,309,359 ","$236,028 ","$102,300 ","$215,412 ","$1,450,183 ","$1,182,044 ","$2,419,942 ","$2,191,877 ","$4,305,109 ","$13,195,651 ","$31,796 ","$558,102 ","$360,739 ","$313,996 ","$624,190 ","$187,653 ","$4,637,544 ","$6,481,631 ","$11,119,175 ",,
University of Wyoming,240727,2005,Football Bowl Subdivision,Mountain West Conference,"$25,715,748 ",$0 ,"$3,441,181 ","$705,421 ","$783,542 ","$448,638 ","$3,251,179 ","$3,969,069 ","$5,333,274 ","$3,942,439 ","$3,841,004 ","$26,355,220 ","$1,830,656 ","$956,662 ","$1,364,817 ","$507,564 ","$5,158,634 ","$3,463,098 ","$12,016,176 ","$1,057,614 ","$13,073,790 ","$5,244,881 ","$2,230,350 "
University of Wyoming,240727,2006,Football Bowl Subdivision,Mountain West Conference,"$26,540,648 ",$0 ,"$2,821,575 ","$702,761 ","$494,560 ","$548,228 ","$3,824,984 ","$3,918,581 ","$5,530,538 ","$4,662,165 ","$4,037,255 ","$25,224,796 ","$1,748,202 ","$980,364 ","$1,513,318 ","$889,206 ","$3,502,361 ","$3,768,953 ","$11,693,984 ","$1,128,408 ","$12,822,391 ","$4,864,040 ","$2,259,070 "
University of Wyoming,240727,2007,Football Bowl Subdivision,Mountain West Conference,"$27,709,142 ",$0 ,"$2,324,328 ","$719,481 ","$808,969 ","$622,908 ","$4,201,575 ","$3,726,158 ","$6,021,327 ","$4,606,264 ","$4,678,132 ","$27,110,701 ","$2,343,939 ","$1,168,774 ","$1,607,728 ","$476,907 ","$3,619,167 ","$3,956,773 ","$12,846,390 ","$1,091,023 ","$13,937,413 ","$5,211,779 ","$2,493,257 "
University of Wyoming,240727,2008,Football Bowl Subdivision,Mountain West Conference,"$27,731,391 ",$0 ,"$2,589,294 ","$660,431 ","$745,326 ","$547,330 ","$4,113,114 ","$3,430,485 ","$6,041,173 ","$5,157,747 ","$4,446,491 ","$27,364,299 ","$2,175,425 ","$1,275,357 ","$1,703,445 ","$401,308 ","$3,156,104 ","$3,900,875 ","$13,622,686 ","$1,129,099 ","$14,751,785 ","$6,062,826 ","$2,586,015 "
University of Wyoming,240727,2009,Football Bowl Subdivision,Mountain West Conference,"$29,770,566 ",$0 ,"$2,693,234 ","$561,209 ","$1,172,623 ","$619,508 ","$3,611,619 ","$4,131,428 ","$5,760,981 ","$6,393,217 ","$4,826,748 ","$29,684,418 ","$2,885,714 ","$1,317,183 ","$2,502,004 ","$587,549 ","$3,468,917 ","$3,290,395 ","$14,368,617 ","$1,264,039 ","$15,632,656 ","$6,602,786 ","$2,334,051 "
University of Wyoming,240727,2010,Football Bowl Subdivision,Mountain West Conference,"$29,195,110 ",$0 ,"$1,728,055 ","$368,720 ","$1,127,999 ","$585,594 ","$4,341,628 ","$4,516,214 ","$5,693,198 ","$5,731,781 ","$5,101,920 ","$29,695,632 ","$2,302,618 ","$1,381,196 ","$2,110,533 ","$726,442 ","$3,578,053 ","$4,242,563 ","$14,081,250 ","$1,272,978 ","$15,354,228 ","$7,075,661 ","$2,196,392 "
University of Wyoming,240727,2011,Football Bowl Subdivision,Mountain West Conference,"$29,662,709 ",$0 ,"$2,289,034 ","$586,317 ","$995,786 ","$599,926 ","$3,672,237 ","$4,848,235 ","$6,058,287 ","$5,719,449 ","$4,893,437 ","$29,424,302 ","$1,811,991 ","$1,338,447 ","$2,772,470 ","$693,542 ","$4,007,775 ","$3,882,144 ","$13,557,368 ","$1,360,565 ","$14,917,934 ","$6,349,036 ","$2,375,138 "
University of Wyoming,240727,2012,Football Bowl Subdivision,Mountain West Conference,"$31,858,400 ",$0 ,"$2,613,788 ","$598,623 ","$1,052,989 ","$604,693 ","$3,838,825 ","$4,417,262 ","$6,526,651 ","$6,499,181 ","$5,706,388 ","$31,639,629 ","$2,334,403 ","$1,307,246 ","$3,359,035 ","$219,525 ","$3,777,613 ","$4,721,294 ","$14,444,888 ","$1,475,625 ","$15,920,513 ","$7,536,427 ","$2,749,511 "
University of Wyoming,240727,2013,Football Bowl Subdivision,Mountain West Conference,"$30,631,732 ",$0 ,"$2,282,991 ","$568,158 ","$1,099,348 ","$482,529 ","$3,313,826 ","$4,254,655 ","$6,492,659 ","$6,669,168 ","$5,468,397 ","$30,544,326 ","$1,847,152 ","$1,365,984 ","$2,984,260 ","$1,166,773 ","$3,114,833 ","$3,709,411 ","$14,677,567 ","$1,678,347 ","$16,355,913 ","$7,192,712 ","$2,633,789 "
University of Wyoming,240727,2014,Football Bowl Subdivision,Mountain West Conference,"$33,422,480 ",$0 ,"$3,267,748 ","$637,457 ","$828,172 ","$629,119 ","$3,467,992 ","$4,312,246 ","$6,834,339 ","$8,100,003 ","$5,345,404 ","$32,783,161 ","$1,610,784 ","$1,327,325 ","$4,809,588 ","$959,071 ","$3,945,559 ","$3,810,952 ","$14,457,660 ","$1,862,223 ","$16,319,883 ","$7,617,207 ","$2,990,883 "
University of Wyoming,240727,2015,Football Bowl Subdivision,Mountain West Conference,"$33,785,086 ",$0 ,"$4,490,736 ","$817,211 ","$921,108 ","$910,438 ","$4,151,042 ","$1,914,998 ","$7,476,510 ","$7,339,264 ","$5,763,778 ","$35,705,352 ","$1,574,935 ","$1,450,110 ","$6,389,184 ","$1,424,244 ","$5,309,661 ","$3,967,613 ","$13,489,183 ","$2,100,421 ","$15,589,605 ","$8,162,745 ","$3,025,704 "
University of Wyoming,240727,2016,Football Bowl Subdivision,Mountain West Conference,"$37,221,003 ",$0 ,"$4,887,125 ","$852,625 ","$944,430 ","$1,209,746 ","$4,570,113 ","$2,177,695 ","$7,472,335 ","$8,417,144 ","$6,689,790 ","$36,878,369 ","$1,439,498 ","$1,720,116 ","$4,938,631 ","$812,000 ","$4,557,554 ","$3,500,338 ","$17,817,469 ","$2,092,763 ","$19,910,232 ","$9,273,854 ","$2,754,880 "
University of Wyoming,240727,2017,Football Bowl Subdivision,Mountain West Conference,"$38,669,544 ",$0 ,"$5,306,060 ","$853,455 ","$1,494,500 ","$833,477 ","$3,994,455 ","$2,471,347 ","$8,824,845 ","$7,720,291 ","$7,171,114 ","$40,372,222 ","$1,800,519 ","$1,757,820 ","$7,577,090 ","$615,000 ","$5,733,948 ","$4,435,800 ","$16,388,063 ","$2,063,982 ","$18,452,045 ","$10,498,692 ","$3,985,856 "
University of Wyoming,240727,2018,Football Bowl Subdivision,Mountain West Conference,"$43,005,108 ",$0 ,"$8,560,661 ","$889,708 ","$1,392,250 ","$887,366 ","$4,732,003 ","$3,290,384 ","$8,919,809 ","$7,535,308 ","$6,797,619 ","$44,910,641 ","$2,258,204 ","$2,034,259 ","$8,576,862 ","$1,084,200 ","$7,012,474 ","$4,645,671 ","$17,210,736 ","$2,088,235 ","$19,298,971 ","$11,793,724 ","$4,592,016 "
Utah State University,230728,2005,Football Bowl Subdivision,Western Athletic Conference,"$13,475,686 ",$0 ,"$939,865 ","$439,970 ","$362,545 ","$326,783 ","$2,127,712 ","$1,088,497 ","$2,495,253 ","$2,731,287 ","$2,963,773 ","$13,476,303 ","$192,571 ","$873,451 ","$1,211,496 ","$1,758,038 ","$627,941 ","$1,269,457 ","$5,573,599 ","$1,969,750 ","$7,543,349 ","$3,878,938 ","$852,154 "
Utah State University,230728,2006,Football Bowl Subdivision,Western Athletic Conference,"$13,693,507 ",$0 ,"$1,286,877 ","$394,076 ","$303,593 ","$385,433 ","$2,101,340 ","$1,200,076 ","$2,632,922 ","$2,372,934 ","$3,016,255 ","$13,017,146 ","$268,630 ","$1,116,507 ","$1,235,407 ","$873,276 ","$1,324,857 ","$1,310,615 ","$5,064,728 ","$1,823,125 ","$6,887,853 ","$3,420,508 ","$919,780 "
Utah State University,230728,2007,Football Bowl Subdivision,Western Athletic Conference,"$14,689,572 ",$0 ,"$2,849,665 ","$338,174 ","$251,378 ","$290,932 ","$2,371,474 ","$610,031 ","$2,830,392 ","$1,443,985 ","$3,703,542 ","$14,842,147 ","$765,389 ","$766,474 ","$1,135,248 ","$1,157,540 ","$1,706,978 ","$1,429,113 ","$6,039,273 ","$1,842,131 ","$7,881,405 ","$3,870,872 ","$1,065,947 "
Utah State University,230728,2008,Football Bowl Subdivision,Western Athletic Conference,"$16,270,046 ",$0 ,"$1,814,360 ","$371,540 ","$345,571 ","$369,385 ","$2,505,665 ","$1,113,506 ","$3,770,564 ","$2,107,106 ","$3,872,352 ","$15,045,580 ","$598,755 ","$865,688 ","$1,198,432 ","$780,321 ","$1,391,170 ","$1,501,199 ","$6,963,397 ","$1,746,619 ","$8,710,015 ","$4,134,054 ","$1,334,738 "
Utah State University,230728,2009,Football Bowl Subdivision,Western Athletic Conference,"$19,915,384 ",$0 ,"$2,065,214 ","$356,251 ","$437,364 ","$276,279 ","$2,336,913 ","$3,523,150 ","$3,864,080 ","$2,688,632 ","$4,367,500 ","$18,966,403 ","$557,499 ","$854,144 ","$2,326,228 ","$375,331 ","$1,637,408 ","$2,064,623 ","$9,165,179 ","$1,985,990 ","$11,151,169 ","$5,410,378 ","$1,479,710 "
Utah State University,230728,2010,Football Bowl Subdivision,Western Athletic Conference,"$21,291,485 ",$0 ,"$1,764,047 ","$306,942 ","$411,733 ","$342,280 ","$2,537,567 ","$3,905,842 ","$4,694,056 ","$2,863,902 ","$4,465,116 ","$21,134,955 ","$503,494 ","$665,313 ","$1,983,907 ","$801,332 ","$2,052,252 ","$1,618,983 ","$9,436,232 ","$4,073,441 ","$13,509,673 ","$5,562,531 ","$1,684,513 "
Utah State University,230728,2011,Football Bowl Subdivision,Western Athletic Conference,"$21,020,156 ",$0 ,"$1,680,604 ","$379,328 ","$470,061 ","$605,210 ","$2,672,857 ","$3,845,001 ","$4,148,123 ","$2,535,538 ","$4,683,435 ","$24,303,770 ","$459,151 ","$602,830 ","$1,995,064 ","$887,349 ","$2,675,975 ","$2,097,489 ","$11,532,918 ","$4,052,994 ","$15,585,912 ","$5,573,289 ","$1,672,422 "
Utah State University,230728,2012,Football Bowl Subdivision,Western Athletic Conference,"$22,543,894 ",$0 ,"$2,457,384 ","$291,751 ","$521,110 ","$571,902 ","$3,277,452 ","$3,562,696 ","$4,400,486 ","$2,743,985 ","$4,717,129 ","$22,016,476 ","$507,174 ","$436,650 ","$2,177,258 ","$1,059,886 ","$2,176,354 ","$2,289,240 ","$9,229,392 ","$4,140,523 ","$13,369,915 ","$6,149,709 ","$1,743,860 "
Utah State University,230728,2013,Football Bowl Subdivision,Western Athletic Conference,"$25,042,663 ",$0 ,"$2,562,760 ","$483,441 ","$517,862 ","$547,829 ","$3,210,437 ","$5,047,931 ","$5,048,222 ","$2,852,014 ","$4,772,167 ","$24,401,033 ","$928,402 ","$251,613 ","$3,052,205 ","$1,599,484 ","$1,945,442 ","$2,519,554 ","$9,871,942 ","$4,232,391 ","$14,104,333 ","$7,098,505 ","$2,166,519 "
Utah State University,230728,2014,Football Bowl Subdivision,Mountain West Conference,"$26,062,525 ",$0 ,"$2,472,692 ","$404,311 ","$514,968 ","$556,504 ","$3,741,983 ","$4,758,518 ","$5,891,818 ","$3,236,954 ","$4,484,777 ","$25,500,459 ","$911,053 ","$519,302 ","$3,132,245 ","$886,583 ","$3,203,919 ","$2,471,892 ","$10,292,543 ","$4,082,922 ","$14,375,465 ","$7,743,500 ","$2,444,469 "
Utah State University,230728,2015,Football Bowl Subdivision,Mountain West Conference,"$28,644,286 ",$0 ,"$3,332,172 ","$489,374 ","$635,637 ","$483,246 ","$3,283,903 ","$5,731,728 ","$5,937,968 ","$3,875,986 ","$4,874,273 ","$30,715,850 ","$1,170,690 ","$572,998 ","$3,027,347 ","$1,783,216 ","$2,583,955 ","$2,167,795 ","$15,177,267 ","$4,232,582 ","$19,409,850 ","$7,797,720 ","$2,496,210 "
Utah State University,230728,2016,Football Bowl Subdivision,Mountain West Conference,"$32,416,285 ",$0 ,"$3,730,553 ","$540,409 ","$571,769 ","$536,102 ","$3,895,374 ","$7,561,662 ","$6,273,844 ","$3,857,286 ","$5,449,286 ","$32,045,471 ","$1,422,158 ","$783,424 ","$3,037,287 ","$1,120,000 ","$4,127,784 ","$2,329,092 ","$14,892,933 ","$4,332,793 ","$19,225,726 ","$8,720,377 ","$2,968,852 "
Utah State University,230728,2017,Football Bowl Subdivision,Mountain West Conference,"$34,213,406 ",$0 ,"$3,926,252 ","$489,638 ","$829,469 ","$562,031 ","$3,808,708 ","$7,450,919 ","$6,757,698 ","$4,643,918 ","$5,744,773 ","$34,398,296 ","$1,237,544 ","$989,578 ","$4,671,853 ","$1,235,000 ","$5,347,782 ","$2,005,422 ","$13,807,575 ","$5,103,542 ","$18,911,117 ","$10,619,930 ","$3,321,904 "
Utah State University,230728,2018,Football Bowl Subdivision,Mountain West Conference,"$39,075,114 ",$0 ,"$4,071,245 ","$410,719 ","$607,511 ","$592,703 ","$4,629,813 ","$9,860,258 ","$7,716,551 ","$5,029,970 ","$6,156,344 ","$38,712,397 ","$2,317,338 ","$773,126 ","$5,103,077 ","$1,617,191 ","$5,009,122 ","$2,222,560 ","$16,644,723 ","$5,025,260 ","$21,669,983 ","$12,069,847 ","$4,081,738 "
Utah Valley University,230737,2005,No Football Subdivision,,"$4,872,100 ",$0 ,"$355,215 ","$24,213 ","$12,290 ","$34,565 ","$722,510 ","$650,761 ","$1,107,213 ","$943,952 ","$1,021,383 ","$4,860,418 ","$132,748 ","$130,525 ","$260,270 ","$107,161 ","$8,603 ","$52,661 ","$2,371,281 ","$1,797,169 ","$4,168,450 ",,
Utah Valley University,230737,2006,No Football Subdivision,,"$5,610,817 ",$0 ,"$326,957 ","$30,607 ","$13,096 ","$52,098 ","$658,993 ","$871,932 ","$1,308,042 ","$1,139,038 ","$1,210,054 ","$5,358,661 ","$133,883 ","$162,848 ","$336,909 ","$106,493 ","$4,167 ","$31,139 ","$2,629,113 ","$1,954,108 ","$4,583,222 ",,
Utah Valley University,230737,2007,No Football Subdivision,,"$6,295,574 ",$0 ,"$393,852 ","$60,925 ","$16,025 ","$72,680 ","$706,867 ","$1,019,688 ","$1,307,530 ","$1,332,372 ","$1,385,637 ","$6,295,574 ","$103,888 ","$88,925 ","$584,249 ","$133,985 ",$0 ,"$44,723 ","$3,116,642 ","$2,223,162 ","$5,339,804 ",,
