pick,team,year,player,pos,college,weight,height_inches
98,HOU,2006,Owen Daniels,TE,Wisconsin,253,75
300,NA,2006,P.J. Daniels,RB,Georgia Tech,214,70
140,SFO,2006,Parys Haralson,DE,Tennessee,253,73
138,DAL,2006,Pat Watkins,S,Florida State,211,77
300,NA,2006,Paul Pinegar,QB,Fresno State,232,77
166,BAL,2006,Quinn Sypniewski,TE,Colorado,268,78
246,TEN,2006,Quinton Ganther,RB,Utah,218,69
300,NA,2006,Quinton Porter,QB,Boston College,233,77
89,CAR,2006,Rashad Butler,OT,Miami (FL),293,77
127,MIN,2006,Ray Edwards,DE,Purdue,273,77
2,NOR,2006,Reggie Bush,RB,Southern California,201,71
193,CIN,2006,Reggie McNeal,QB,Texas A&M,198,74
58,CAR,2006,Richard Marshall,CB,Fresno State,189,71
135,NOR,2006,Rob Ninkovich,DE,Purdue,260,75
226,MIA,2006,Rodrique Wright,DT,Texas,300,77
43,NOR,2006,Roman Harper,S,Alabama,198,72
300,NA,2006,Ryan Gilbert,RB,Houston,228,70
219,BAL,2006,Ryan LaCasse,DE,Syracuse,257,74
25,PIT,2006,Santonio Holmes,WR,Ohio State,188,71
300,NA,2006,Scott Ware,S,Southern California,218,73
44,NYG,2006,Sinorice Moss,WR,Miami (FL),185,68
300,NA,2006,Sir Henry Anderson,DT,Oregon State,306,76
125,DAL,2006,Skyler Green,WR,LSU,192,69
300,NA,2006,Spencer Havner,ILB,UCLA,242,75
237,CAR,2006,Stanley McClover,DE,Auburn,262,74
300,NA,2006,Stefon Wheeler,OT,Michigan State,339,77
116,TEN,2006,Stephen Tulloch,ILB,North Carolina State,241,71
300,NA,2006,T.J. Jackson,DT,Auburn,304,72
202,TAM,2006,T.J. Williams,TE,North Carolina State,269,74
20,KAN,2006,Tamba Hali,DE,Penn State,275,75
64,MIN,2006,Tarvaris Jackson,QB,Alabama State,226,74
300,NA,2006,Taurean Henderson,RB,Texas Tech,204,69
137,TEN,2006,Terna Nande,OLB,Miami (OH),232,72
300,NA,2006,Terrence Whitehead,RB,Oregon,209,70
38,OAK,2006,Thomas Howard,OLB,Texas-El Paso,239,75
300,NA,2006,Tim Day,TE,Oregon,256,75
151,SDG,2006,Tim Dobbins,ILB,Iowa State,246,73
62,IND,2006,Tim Jennings,CB,Georgia,185,68
244,TAM,2006,Tim Massaquoi,TE,Michigan,259,75
221,STL,2006,Tim McGarigle,ILB,Northwestern,242,73
220,NYJ,2006,Titus Adams,DT,Nebraska,306,75
218,ARI,2006,Todd Watkins,WR,BYU,202,74
61,DEN,2006,Tony Scheffler,TE,Western Michigan,254,77
78,CLE,2006,Travis Wilson,WR,Oklahoma,214,74
300,NA,2006,Trent Bray,ILB,Oregon State,231,73
300,NA,2006,Troy Bienemann,TE,Washington State,256,77
15,STL,2006,Tye Hill,CB,Clemson,185,70
6,SFO,2006,Vernon Davis,TE,Maryland,254,75
113,STL,2006,Victor Adeyanju,DE,Indiana,274,76
3,TEN,2006,Vince Young,QB,Texas,229,77
300,NA,2006,Vincent Meeks,S,Texas Tech,210,71
170,HOU,2006,Wali Lundy,RB,Virginia,214,71
300,NA,2006,Wendell Mathis,RB,Fresno State,210,71
300,NA,2006,Will Derting,ILB,Washington State,247,72
300,NA,2006,William Kershaw,OLB,Maryland,240,75
95,PIT,2006,Willie Reid,WR,Florida State,188,70
210,NOR,2006,Zach Strief,OT,Northwestern,330,80
300,NA,2005,Aaron Francisco,S,BYU,211,74
24,GNB,2005,Aaron Rodgers,QB,California,223,74
300,NA,2005,Abraham Elimimian,CB,Hawaii,190,70
149,CAR,2005,Adam Seward,ILB,UNLV,248,74
300,NA,2005,Adell Duckett,DE,Texas Tech,270,75
300,NA,2005,Adrian McPherson,QB,Florida State,218,75
140,CHI,2005,Airese Currie,WR,Clemson,186,70
300,NA,2005,Albert Means,DT,Memphis,318,76
300,NA,2005,Alex Haynes,RB,Central Florida,223,70
300,NA,2005,Alex Holmes,TE,Southern California,265,74
71,TAM,2005,Alex Smith,TE,Stanford,258,76
1,SFO,2005,Alex Smith,QB,Utah,217,76
82,NOR,2005,Alfred Fincher,ILB,Connecticut,238,73
127,JAX,2005,Alvin Pearman,RB,Virginia,208,69
300,NA,2005,Andre Maddox,S,North Carolina State,205,73
69,OAK,2005,Andrew Walter,QB,Arizona State,233,78
243,IND,2005,Anthony Davis,RB,Wisconsin,200,67
175,OAK,2005,Anttaj Hawthorne,DT,Wisconsin,321,75
300,NA,2005,Atari Bigby,S,Central Florida,214,71
36,TAM,2005,Barrett Ruud,ILB,Nebraska,241,74
184,DET,2005,Bill Swancutt,DE,Oregon State,270,76
249,SFO,2005,Billy Bajema,TE,Oklahoma State,261,77
179,TEN,2005,Bo Scaife,TE,Texas,249,75
300,NA,2005,Bobby Purify,RB,Colorado,210,72
125,GNB,2005,Brady Poppinga,DE,BYU,259,75
300,NA,2005,Brandon Browner,CB,Oregon State,221,75
300,NA,2005,Brandon Jacobs,RB,Southern Illinois,267,76
96,TEN,2005,Brandon Jones,WR,Oklahoma,210,73
3,CLE,2005,Braylon Edwards,WR,Michigan,211,75
300,NA,2005,Brock Berlin,QB,Miami (FL),221,73
34,CLE,2005,Brodney Pool,S,Oklahoma,207,73
300,NA,2005,Bryan Randall,QB,Virginia Tech,225,72
62,PIT,2005,Bryant McFadden,CB,Florida State,193,72
17,BAL,2005,C.J. Mosley,DT,Missouri,314,74
5,TAM,2005,Cadillac Williams,RB,Auburn,217,71
300,NA,2005,Calvin Armstrong,OT,Washington State,325,79
9,WAS,2005,Carlos Rogers,CB,Auburn,196,72
4,CHI,2005,Cedric Benson,RB,Texas,222,70
182,NYJ,2005,Cedric Houston,RB,Tennessee,225,71
300,NA,2005,Cedrick Williams,CB,Kansas State,168,70
185,JAX,2005,Chad Owens,WR,Hawaii,183,67
70,MIA,2005,Channing Crowder,ILB,Florida,252,74
300,NA,2005,Charles Frederick,WR,Washington,194,71
67,CLE,2005,Charlie Frye,QB,Akron,225,76
300,NA,2005,Chase Johnson,OT,TCU,330,80
118,NOR,2005,Chase Lyman,WR,California,217,75
300,NA,2005,Chauncey Stovall,WR,Florida State,221,73
300,NA,2005,Chris Colmer,OT,North Carolina State,310,77
83,CIN,2005,Chris Henry,WR,West Virginia,197,76
300,NA,2005,Chris McKenzie,CB,Arizona State,185,68
300,NA,2005,Chris Rix,QB,Florida State,214,74
300,NA,2005,Chris Spencer,C,Mississippi,309,75
112,MIN,2005,Ciatrick Fason,RB,Florida,207,73
300,NA,2005,Clifford Dukes,DE,Michigan State,268,75
43,NYG,2005,Corey Webster,CB,LSU,199,72
235,SEA,2005,Cornelius Wortham,OLB,Alabama,236,73
68,TEN,2005,Courtney Roby,WR,Indiana,189,72
195,GNB,2005,Craig Bragg,WR,UCLA,196,73
300,NA,2005,Craig Ochs,QB,Montana,218,74
116,KAN,2005,Craphonso Thorpe,WR,Florida State,188,73
145,DET,2005,Dan Orlovsky,QB,Connecticut,225,77
300,NA,2005,Dan Sheldon,WR,Northern Illinois,179,69
192,STL,2005,Dante' Ridgeway,WR,Ball State,212,71
130,SDG,2005,Darren Sproles,RB,Kansas State,187,66
95,ARI,2005,Darryl Blackstock,OLB,Virginia,247,75
215,SFO,2005,Daven Holly,CB,Cincinnati,192,70
85,SEA,2005,David Greene,QB,Georgia,226,75
139,CLE,2005,David McMillan,DE,Kansas,262,75
17,CIN,2005,David Pollack,DE,Georgia,265,74
201,ATL,2005,DeAndra Cobb,RB,Michigan State,196,70
300,NA,2005,DeCori Birmingham,RB,Arkansas,210,70
213,BAL,2005,Derek Anderson,QB,Oregon State,242,78
300,NA,2005,Derrick Johnson,OLB,Texas,242,75
300,NA,2005,Derrick Johnson,CB,Texas,197,71
300,NA,2005,Diamond Ferri,S,Syracuse,223,70
97,DEN,2005,Domonique Foxworth,CB,Maryland,184,71
141,TAM,2005,Donte Nicholson,S,Oklahoma,212,73
80,MIN,2005,Dustin Fox,S,Ohio State,191,71
300,NA,2005,Dustin Long,QB,Sam Houston State,208,74
111,ARI,2005,Elton Brown,OG,Virginia,329,77
300,NA,2005,Eric Coleman,DT,Clemson,288,77
75,ARI,2005,Eric Green,CB,Virginia Tech,198,71
186,NYG,2005,Eric Moore,DE,Florida State,262,76
54,CAR,2005,Eric Shelton,RB,Louisville,246,73
300,NA,2005,Ernest Shazor,S,Michigan,228,76
23,OAK,2005,Fabian Washington,CB,Nebraska,188,70
65,SFO,2005,Frank Gore,RB,Miami (FL),217,69
131,PIT,2005,Fred Gibson,WR,Georgia,196,76
157,JAX,2005,Gerald Sensabaugh,S,North Carolina,214,72
300,NA,2005,Gino Guidugli,QB,Cincinnati,229,76
231,TAM,2005,Hamza Abdullah,S,Washington State,214,74
30,PIT,2005,Heath Miller,TE,Virginia,256,77
44,ARI,2005,J.J. Arrington,RB,California,214,69
300,NA,2005,J.R. Russell,WR,Louisville,206,75
300,NA,2005,Jamaal Brimmer,S,UNLV,216,73
300,NA,2005,Jamar Enzor,OLB,Cincinnati,243,72
300,NA,2005,James Butler,S,Georgia Tech,213,74
300,NA,2005,Jared Allen,QB,Florida Atlantic,218,74
183,WAS,2005,Jared Newberry,OLB,Stanford,234,73
25,WAS,2005,Jason Campbell,QB,Auburn,230,77
300,NA,2005,Jason Harmon,S,Michigan State,209,71
300,NA,2005,Jason White,QB,Oklahoma,223,74
117,STL,2005,Jerome Carter,S,Florida State,220,71
144,STL,2005,Jerome Collins,TE,Notre Dame,267,76
300,NA,2005,Jim Davis,DE,Virginia Tech,277,75
232,NOR,2005,Jimmy Verdon,DE,Arizona State,280,75
198,NYJ,2005,Joel Dreessen,TE,Colorado State,260,76
300,NA,2005,Jonas Crafts,TE,Texas-El Paso,247,75
40,NOR,2005,Josh Bullocks,S,Nebraska,209,72
300,NA,2005,Josh Davis,WR,Marshall,191,72
300,NA,2005,Josh Haldi,QB,Northern Illinois,215,74
189,CAR,2005,Jovan Haye,DE,Vanderbilt,284,74
208,DAL,2005,Justin Beriault,S,Ball State,204,75
300,NA,2005,Justin Green,FB,Montana,251,71
76,DEN,2005,Karl Paymah,CB,Washington State,204,72
300,NA,2005,Kay-Jay Harris,RB,West Virginia,241,72
300,NA,2005,Keith Joseph,FB,Texas A&M,254,74
60,IND,2005,Kelvin Hayden,CB,Illinois,197,70
123,NYJ,2005,Kerry Rhodes,S,Louisville,209,74
42,DAL,2005,Kevin Burnett,OLB,Tennessee,239,75
300,NA,2005,Kevin Dudley,FB,Michigan,238,72
86,BUF,2005,Kevin Everett,TE,Miami (FL),241,77
300,NA,2005,Kevin Huntley,DE,Kansas State,267,79
52,JAX,2005,Khalif Barnes,OT,Washington,305,78
199,KAN,2005,Khari Long,DE,Baylor,257,76
78,OAK,2005,Kirk Morrison,ILB,San Diego State,235,73
106,CHI,2005,Kyle Orton,QB,Purdue,233,76
168,ARI,2005,Lance Mitchell,ILB,Oklahoma,247,74
300,NA,2005,Lance Moore,WR,Toledo,177,69
98,SEA,2005,Leroy Hill,ILB,Clemson,229,73
236,BUF,2005,Lionel Gates,RB,Louisville,222,72
45,SEA,2005,Lofa Tatupu,ILB,Southern California,238,72
251,STL,2005,Madison Hedgecock,FB,North Carolina,266,75
120,WAS,2005,Manuel White,FB,Michigan State,244,74
300,NA,2005,Marcus Johnson,OG,Mississippi,321,78
20,DAL,2005,Marcus Spears,DE,LSU,307,76
109,DAL,2005,Marion Barber,RB,Minnesota,221,71
39,CHI,2005,Mark Bradley,WR,Oklahoma,201,73
22,BAL,2005,Mark Clayton,WR,Oklahoma,193,70
29,IND,2005,Marlin Jackson,CB,Michigan,198,73
300,NA,2005,Marques Harris,OLB,Southern Utah,231,73
300,NA,2005,Marquis Weeks,S,Virginia,216,70
300,NA,2005,Martin Patterson,ILB,TCU,243,73
115,GNB,2005,Marviel Underwood,S,San Diego State,205,70
300,NA,2005,Matt Grootegoed,S,Southern California,218,71
300,NA,2005,Matt Jones,TE,Arkansas,242,78
300,NA,2005,Matt Roth,DE,Iowa,278,76
300,NA,2005,Maurice Clarett,RB,Ohio State,234,72
160,ATL,2005,Michael Boley,OLB,Southern Miss,236,75
180,GNB,2005,Mike Montgomery,DE,Texas A&M,276,77
31,PHI,2005,Mike Patterson,DT,Southern California,292,72
300,NA,2005,Mike Watson,OT,West Virginia,316,76
10,DET,2005,Mike Williams,WR,Southern California,229,77
100,NWE,2005,Nick Kaczur,OT,Toledo,319,76
244,PIT,2005,Noah Herron,RB,Northwestern,224,71
66,STL,2005,O.J. Atogwe,S,Stanford,219,71
48,CIN,2005,Odell Thurman,ILB,Georgia,233,72
225,TAM,2005,Paris Warren,WR,Utah,219,72
174,SFO,2005,Rasheed Marshall,WR,West Virginia,185,72
300,NA,2005,Ray Hudson,RB,Alabama,192,70
35,PHI,2005,Reggie Brown,WR,Georgia,196,74
300,NA,2005,Reggie Harrell,WR,TCU,214,75
166,PIT,2005,Rian Wallace,OLB,Temple,241,74
154,WAS,2005,Robert McCune,ILB,Louisville,245,72
27,ATL,2005,Roddy White,WR,Alabama-Birmingham,207,73
2,MIA,2005,Ronnie Brown,RB,Auburn,233,72
55,BUF,2005,Roscoe Parrish,WR,Miami (FL),168,70
300,NA,2005,Ryan Claridge,OLB,UNLV,254,74
300,NA,2005,Ryan Grant,RB,Notre Dame,215,73
77,PHI,2005,Ryan Moats,RB,Louisiana Tech,210,68
300,NA,2005,Sam Wilder,OT,Colorado,298,77
87,JAX,2005,Scott Starks,CB,Wisconsin,172,68
300,NA,2005,Scott Young,OG,BYU,312,76
102,PHI,2005,Sean Considine,S,Iowa,212,72
88,NYJ,2005,Sione Pouha,DT,Utah,325,75
38,OAK,2005,Stanford Routt,CB,Houston,193,73
72,DET,2005,Stanley Wilson,CB,Stanford,185,72
121,CAR,2005,Stefan LeFors,QB,Louisville,208,72
300,NA,2005,Steve Savoy,WR,Utah,192,71
300,NA,2005,T.A. McLendon,RB,North Carolina State,235,70
190,CIN,2005,Tab Perry,WR,UCLA,229,74
58,GNB,2005,Terrence Murphy,WR,Texas A&M,202,73
300,NA,2005,Terry Holley,S,Rice,211,73
14,CAR,2005,Thomas Davis,S,Georgia,230,73
300,NA,2005,Tim Brown,OT,West Virginia,318,76
300,NA,2005,Timmy Chang,QB,Hawaii,211,73
300,NA,2005,Tony Curtis,TE,Portland State,269,77
196,SEA,2005,Tony Jackson,TE,Iowa,266,74
300,NA,2005,Tony Madison,WR,Hampton,213,73
93,PIT,2005,Trai Essex,OT,Northwestern,324,76
300,NA,2005,Travis Johnson,DT,Florida State,305,76
7,MIN,2005,Troy Williamson,WR,South Carolina,203,73
300,NA,2005,Tyler King,DE,Connecticut,271,77
73,HOU,2005,Vernand Morency,RB,Oklahoma State,212,70
92,IND,2005,Vincent Burns,DE,Kentucky,267,72
108,TEN,2005,Vincent Fuller,S,Virginia Tech,189,73
300,NA,2005,Vincent Jackson,WR,Northern Colorado,241,77
300,NA,2005,Walter Reyes,RB,Syracuse,209,70
300,NA,2005,Will Matthews,FB,Texas,248,73
300,NA,2005,Zach Tuiasosopo,FB,Washington,249,74
208,CLE,2004,Adimchinobi Echemandu,RB,California,226,71
132,NYJ,2004,Adrian Jones,OT,Kansas,296,76
25,GNB,2004,Ahmad Carroll,CB,Arkansas,195,70
300,NA,2004,Ahmad Childress,DT,Alabama,351,78
300,NA,2004,Alex Wade,FB,Duke,248,72
300,NA,2004,Andrae Thurman,WR,Southern Oregon,192,71
300,NA,2004,Andrew Shull,DE,Kansas State,265,77
300,NA,2004,Antonio Smith,DE,Oklahoma State,274,75
300,NA,2004,B.J. Johnson,WR,Texas,207,71
248,HOU,2004,B.J. Symons,QB,Texas Tech,210,72
68,IND,2004,Ben Hartsock,TE,Ohio State,263,76
11,PIT,2004,Ben Roethlisberger,QB,Miami (OH),241,77
40,TEN,2004,Ben Troupe,TE,Florida,265,76
300,NA,2004,Ben Utecht,TE,Minnesota,249,78
32,NWE,2004,Benjamin Watson,TE,Georgia,258,75
78,CHI,2004,Bernard Berrian,WR,Fresno State,183,73
44,IND,2004,Bob Sanders,S,Iowa,204,68
300,NA,2004,Bobby Blizzard,TE,North Carolina,266,76
250,DEN,2004,Bradlee Van Pelt,QB,Colorado State,231,74
130,STL,2004,Brandon Chillar,OLB,UCLA,253,75
300,NA,2004,Brandon Everage,S,Oklahoma,194,72
300,NA,2004,Brett Pierce,TE,Stanford,250,77
121,DAL,2004,Bruce Thornton,CB,Georgia,197,70
300,NA,2004,Bryan Hickman,OLB,Kansas State,231,72
80,CIN,2004,Caleb Miller,ILB,Arkansas,224,75
99,OAK,2004,Carlos Francis,WR,Texas Tech,198,69
300,NA,2004,Carlos Perez,WR,Florida,203,71
300,NA,2004,Casey Clausen,QB,Tennessee,223,75
128,NWE,2004,Cedric Cobbs,RB,Arkansas,223,72
300,NA,2004,Cedric Hilliard,DT,Notre Dame,307,73
142,ATL,2004,Chad Lavalais,DT,LSU,303,73
300,NA,2004,Chris Collins,WR,Mississippi,201,73
81,WAS,2004,Chris Cooley,TE,Utah State,265,75
26,CIN,2004,Chris Perry,RB,Michigan,224,72
154,WAS,2004,Chris Thompson,CB,Nicholls State,189,72
300,NA,2004,Clarence Farmer,RB,Arizona,231,72
300,NA,2004,Claude Harriott,DE,Pittsburgh,252,76
217,SFO,2004,Cody Pickett,QB,Washington,233,75
182,OAK,2004,Cody Spencer,ILB,North Texas,242,74
240,NOR,2004,Colby Bockwoldt,OLB,BYU,230,74
300,NA,2004,Corey Williams,DT,Arkansas State,313,76
245,OAK,2004,Courtney Anderson,TE,San Jose State,269,78
60,NOR,2004,Courtney Watson,OLB,Notre Dame,237,73
148,CHI,2004,Craig Krenzel,QB,Ohio State,228,75
189,SEA,2004,Craig Terrill,DT,Purdue,290,74
157,SEA,2004,D.J. Hackett,WR,Colorado,199,74
17,DEN,2004,D.J. Williams,OLB,Miami (FL),250,73
54,DEN,2004,Darius Watts,WR,Marshall,188,73
300,NA,2004,Daryl Dixon,S,Florida,195,70
39,JAX,2004,Daryl Smith,OLB,Georgia Tech,234,74
300,NA,2004,Daryl Towns,OLB,Nevada,224,72
184,MIN,2004,Deandre' Eiland,S,South Carolina,202,71
300,NA,2004,DeMarco McNeil,DT,Auburn,310,73
244,BAL,2004,Derek Abney,WR,Kentucky,179,69
300,NA,2004,Derek McCoy,WR,Colorado,210,75
77,SFO,2004,Derrick Hamilton,WR,Clemson,196,75
300,NA,2004,Derrick Knight,RB,Boston College,209,69
222,MIA,2004,Derrick Pope,OLB,Alabama,230,71
76,NYJ,2004,Derrick Strait,CB,Oklahoma,196,71
300,NA,2004,Deryck Toles,OLB,Penn State,224,72
82,BAL,2004,Devard Darling,WR,Washington State,213,73
50,NOR,2004,Devery Henderson,WR,LSU,198,71
113,NWE,2004,Dexter Reid,S,North Carolina,203,71
300,NA,2004,Donnell Washington,DT,Clemson,332,77
48,MIN,2004,Dontarrious Thomas,OLB,Auburn,241,74
163,CAR,2004,Drew Carter,WR,Ohio State,204,76
10,HOU,2004,Dunta Robinson,CB,South Carolina,186,71
1,SDG,2004,Eli Manning,QB,Mississippi,221,77
300,NA,2004,Ell Roberson,QB,Kansas State,194,71
120,JAX,2004,Ernest Wilford,WR,Virginia Tech,226,76
186,ATL,2004,Etric Pruitt,S,Southern Miss,197,72
300,NA,2004,Fred Russell,RB,Iowa,195,67
300,NA,2004,George Wilson,WR,Arkansas,213,72
136,NYG,2004,Gibril Wilson,S,Tennessee,197,72
69,IND,2004,Gilbert Gardner,OLB,Purdue,229,73
122,HOU,2004,Glenn Earl,S,Notre Dame,222,73
183,CIN,2004,Greg Brooks,CB,Southern Miss,177,71
55,JAX,2004,Greg Jones,RB,Florida State,249,73
300,NA,2004,Greg Richmond,OLB,Oklahoma State,233,73
300,NA,2004,Greg Taplin,DE,Michigan State,267,77
95,NWE,2004,Guss Scott,S,Florida,204,70
300,NA,2004,Huey Whittaker,WR,South Florida,234,76
35,SDG,2004,Igor Olshansky,DT,Oregon,315,77
300,NA,2004,J.P. Foschi,TE,Georgia Tech,266,76
22,BUF,2004,J.P. Losman,QB,Tulane,224,74
300,NA,2004,Jabari Greer,CB,Tennessee,178,70
52,DAL,2004,Jacob Rogers,OT,Southern California,307,78
168,NYG,2004,Jamaar Taylor,WR,Texas A&M,197,73
300,NA,2004,James Newson,WR,Oregon State,213,73
300,NA,2004,Jared Allen,DE,Idaho State,265,78
300,NA,2004,Jared Lorenzen,QB,Kentucky,288,75
300,NA,2004,Jarrett Payton,RB,Miami (FL),220,72
27,HOU,2004,Jason Babin,DE,Western Michigan,260,75
300,NA,2004,Jason Fife,QB,Oregon,226,76
300,NA,2004,Jason Peters,TE,Arkansas,336,76
158,STL,2004,Jason Shivers,S,Arizona State,201,72
300,NA,2004,Jason Wright,RB,Northwestern,210,70
220,MIN,2004,Jeff Dugan,TE,Maryland,263,76
152,DEN,2004,Jeff Shoate,CB,San Diego State,189,70
201,STL,2004,Jeff Smoker,QB,Michigan State,223,75
300,NA,2004,Jeff Womble,DT,Florida State,313,73
195,KAN,2004,Jeris McIntyre,WR,Auburn,203,71
108,NYJ,2004,Jerricho Cotchery,WR,North Carolina State,212,72
300,NA,2004,Joey Thomas,CB,Montana State,195,73
202,ARI,2004,John Navarre,QB,Michigan,246,78
300,NA,2004,John Standeford,WR,Purdue,197,75
134,OAK,2004,Johnnie Morant,WR,Syracuse,229,76
300,NA,2004,Jon Bradley,DT,Arkansas State,306,73
214,BUF,2004,Jonathan Smith,WR,Georgia Tech,194,70
12,NYJ,2004,Jonathan Vilma,ILB,Miami (FL),233,72
300,NA,2004,Joseph Hayes,OG,San Jose State,311,76
300,NA,2004,Josh Davis,RB,Nebraska,200,70
187,BAL,2004,Josh Harris,QB,Bowling Green,238,73
300,NA,2004,Josh Parrish,OT,Washington State,330,78
43,DAL,2004,Julius Jones,RB,Notre Dame,217,70
300,NA,2004,Justin Jenkins,WR,Mississippi State,213,71
33,ARI,2004,Karlos Dansby,OLB,Auburn,251,75
62,CAR,2004,Keary Colbert,WR,Southern California,207,73
198,SFO,2004,Keith Lewis,S,Oregon,204,72
300,NA,2004,Keith Smith,CB,McNeese State,201,71
300,NA,2004,Keith Willis,TE,Virginia Tech,260,78
6,CLE,2004,Kellen Winslow,TE,Miami (FL),251,76
300,NA,2004,Kelvin Kight,WR,Florida,213,72
300,NA,2004,Kendrick Starling,WR,San Jose State,193,73
107,IND,2004,Kendyll Pope,OLB,Florida State,226,73
20,MIN,2004,Kenechi Udeze,DE,Southern California,281,75
300,NA,2004,Kentrell Curry,S,Georgia,201,73
300,NA,2004,Kevin Beard,WR,Miami (FL),180,72
30,DET,2004,Kevin Jones,RB,Virginia Tech,227,72
300,NA,2004,Kevin Youngblood,WR,Clemson,213,76
93,KAN,2004,Keyaron Fox,OLB,Georgia Tech,227,74
300,NA,2004,Khaleed Vaughn,DE,Clemson,281,76
61,KAN,2004,Kris Wilson,TE,Pittsburgh,248,74
96,CIN,2004,Landon Johnson,OLB,Purdue,227,74
3,ARI,2004,Larry Fitzgerald,WR,Pittsburgh,225,75
13,BUF,2004,Lee Evans,WR,Wisconsin,197,71
112,CHI,2004,Leon Joe,OLB,Maryland,230,72
300,NA,2004,Lewis Moore,OLB,Pittsburgh,234,73
300,NA,2004,Lousaka Polite,FB,Pittsburgh,246,72
106,CLE,2004,Luke McCown,QB,Louisiana Tech,208,76
56,CIN,2004,Madieu Williams,S,Maryland,193,72
300,NA,2004,Marcell Allmond,CB,Southern California,209,72
151,WAS,2004,Mark Wilson,OT,California,314,79
79,TAM,2004,Marquis Cooper,OLB,Washington,223,75
225,DEN,2004,Matt Mauck,QB,LSU,228,74
90,ATL,2004,Matt Schaub,QB,Virginia,243,78
89,PHI,2004,Matt Ware,S,UCLA,209,74
114,CIN,2004,Matthias Askew,DT,Michigan State,308,77
300,NA,2004,Maurice Brown,WR,Iowa,219,72
300,NA,2004,Maurice Jones,OLB,South Florida,249,73
149,CIN,2004,Maurice Mann,WR,Nevada,191,73
75,PIT,2004,Max Starks,OT,Florida,350,79
119,MIN,2004,Mewelde Moore,RB,Tulane,209,71
53,SEA,2004,Michael Boulware,OLB,Florida State,225,74
15,TAM,2004,Michael Clayton,WR,LSU,209,75
232,CAR,2004,Michael Gaines,TE,Central Florida,275,74
29,ATL,2004,Michael Jenkins,WR,Ohio State,218,76
154,SDG,2004,Michael Turner,RB,Northern Illinois,237,70
156,NOR,2004,Mike Karney,FB,Arizona State,254,71
79,JAX,2004,Mike Walker,TE,Minnesota-Morris,254,76
116,SEA,2004,Niko Koutouvides,ILB,Purdue,244,74
164,NWE,2004,P.K. Sam,WR,Florida State,210,75
4,NYG,2004,Philip Rivers,QB,North Carolina State,229,77
219,ATL,2004,Quincy Wilson,RB,West Virginia,225,69
300,NA,2004,Quintin Williams,S,Wake Forest,207,71
300,NA,2004,Ran Carthon,RB,Florida,224,71
300,NA,2004,Randy Jordan,CB,Kansas State,178,73
236,NYJ,2004,Rashad Washington,S,Kansas State,223,74
31,SFO,2004,Rashaun Woods,WR,Oklahoma State,202,74
9,JAX,2004,Reggie Williams,WR,Washington,229,76
300,NA,2004,Renaldo Works,RB,Oklahoma,222,72
300,NA,2004,Rich Alexis,RB,Washington,210,72
92,TEN,2004,Rich Gardner,CB,Penn State,199,71
127,SFO,2004,Richard Seigler,ILB,Oregon State,244,74
2,OAK,2004,Robert Gallery,OT,Iowa,323,79
117,CIN,2004,Robert Geathers,DE,Georgia,271,75
165,TEN,2004,Robert Reynolds,ILB,Ohio State,251,75
155,MIN,2004,Rod Davis,ILB,Southern Miss,239,74
300,NA,2004,Rod Rutherford,QB,Pittsburgh,240,74
139,NOR,2004,Rodney Leisle,DT,UCLA,309,75
300,NA,2004,Ronnie Ghent,TE,Louisville,248,74
7,DET,2004,Roy Williams,WR,Texas,212,74
300,NA,2004,Rufus Brown,CB,Florida State,187,69
300,NA,2004,Ryan Fowler,ILB,Duke,250,75
204,SDG,2004,Ryon Bingham,DT,Nebraska,303,75
105,KAN,2004,Samie Parker,WR,Oregon,179,70
300,NA,2004,Scott Rislov,QB,San Jose State,224,73
84,SEA,2004,Sean Locklear,OG,North Carolina State,308,76
241,TEN,2004,Sean McHugh,TE,Penn State,264,77
144,DAL,2004,Sean Ryan,TE,Boston College,268,76
5,WAS,2004,Sean Taylor,S,Miami (FL),230,74
300,NA,2004,Shaud Williams,RB,Alabama,193,67
98,SDG,2004,Shaun Phillips,DE,Purdue,255,75
16,PHI,2004,Shawn Andrews,OT,Arkansas,366,76
300,NA,2004,Shawn Johnson,DE,Delaware,269,76
211,HOU,2004,Sloan Thomas,WR,Texas,203,73
300,NA,2004,Spencer Johnson,DT,Auburn,286,75
300,NA,2004,Stanford Samuels,CB,Florida State,193,70
24,STL,2004,Steven Jackson,RB,Oregon State,241,73
67,OAK,2004,Stuart Schweigert,S,Purdue,218,74
300,NA,2004,T.J. Hollowell,OLB,Nebraska,235,72
41,DEN,2004,Tatum Bell,RB,Oklahoma State,212,71
37,DET,2004,Teddy Lehman,OLB,Oklahoma,240,73
300,NA,2004,Terrance Copper,WR,East Carolina,208,72
162,PHI,2004,Thomas Tapeh,FB,Minnesota,245,73
74,BUF,2004,Tim Anderson,DT,Ohio State,307,75
109,BUF,2004,Tim Euhus,TE,Oregon State,260,77
14,CHI,2004,Tommie Harris,DT,Oklahoma,295,74
300,NA,2004,Tommy Kelly,DE,Mississippi State,294,78
160,MIA,2004,Tony Bua,S,Arkansas,209,71
300,NA,2004,Tony Johnson,WR,Penn State,202,71
42,TEN,2004,Travis Laboy,DE,Hawaii,263,75
300,NA,2004,Travis Wilson,FB,Kansas State,256,75
171,DEN,2004,Triandos Luke,WR,Alabama,199,71
