pick,team,year,player,pos,college,weight,height_inches
194,BAL,2014,Keith Wenning,QB,Ball State,218,75
300,NA,2014,Kelcy Quarles,DT,South Carolina,297,76
28,CAR,2014,Kelvin Benjamin,WR,Florida State,240,77
300,NA,2014,Kenny Ladler,S,Vanderbilt,207,72
300,NA,2014,Kerry Hyder,DT,Texas Tech,290,74
123,SEA,2014,Kevin Norwood,WR,Alabama,198,74
132,SEA,2014,Kevin Pierre-Louis,OLB,Boston College,232,72
126,NOR,2014,Khairi Fortt,OLB,California,248,74
5,OAK,2014,Khalil Mack,OLB,Buffalo,251,75
85,GNB,2014,Khyri Thornton,DT,Southern Miss,304,75
60,CAR,2014,Kony Ealy,DE,Missouri,273,76
14,CHI,2014,Kyle Fuller,CB,Virginia Tech,190,72
40,DET,2014,Kyle Van Noy,OLB,BYU,243,75
300,NA,2014,L'Damian Washington,WR,Missouri,195,76
186,WAS,2014,Lache Seastrunk,RB,Baylor,201,69
300,NA,2014,LaDarius Perkins,RB,Mississippi State,195,67
41,STL,2014,Lamarcus Joyner,CB,Florida State,184,68
156,DEN,2014,Lamin Barrow,ILB,LSU,237,73
120,ARI,2014,Logan Thomas,QB,Virginia Tech,248,78
300,NA,2014,Loucheiz Purifoy,CB,Florida,190,71
300,NA,2014,Marcel Jensen,TE,Fresno State,259,78
300,NA,2014,Marcus Heit,LS,Kansas State,258,75
300,NA,2014,Marcus Lucas,WR,Missouri,218,76
70,SFO,2014,Marcus Martin,C,Southern California,320,75
300,NA,2014,Marcus Roberson,CB,Florida,191,72
26,PHI,2014,Marcus Smith,DE,Louisville,251,75
201,SDG,2014,Marion Grice,RB,Arizona State,208,72
39,JAX,2014,Marqise Lee,WR,Southern California,192,72
122,TEN,2014,Marqueston Huff,S,Wyoming,196,71
118,PIT,2014,Martavis Bryant,WR,Clemson,211,76
300,NA,2014,Matt Patchan,OT,Boston College,302,78
300,NA,2014,Max Bullough,ILB,Michigan State,249,75
218,BAL,2014,Michael Campanaro,WR,Wake Forest,192,69
249,STL,2014,Michael Sam,DE,Missouri,261,74
95,DEN,2014,Michael Schofield,OT,Michigan,301,78
300,NA,2014,Mike Davis,WR,Texas,197,72
7,TAM,2014,Mike Evans,WR,Texas A&M,231,77
110,STL,2014,Mo Alexander,S,Utah State,220,73
66,WAS,2014,Morgan Moses,OT,Virginia,314,78
152,NYG,2014,Nat Berhe,S,San Diego State,193,70
133,DET,2014,Nevin Lawson,CB,Utah State,190,69
300,NA,2014,Nic Jacobs,TE,McNeese State,269,77
12,NYG,2014,"Odell Beckham, Jr.",WR,LSU,198,71
45,SEA,2014,Paul Richardson,WR,Colorado,175,72
87,KAN,2014,Phillip Gaines,CB,Rice,193,72
73,BUF,2014,Preston Brown,ILB,Louisville,251,73
139,ATL,2014,Prince Shembo,OLB,Notre Dame,253,73
209,NYJ,2014,Quincy Enunwa,WR,Nebraska,225,74
37,ATL,2014,Ra'Shede Hageman,DT,Minnesota,310,78
300,NA,2014,Rashaad Reynolds,CB,Oregon State,189,70
300,NA,2014,Reggie Jordan,FB,Missouri Western,240,75
147,ATL,2014,Ricardo Allen,CB,Purdue,187,69
98,GNB,2014,Richard Rodgers,TE,California,257,76
230,PIT,2014,Rob Blanchflower,TE,Massachusetts,256,76
185,TAM,2014,Robert Herron,WR,Wyoming,193,69
300,NA,2014,Robert Thomas,DT,Arkansas,327,73
169,NOR,2014,Ronald Powell,OLB,Florida,237,75
109,BUF,2014,Ross Cockrell,CB,Duke,191,72
111,CIN,2014,Russell Bodine,OG,North Carolina,310,75
165,SDG,2014,Ryan Carrethers,DT,Arkansas State,337,73
142,WAS,2014,Ryan Grant,WR,Tulane,199,72
300,NA,2014,Ryan Groy,OG,Wisconsin,316,77
300,NA,2014,Ryan Hewitt,FB,Stanford,246,76
15,PIT,2014,Ryan Shazier,OLB,Ohio State,237,73
4,BUF,2014,Sammy Watkins,WR,Clemson,211,73
72,MIN,2014,Scott Crichton,DE,Oregon State,273,75
220,MIN,2014,Shamar Stephen,DT,Connecticut,309,77
115,NYJ,2014,Shaquelle Evans,WR,UCLA,213,73
300,NA,2014,Shayne Skov,ILB,Stanford,245,74
300,NA,2014,Silas Redd,RB,Southern California,212,70
78,WAS,2014,Spencer Long,OG,Nebraska,320,77
58,NOR,2014,Stanley Jean-Baptiste,CB,Nebraska,218,75
300,NA,2014,Stephen Morris,QB,Miami (FL),213,74
46,PIT,2014,Stephon Tuitt,DT,Notre Dame,304,77
222,JAX,2014,Storm Johnson,RB,Central Florida,209,72
300,NA,2014,T.J. Jones,WR,Notre Dame,188,72
213,NYJ,2014,Tajh Boyd,QB,Clemson,222,73
141,PHI,2014,Taylor Hart,DE,Oregon,281,78
32,MIN,2014,Teddy Bridgewater,QB,Louisville,214,74
300,NA,2014,Telvin Smith,OLB,Florida State,218,75
300,NA,2014,Tenny Palepoi,DT,Utah,298,73
254,DAL,2014,Terrance Mitchell,CB,Oregon,192,71
79,BAL,2014,Terrence Brooks,S,Florida State,198,71
300,NA,2014,Tevin Mims,DE,South Florida,260,76
240,SDG,2014,Tevin Reese,WR,Baylor,163,70
300,NA,2014,Tim Cornett,RB,UNLV,209,72
48,BAL,2014,Timmy Jernigan,DT,Florida State,299,74
300,NA,2014,Todd Washington,CB,Southeastern Louisiana,196,71
135,HOU,2014,Tom Savage,QB,Pittsburgh,228,76
92,CAR,2014,Trai Turner,OG,LSU,310,75
219,OAK,2014,Travis Carrie,CB,Ohio,206,72
76,DET,2014,Travis Swanson,C,Arkansas,312,77
128,CAR,2014,Tre Boston,S,North Carolina,204,72
75,STL,2014,Tre Mason,RB,Auburn,207,68
47,WAS,2014,Trent Murphy,DE,Stanford,250,77
233,NYJ,2014,Trevor Reilly,OLB,Utah,245,77
300,NA,2014,Trey Burton,WR,Florida,224,74
245,SFO,2014,Trey Millard,FB,Oklahoma,247,74
52,ARI,2014,Troy Niklas,TE,Notre Dame,270,78
204,CAR,2014,Tyler Gaffney,RB,Stanford,220,71
300,NA,2014,Tyler Larsen,C,Utah State,313,76
300,NA,2014,Uani' Unga,ILB,BYU,231,73
300,NA,2014,Victor Hampton,CB,South Carolina,197,69
167,NOR,2014,Vinnie Sunseri,S,Alabama,210,71
300,NA,2014,Wesley Johnson,C,Vanderbilt,297,77
43,NYG,2014,Weston Richburg,C,Colorado State,298,75
88,CIN,2014,Will Clarke,DE,West Virginia,271,78
82,CHI,2014,Will Sutton,DT,Arizona State,303,72
300,NA,2014,Willie Snead,WR,Ball State,195,71
300,NA,2014,Xavier Grimble,TE,Southern California,257,76
253,ATL,2014,Yawin Smallwood,ILB,Connecticut,246,74
178,TEN,2014,Zach Mettenberger,QB,LSU,224,77
16,DAL,2014,Zack Martin,OG,Notre Dame,308,76
148,CAR,2013,A.J. Klein,ILB,Iowa State,250,73
59,NWE,2013,Aaron Dobson,WR,Marshall,210,75
300,NA,2013,Aaron Hester,CB,UCLA,198,74
300,NA,2013,Abry Jones,DT,Georgia,313,75
101,JAX,2013,Ace Sanders,WR,South Carolina,173,67
300,NA,2013,Adrian Bushell,CB,Louisville,186,69
100,TAM,2013,Akeem Spence,DT,Illinois,307,73
300,NA,2013,Alec Lemon,WR,Syracuse,202,73
30,STL,2013,Alec Ogletree,OLB,Georgia,242,74
103,ARI,2013,Alex Okafor,DE,Texas,264,76
300,NA,2013,Alvin Bailey,OG,Arkansas,312,75
187,ARI,2013,Andre Ellington,RB,Clemson,199,69
56,BAL,2013,Arthur Brown,OLB,Kansas State,241,72
191,WAS,2013,Bacarri Rambo,S,Georgia,211,72
6,CLE,2013,Barkevious Mingo,OLB,LSU,241,76
67,PHI,2013,Bennie Logan,DT,LSU,309,74
24,IND,2013,Bjoern Werner,DE,Florida State,266,75
70,TEN,2013,Blidi Wreh-Wilson,CB,Connecticut,195,73
300,NA,2013,Braden Brown,OT,BYU,310,77
204,KAN,2013,Braden Wilson,FB,Kansas State,251,75
162,WAS,2013,Brandon Jenkins,DE,Florida State,251,74
300,NA,2013,Brandon Magee,OLB,Arizona State,223,71
149,STL,2013,Brandon McGee,CB,Miami (FL),193,71
300,NA,2013,Brandon Williams,DT,Missouri Southern,335,73
300,NA,2013,Braxston Cave,C,Notre Dame,303,75
89,HOU,2013,Brennan Williams,OT,North Carolina,318,78
107,TEN,2013,Brian Schwenke,C,California,314,75
300,NA,2013,Brian Winters,OG,Kent State,320,76
300,NA,2013,Bruce Taylor,ILB,Virginia Tech,237,73
300,NA,2013,C.J. Anderson,RB,California,224,68
300,NA,2013,Chase Thomas,OLB,Stanford,244,75
300,NA,2013,Chris Barker,OG,Nevada,305,75
222,BUF,2013,Chris Gragg,TE,Arkansas,244,75
123,SEA,2013,Chris Harper,WR,Kansas State,229,73
198,HOU,2013,Chris Jones,DT,Bowling Green,302,74
300,NA,2013,Chris Pantale,TE,Boston College,254,77
154,WAS,2013,Chris Thompson,RB,Florida State,192,67
62,SEA,2013,Christine Michael,RB,Texas A&M,220,70
300,NA,2013,Cierre Wood,RB,Notre Dame,213,71
197,CIN,2013,Cobi Hamilton,WR,Arkansas,212,74
300,NA,2013,Colby Cameron,QB,Louisiana Tech,212,74
300,NA,2013,Collin Klein,QB,Kansas State,226,77
300,NA,2013,Conner Vernon,WR,Duke,196,72
29,MIN,2013,Cordarrelle Patterson,WR,Tennessee,216,74
171,DET,2013,Corey Fuller,WR,Virginia Tech,204,74
88,SFO,2013,Corey Lemonier,DE,Auburn,255,75
188,CHI,2013,Cornelius Washington,DE,Georgia,265,76
300,NA,2013,Cory Grissom,DT,South Florida,306,73
219,ARI,2013,D.C. Jefferson,TE,Rutgers,255,78
300,NA,2013,D.J. Fluker,OT,Alabama,339,77
300,NA,2013,D.J. Harper,RB,Boise State,211,69
12,OAK,2013,D.J. Hayden,CB,Houston,191,71
57,HOU,2013,D.J. Swearinger,S,South Carolina,208,70
300,NA,2013,Da'Rick Rogers,WR,Tennessee Tech,217,74
248,TEN,2013,Daimion Stafford,S,Nebraska,221,72
300,NA,2013,Damion Square,DE,Alabama,293,74
81,NYG,2013,Damontre Moore,DE,Texas A&M,250,76
300,NA,2013,Darius Johnson,WR,Southern Methodist,179,69
36,DET,2013,Darius Slay,CB,Mississippi State,192,72
26,GNB,2013,Datone Jones,DE,UCLA,283,76
51,WAS,2013,David Amerson,CB,North Carolina State,205,73
300,NA,2013,David Quessenberry,OT,San Jose State,302,77
27,HOU,2013,DeAndre Hopkins,WR,Clemson,214,73
9,NYJ,2013,Dee Milliner,CB,Alabama,201,72
300,NA,2013,Demetrius McCray,CB,Appalachian State,187,73
135,JAX,2013,Denard Robinson,WR,Michigan,199,70
22,ATL,2013,Desmond Trufant,CB,Washington,190,72
132,DET,2013,Devin Taylor,DE,South Carolina,266,79
185,DAL,2013,DeVonte Holloman,OLB,South Carolina,243,73
3,MIA,2013,Dion Jordan,OLB,Oregon,248,78
106,MIA,2013,Dion Sims,TE,Michigan State,262,77
105,BUF,2013,Duke Williams,S,Nevada,203,71
64,JAX,2013,Dwayne Gratz,CB,Connecticut,201,71
16,BUF,2013,E.J. Manuel,QB,Florida State,237,77
136,PHI,2013,Earl Wolff,S,North Carolina State,209,71
61,GNB,2013,Eddie Lacy,RB,Alabama,231,71
300,NA,2013,Emmett Cleary,OT,Boston College,316,79
225,NYG,2013,Eric Herman,OG,Ohio,320,76
18,SFO,2013,Eric Reid,S,LSU,213,73
300,NA,2013,Etienne Sabino,OLB,Ohio State,247,74
229,MIN,2013,Everett Dawkins,DT,Florida State,292,74
47,DAL,2013,Gavin Escobar,TE,San Diego State,254,78
39,NYJ,2013,Geno Smith,QB,West Virginia,218,74
300,NA,2013,George Winn,RB,Cincinnati,218,70
120,MIN,2013,Gerald Hodges,OLB,Penn State,243,73
37,CIN,2013,Giovani Bernard,RB,North Carolina,202,68
300,NA,2013,Greg Reid,CB,Florida State,190,68
86,IND,2013,Hugh Thornton,OG,Illinois,320,75
300,NA,2013,Jake Knott,OLB,Iowa State,243,74
300,NA,2013,Jake Stoneburner,TE,Ohio State,252,75
54,MIA,2013,Jamar Taylor,CB,Boise State,192,71
300,NA,2013,James Vandenberg,QB,Iowa,226,75
52,NWE,2013,Jamie Collins,OLB,Southern Miss,250,75
175,CLE,2013,Jamoris Slaughter,S,Notre Dame,195,72
17,PIT,2013,Jarvis Jones,OLB,Georgia,245,74
228,WAS,2013,Jawan Jamison,RB,Rutgers,203,67
300,NA,2013,Jawanza Starling,S,Southern California,202,73
104,MIA,2013,Jelani Jenkins,ILB,Florida,243,72
137,SEA,2013,Jesse Williams,DT,Alabama,323,75
212,PHI,2013,Joe Kruger,DE,Utah,269,78
192,IND,2013,John Boyett,S,Oregon,204,70
300,NA,2013,John Lotulelei,OLB,UNLV,233,71
129,BAL,2013,John Simon,OLB,Ohio State,257,73
125,GNB,2013,Johnathan Franklin,RB,UCLA,205,70
49,NYG,2013,Johnathan Hankins,DT,Ohio State,320,75
300,NA,2013,Johnny Adams,CB,Michigan State,185,70
43,TAM,2013,Johnthan Banks,CB,Mississippi State,185,74
50,CHI,2013,Jon Bostic,OLB,Florida,245,73
7,ARI,2013,Jonathan Cooper,OG,North Carolina,311,74
33,JAX,2013,Jonathan Cyprien,S,Florida International,217,72
300,NA,2013,Jonathan Stewart,ILB,Texas A&M,242,76
300,NA,2013,Jordan Devey,OT,Memphis,317,79
87,SEA,2013,Jordan Hill,DT,Penn State,303,73
300,NA,2013,Jordan Mills,OT,Louisiana Tech,316,77
218,PHI,2013,Jordan Poyer,CB,Oregon State,191,72
85,WAS,2013,Jordan Reed,TE,Florida,236,74
300,NA,2013,Joseph Fauria,TE,UCLA,259,79
151,DAL,2013,Joseph Randle,RB,Oklahoma State,204,72
102,NWE,2013,Josh Boyce,WR,TCU,206,71
167,GNB,2013,Josh Boyd,DT,Mississippi State,310,75
169,JAX,2013,Josh Evans,S,Florida,207,73
300,NA,2013,Josh Johnson,CB,Purdue,199,69
254,IND,2013,Justice Cunningham,TE,South Carolina,258,75
34,TEN,2013,Justin Hunter,WR,Tennessee,196,76
19,NYG,2013,Justin Pugh,OT,Syracuse,307,76
200,BAL,2013,Kapron Lewis-Moore,DT,Notre Dame,298,76
44,CAR,2013,Kawann Short,DT,Purdue,299,75
90,DEN,2013,Kayvon Webster,CB,South Florida,195,70
300,NA,2013,Keelan Johnson,S,Arizona State,209,72
76,SDG,2013,Keenan Allen,WR,California,206,74
300,NA,2013,Kenbrell Thompkins,WR,Cincinnati,193,73
182,CAR,2013,Kenjon Barner,RB,Oregon,196,69
144,NOR,2013,Kenny Stills,WR,Oklahoma,194,72
15,NOR,2013,Kenny Vaccaro,S,Texas,214,72
230,IND,2013,Kerwynn Williams,RB,Utah State,195,68
45,ARI,2013,Kevin Minter,ILB,LSU,246,72
300,NA,2013,Kevin Reddick,ILB,North Carolina,243,73
202,TEN,2013,Khalid Wooten,CB,Indiana,210,71
117,CHI,2013,Khaseem Greene,OLB,Rutgers,241,73
46,BUF,2013,Kiko Alonso,ILB,Oregon,238,75
96,KAN,2013,Knile Davis,RB,Arkansas,227,71
300,NA,2013,Kwame Geathers,DT,Georgia,342,77
115,PIT,2013,Landry Jones,QB,Oklahoma,225,76
300,NA,2013,Lane Johnson,OT,Oklahoma,303,78
300,NA,2013,Lanear Sampson,WR,Baylor,204,71
300,NA,2013,Larry Warford,OG,Kentucky,332,75
142,TEN,2013,Lavar Edwards,DE,LSU,277,76
48,PIT,2013,Le'Veon Bell,RB,Michigan State,230,73
68,CLE,2013,Leon McFadden,CB,San Diego State,193,70
300,NA,2013,Lerentee McCray,OLB,Florida,250,74
133,ATL,2013,Levine Toilolo,TE,Stanford,260,80
83,NWE,2013,Logan Ryan,CB,Rutgers,191,71
300,NA,2013,Lonnie Pryor,FB,Florida State,227,71
300,NA,2013,Luke Ingram,LS,Hawaii,258,77
2,JAX,2013,Luke Joeckel,OT,Texas A&M,306,78
127,ATL,2013,Malliciah Goodman,DE,Clemson,276,76
38,SDG,2013,Manti Te'o,ILB,Notre Dame,241,73
247,BAL,2013,Marc Anthony,CB,California,196,71
300,NA,2013,Marcus Davis,WR,Virginia Tech,233,75
131,SFO,2013,Marcus Lattimore,RB,South Carolina,221,71
53,CIN,2013,Margus Hunt,DE,Southern Methodist,277,80
300,NA,2013,Mark Harrison,WR,Rutgers,231,75
300,NA,2013,Mark Jackson,OG,Glenville State,328,77
79,PIT,2013,Markus Wheaton,WR,Oregon State,189,71
300,NA,2013,Marlon Brown,WR,Georgia,213,76
300,NA,2013,MarQueis Gray,QB,Minnesota,240,75
236,CHI,2013,Marquess Wilson,WR,Washington State,194,75
78,BUF,2013,Marquise Goodwin,WR,Texas,183,69
98,PHI,2013,Matt Barkley,QB,Southern California,227,74
32,BAL,2013,Matt Elam,S,Florida,208,70
300,NA,2013,Matt Scott,QB,Arizona,213,74
300,NA,2013,Matt Stankiewitch,C,Penn State,302,75
300,NA,2013,Matthew Tucker,RB,TCU,221,72
159,GNB,2013,Micah Hyde,CB,Iowa,197,72
226,NWE,2013,Michael Buchanan,DE,Illinois,255,77
300,NA,2013,Michael Ford,RB,LSU,210,69
213,MIN,2013,Michael Mauti,OLB,Penn State,243,74
300,NA,2013,Mike Edwards,CB,Hawaii,189,69
164,MIA,2013,Mike Gillislee,RB,Florida,208,71
73,TAM,2013,Mike Glennon,QB,North Carolina State,225,79
189,TAM,2013,Mike James,RB,Miami (FL),223,70
300,NA,2013,Mike Taylor,OLB,Wisconsin,234,73
58,DEN,2013,Montee Ball,RB,Wisconsin,214,70
300,NA,2013,Montel Harris,RB,Temple,208,68
300,NA,2013,Montori Hughes,DT,Tennessee-Martin,329,76
184,OAK,2013,Mychal Rivera,TE,Tennessee,242,75
300,NA,2013,Nathan Williams,OLB,Ohio State,241,75
172,OAK,2013,Nick Kasa,TE,Colorado,269,78
180,SFO,2013,Nick Moody,OLB,Florida State,236,73
300,NA,2013,Nickell Robey,CB,Southern California,169,67
99,KAN,2013,Nico Johnson,ILB,Alabama,248,74
141,NYJ,2013,Oday Aboushi,OT,Virginia,308,77
300,NA,2013,Onterio McCalebb,RB,Auburn,168,70
300,NA,2013,P.J. Lonergan,C,LSU,304,75
300,NA,2013,Philip Lutzenkirchen,TE,Auburn,258,75
119,WAS,2013,Phillip Thomas,S,Fresno State,208,72
300,NA,2013,Quanterus Smith,DE,Western Kentucky,250,77
157,SFO,2013,Quinton Dial,DT,Alabama,318,77
128,SFO,2013,Quinton Patton,WR,Louisiana Tech,204,72
300,NA,2013,Ray Graham,RB,Pittsburgh,199,69
300,NA,2013,Reid Fragel,OT,Ohio State,308,80
190,CIN,2013,Rex Burkhead,RB,Nebraska,214,70
300,NA,2013,Robbie Rouse,RB,Fresno State,190,66
300,NA,2013,Robert Lester,S,Alabama,220,73
41,BUF,2013,Robert Woods,WR,Southern California,201,72
300,NA,2013,Rod Sweeting,CB,Georgia Tech,189,71
300,NA,2013,Rodney Smith,WR,Florida State,225,76
110,NYG,2013,Ryan Nassib,QB,Syracuse,227,74
300,NA,2013,Ryan Otten,TE,San Jose State,230,77
174,ARI,2013,Ryan Swope,WR,Texas A&M,205,72
232,GNB,2013,Sam Barrington,ILB,South Florida,246,73
95,HOU,2013,Sam Montgomery,DE,LSU,262,75
134,KAN,2013,Sanders Commings,CB,Georgia,216,72
118,CIN,2013,Sean Porter,OLB,Texas A&M,229,73
249,ATL,2013,Sean Renfree,QB,Duke,219,75
111,PIT,2013,Shamarko Thomas,S,Syracuse,213,69
23,MIN,2013,Sharrif Floyd,DT,Florida,297,75
84,CIN,2013,Shawn Williams,S,Georgia,213,72
13,NYJ,2013,Sheldon Richardson,DT,Missouri,294,74
66,OAK,2013,Sio Moore,OLB,Connecticut,245,73
194,SEA,2013,Spencer Ware,RB,LSU,228,70
205,OAK,2013,Stacy McGee,DT,Oklahoma,308,75
153,ATL,2013,Stansly Maponga,DE,TCU,256,74
14,CAR,2013,Star Lotulelei,DT,Utah,311,74
92,STL,2013,Stedman Bailey,WR,West Virginia,193,70
300,NA,2013,Stefphon Jefferson,RB,Nevada,213,70
140,ARI,2013,Stepfan Taylor,RB,Stanford,214,69
300,NA,2013,Stephane Milhim,OG,Massachusetts,314,76
235,NWE,2013,Steve Beauharnais,ILB,Rutgers,240,73
145,SDG,2013,Steve Williams,CB,California,181,69
28,DEN,2013,Sylvester Williams,DT,North Carolina,313,75
300,NA,2013,T.J. Barnes,DT,Georgia Tech,369,78
300,NA,2013,T.J. Johnson,C,South Carolina,310,76
71,STL,2013,T.J. McDonald,S,Southern California,219,74
300,NA,2013,T.J. Moe,WR,Missouri,204,71
40,SFO,2013,Tank Carradine,DE,Virginia Tech,276,76
300,NA,2013,Tanner Hawkinson,OT,Kansas,298,77
161,DEN,2013,Tavarres King,WR,Georgia,189,72
8,STL,2013,Tavon Austin,WR,West Virginia,174,68
74,DAL,2013,Terrance Williams,WR,Baylor,208,74
150,PIT,2013,Terry Hawthorne,CB,Illinois,195,72
138,SEA,2013,Tharold Simon,CB,LSU,202,74
199,DET,2013,Theo Riddick,RB,Notre Dame,201,70
300,NA,2013,Tom Wort,ILB,Oklahoma,235,72
215,NYJ,2013,Tommy Bohanon,FB,Wake Forest,246,73
300,NA,2013,Tony Jefferson,S,Oklahoma,213,71
179,SDG,2013,Tourek Williams,DE,Florida International,260,75
214,MIN,2013,Travis Bond,OG,North Carolina,329,78
31,DAL,2013,Travis Frederick,C,Wisconsin,312,76
63,KAN,2013,Travis Kelce,TE,Cincinnati,255,77
124,HOU,2013,Trevardo Williams,OLB,Connecticut,241,73
300,NA,2013,Tyler Bray,QB,Tennessee,232,78
21,CIN,2013,Tyler Eifert,TE,Notre Dame,250,77
112,OAK,2013,Tyler Wilson,QB,Arkansas,215,74
300,NA,2013,Tyrann Mathieu,CB,LSU,186,69
55,SFO,2013,Vance McDonald,TE,Rice,267,76
300,NA,2013,Walter Stewart,DE,Cincinnati,246,76
93,MIA,2013,Will Davis,CB,Utah State,186,71
126,TAM,2013,William Gholston,DE,Michigan State,281,78
25,MIN,2013,Xavier Rhodes,CB,Florida State,210,73
234,DEN,2013,Zac Dysert,QB,Miami (OH),231,75
160,STL,2013,Zac Stacy,RB,Vanderbilt,216,68
300,NA,2013,Zach Allen,OG,North Carolina State,332,74
300,NA,2013,Zach Boren,FB,Ohio State,238,71
35,PHI,2013,Zach Ertz,TE,Stanford,249,77
300,NA,2013,Zach Line,FB,Southern Methodist,232,72
97,TEN,2013,Zaviar Gooden,OLB,Missouri,234,73
244,ATL,2013,Zeke Motta,S,Notre Dame,213,74
5,DET,2013,Ziggy Ansah,DE,BYU,271,77
30,SFO,2012,A.J. Jenkins,WR,Illinois,190,72
300,NA,2012,Aaron Corp,QB,Richmond,215,75
109,PIT,2012,Alameda Ta'amu,DT,Washington,348,74
224,NWE,2012,Alfonzo Dennard,CB,Nebraska,204,70
173,WAS,2012,Alfred Morris,RB,Florida Atlantic,219,70
45,CHI,2012,Alshon Jeffery,WR,South Carolina,216,75
38,JAX,2012,Andre Branch,DE,Clemson,259,76
241,GNB,2012,Andrew Datko,OT,Florida State,315,78
1,IND,2012,Andrew Luck,QB,Stanford,234,76
179,NOR,2012,Andrew Tiller,OG,Syracuse,324,76
300,NA,2012,Antoine McClain,OG,Clemson,329,77
242,NYJ,2012,Antonio Allen,S,South Carolina,210,73
300,NA,2012,Antonio Fenelus,CB,Wisconsin,190,68
300,NA,2012,Antwuan Reed,CB,Pittsburgh,188,70
210,MIN,2012,Audie Cole,ILB,North Carolina State,246,76
300,NA,2012,Austin Davis,QB,Southern Miss,219,74
300,NA,2012,B.J. Coleman,QB,Chattanooga,233,75
183,MIA,2012,B.J. Cunningham,WR,Michigan State,211,73
300,NA,2012,Beau Reliford,TE,Florida State,256,77
99,HOU,2012,Ben Jones,C,Georgia,303,75
84,BAL,2012,Bernard Pierce,RB,Temple,218,72
205,CLE,2012,Billy Winn,DE,Boise State,294,76
112,ARI,2012,Bobby Massie,OT,Mississippi,316,78
157,ATL,2012,Bradie Ewing,FB,Wisconsin,239,72
300,NA,2012,Brandon Bolden,RB,Mississippi,222,71
123,PHI,2012,Brandon Boykin,CB,Georgia,182,69
300,NA,2012,Brandon Lindsey,OLB,Pittsburgh,254,74
300,NA,2012,Brandon Marshall,OLB,Nevada,242,73
131,NYG,2012,Brandon Mosley,OT,Auburn,314,78
73,SDG,2012,Brandon Taylor,S,LSU,209,71
93,CIN,2012,Brandon Thompson,DT,Clemson,314,74
200,PHI,2012,Brandon Washington,OG,Miami (FL),320,75
22,CLE,2012,Brandon Weeden,QB,Oklahoma State,221,75
300,NA,2012,Brett Roy,DT,Nevada,275,75
57,DEN,2012,Brock Osweiler,QB,Arizona State,242,79
15,SEA,2012,Bruce Irvin,OLB,West Virginia,245,75
237,SFO,2012,Cam Johnson,DE,Virginia,268,75
300,NA,2012,Case Keenum,QB,Houston,208,73
62,GNB,2012,Casey Hayward,CB,Vanderbilt,192,71
253,IND,2012,Chandler Harnish,QB,Northern Illinois,219,74
21,NWE,2012,Chandler Jones,DE,Syracuse,266,77
300,NA,2012,Charles Brown,CB,North Carolina,202,69
192,ATL,2012,Charles Mitchell,S,Mississippi State,202,71
300,NA,2012,Chas Alecxih,DT,Pittsburgh,296,76
300,NA,2012,Chase Minnifield,CB,Virginia,183,70
300,NA,2012,Chris Galippo,ILB,Southern California,241,73
96,STL,2012,Chris Givens,WR,Wake Forest,198,71
300,NA,2012,Chris Owusu,WR,Stanford,196,72
300,NA,2012,Chris Polk,RB,Washington,215,70
159,PIT,2012,Chris Rainey,RB,Florida,180,68
300,NA,2012,Christian Thompson,S,South Carolina State,211,72
300,NA,2012,Christian Tupou,DT,Southern California,289,74
300,NA,2012,Cliff Harris,CB,Oregon,175,71
34,IND,2012,Coby Fleener,TE,Stanford,247,78
41,BUF,2012,Cordy Glenn,OT,Georgia,345,78
300,NA,2012,Corey White,S,Samford,206,71
300,NA,2012,Cory Harkey,TE,UCLA,260,76
300,NA,2012,Coryell Judie,CB,Texas A&M,194,72
115,TEN,2012,Coty Sensabaugh,CB,Clemson,189,71
35,BAL,2012,Courtney Upshaw,DE,Alabama,272,74
300,NA,2012,Cyhl Quarles,S,Wake Forest,213,73
182,KAN,2012,Cyrus Gray,RB,Texas A&M,206,70
300,NA,2012,D'Anton Lynn,CB,Penn State,206,72
300,NA,2012,DaJohn Harris,DT,Southern California,306,75
191,CIN,2012,Dan Herron,RB,Ohio State,213,70
152,DAL,2012,Danny Coale,WR,Virginia Tech,201,72
188,DEN,2012,Danny Trevathan,OLB,Kentucky,237,72
165,SFO,2012,Darius Fleming,OLB,Notre Dame,245,74
300,NA,2012,Darius Hanks,WR,Alabama,184,72
300,NA,2012,Darrell Scott,RB,South Florida,231,72
300,NA,2012,Darron Thomas,QB,Oregon,220,75
226,SDG,2012,David Molk,C,Michigan,298,73
240,PIT,2012,David Paulson,TE,Oregon,246,75
32,NYG,2012,David Wilson,RB,Virginia Tech,206,70
300,NA,2012,Davin Meggett,RB,Maryland,211,68
300,NA,2012,DeAngelo Peterson,TE,LSU,243,75
236,BAL,2012,DeAngelo Tyson,DT,Georgia,315,74
300,NA,2012,Delano Howell,S,Stanford,210,71
77,NYJ,2012,Demario Davis,OLB,Arkansas State,235,74
146,KAN,2012,DeQuan Menzie,CB,Alabama,202,71
300,NA,2012,Derek Moye,WR,Penn State,209,76
36,DEN,2012,Derek Wolfe,DT,Cincinnati,295,77
300,NA,2012,Derrick Shelby,DE,Utah,266,75
300,NA,2012,Desmond Wynn,OG,Rutgers,303,77
68,HOU,2012,DeVier Posey,WR,Ohio State,211,74
53,CIN,2012,Devon Still,DT,Penn State,303,77
107,KAN,2012,Devon Wylie,WR,Fresno State,187,69
