,Geographic Location,county,state,poverty_pct,med_income
2794,"Sarver, PA", Butler County, PA,8.7,"$69,212"
2795,"Sarahsville, OH", Noble County, OH,12.9,"$69,212"
2796,"Woodville, OH", Sandusky County, OH,10.0,"$69,212"
2797,"Wellsburg, WV", Brooke County, WV,13.7,"$69,212"
2798,"Saint Clairsville, OH", Belmont County, OH,13.0,"$69,212"
2799,"Milton, WV", Cabell County, WV,19.3,"$69,212"
2800,"Wildwood, MO", Saint Louis County, MO,,"$69,212"
2801,"Yorktown, IN", Delaware County, IN,8.8,"$69,212"
2802,"Muncie, IN", Delaware County, IN,8.8,"$69,212"
2803,"Berkley, MI", Oakland County, MI,8.2,"$69,212"
2804,"Franklin, TX",Franklin County, TX,13.4,"$69,212"
2805,"Lagrange, OH", Lorain County, OH,14.2,"$69,212"
2806,"Kings Mills, OH", Warren County, OH,10.3,"$69,212"
2807,"Bedford, OH", Cuyahoga County, OH,17.9,"$69,212"
2808,"Locust Grove, OK", Mayes County, OK,15.5,"$69,212"
2809,"Alief, TX", Harris County, TX,16.5,"$69,212"
2810,"Sweetwater, TX", Nolan County, TX,18.2,"$69,212"
2811,"Corrigan, TX", Polk County, TX,9.6,"$69,212"
2812,"Peggs, OK", Cherokee County, OK,17.4,"$69,212"
2813,"Tuttle, OK",,,,"$69,212"
2814,"Frankfort, IL", Franklin County, IL,13.4,"$69,212"
2815,"San Fernando, CA", Los Angeles County, CA,14.2,"$69,212"
2816,"Trabuco Canyon, CA", Orange County, CA,9.4,"$69,212"
2817,"Torrance, CA", Los Angeles County, CA,14.2,"$69,212"
2818,"West Chester, PA", Chester County, PA,15.9,"$69,212"
2819,"Muskegon Heights, MI", Muskegon County, MI,15.7,"$69,212"
2820,"Strongsville, OH", Cuyahoga County, OH,17.9,"$69,212"
2821,"Kildeer, IL", Lake County, IL,36.5,"$69,212"
2822,"Bishop, CA", Inyo County, CA,12.3,"$69,212"
2823,"Manheim, PA", Lancaster County, PA,12.3,"$69,212"
2824,"Oak Park, MI", Oakland County, MI,8.2,"$69,212"
2825,"Delphos, OH", Van Wert County, OH,8.4,"$69,212"
2826,"Steubenville, OH", Jefferson County, OH,8.1,"$69,212"
2827,"Oberlin, OH", Lorain County, OH,14.2,"$69,212"
2828,"Newton, PA", Dale County, PA,16.2,"$69,212"
2829,"Huntingdon, TN", Carroll County, TN,15.7,"$69,212"
2830,"Sylvania, OH", Lucas County, OH,18.7,"$69,212"
2831,"Clinton, MD", Prince George's County, MD,8.3,"$69,212"
2832,"Tar Heel, NC", Bladen County, NC,29.1,"$69,212"
2833,"Lawrenceville, NJ", Mercer County, NJ,22.7,"$69,212"
2834,"Valparaiso, IN", Porter County, IN,8.9,"$69,212"
2835,"Bound Brook, NJ", Somerset County, NJ,12.0,"$69,212"
2836,"Greentown, PA", Pike County, PA,10.3,"$69,212"
2837,"Bremen, GA", Haralson County, GA,15.9,"$69,212"
2838,"Plymouth, NC", Washington County, NC,4.5,"$69,212"
2839,"Williamston, NC", Martin County, NC,13.6,"$69,212"
2840,"Godley, TX", Johnson County, TX,10.3,"$69,212"
2841,"Trophy Club, TX", Denton County, TX,7.3,"$69,212"
2842,"Saluda, SC", Saluda County, SC,14.9,"$69,212"
2843,"Winterville, NC", Pitt County, NC,23.2,"$69,212"
2844,"Bailey, NC", Nash County, NC,14.2,"$69,212"
2845,"Hooker, OK", Texas County, OK,12.7,"$69,212"
2846,"Minco, OK",,,,"$69,212"
2847,"Calgary, AB", San Augustine County, AB,22.2,"$69,212"
2848,"Leone, ", Lealataua County, ,,"$69,212"
2849,"Peculiar, MO", Cass County, MO,20.4,"$69,212"
2850,"Beloit, KS", Mitchell County, KS,21.4,"$69,212"
2851,"Gas City, IN", Grant County, IN,14.0,"$69,212"
2852,"North Plainfield, NJ", Somerset County, NJ,12.0,"$69,212"
2853,"Downers Grove, IL", DuPage County, IL,6.6,"$69,212"
2854,"Harrah, OK", Oklahoma County, OK,16.9,"$69,212"
2855,"Manassas, VA",,,,"$69,212"
2856,"Huger, SC", Berkeley County, SC,11.5,"$69,212"
2857,"Salem, VA",,,,"$69,212"
2858,"Forest, VA", Bexar County, VA,17.2,"$69,212"
2859,"Charlotte Court House, VA", Charlotte County, VA,19.3,"$69,212"
2860,"Longport, NJ", Atlantic County, NJ,12.8,"$69,212"
2861,"Frankfort, KY", Franklin County, KY,13.4,"$69,212"
2862,"Princeton, KY", Caldwell County, KY,14.1,"$69,212"
2863,"West End, NC", Moore County, NC,12.2,"$69,212"
2864,"Ashland, AL", Clay County, AL,25.1,"$69,212"
2865,"Largo, MD", Prince George's County, MD,8.3,"$69,212"
2866,"Jonesville, SC", Carbon County, SC,13.4,"$69,212"
2867,"Wickliffe, OH", Lake County, OH,36.5,"$69,212"
2868,"Berea, OH", Cuyahoga County, OH,17.9,"$69,212"
2869,"Danville, VA",,,,"$69,212"
2870,"Lantana, FL", Palm Beach County, FL,12.2,"$69,212"
2871,"Bergenfield, NJ", Bergen County, NJ,6.8,"$69,212"
2872,"Spring Grove, PA",,,,"$69,212"
2873,"Columbus, NJ", Burlington County, NJ,6.2,"$69,212"
2874,"Clewiston, FL", Hendry County, FL,24.0,"$69,212"
2875,"Portland, TN", Sumner County, TN,8.9,"$69,212"
2876,"Hallsville, TX", Harrison County, TX,16.7,"$69,212"
2877,"Hudson, WI", Saint Croix County, WI,,"$69,212"
2878,"Monkton, MD", Baltimore County, MD,9.9,"$69,212"
2879,"Morristown, TN", Hamblen County, TN,17.1,"$69,212"
2880,"Grove City, OH", Franklin County, OH,13.4,"$69,212"
2881,"Graham, NC", Alamance County, NC,13.5,"$69,212"
2882,"Loves Park, IL", Winnebago County, IL,10.4,"$69,212"
2883,"Exton, PA", Chester County, PA,15.9,"$69,212"
2884,"Sudbury, MA", Middlesex County, MA,12.7,"$69,212"
2885,"Cape Vincent, NY", Jefferson County, NY,8.1,"$69,212"
2886,"Twinsburg, OH", Summit County, OH,6.2,"$69,212"
2887,"Simpsonville, SC", Greenville County, SC,11.1,"$69,212"
2888,"Escondido, CA", San Diego County, CA,11.5,"$69,212"
2889,"Fountain Hills, AZ", Maricopa County, AZ,12.3,"$69,212"
2890,"Zebulon, NC", Wake County, NC,8.4,"$69,212"
2891,"Terre Haute, IN", Vigo County, IN,19.2,"$69,212"
2892,"Bonaire, GA", Houston County, GA,26.1,"$69,212"
2893,"Hixson, TN", Hamilton County, TN,14.7,"$69,212"
2894,"Port Jefferson, NY", Suffolk County, NY,7.3,"$69,212"
2895,"Rexburg, ID", Madison County, ID,10.1,"$69,212"
2896,"Albert Lea, MN", Freeborn County, MN,9.9,"$69,212"
2897,"Mill Valley, CA", Marin County, CA,6.6,"$69,212"
2898,"Perris, CA", Riverside County, CA,12.7,"$69,212"
2899,"Sparks, NV", Washoe County, NV,10.4,"$69,212"
2900,"Fernley, NV",,,,"$69,212"
2901,"Hillsboro, OR", Washington County, OR,4.5,"$69,212"
2902,"Carson City, NV",,,,"$69,212"
2903,"Bamberg, SC",Bamberg County, SC,26.7,"$69,212"
2904,"Ahoskie, NC", Hertford County, NC,23.2,"$69,212"
2905,"Blakely, GA", Early County, GA,26.5,"$69,212"
2906,"Hephzibah, GA", Richmond County, GA,15.9,"$69,212"
2907,"Minneola, FL", Lake County, FL,36.5,"$69,212"
2908,"Clinton, SC", Laurens County, SC,19.7,"$69,212"
2909,"Red Bank, SC", Lexington County, SC,12.5,"$69,212"
2910,"Aurora, MO", Lawrence County, MO,17.7,"$69,212"
2911,"Roanoke, LA",,,,"$69,212"
2912,"Madison, GA",Madison County, GA,10.1,"$69,212"
2913,"Dublin, GA", Laurens County, GA,19.7,"$69,212"
2914,"Elberton, GA", Elbert County, GA,18.5,"$69,212"
2915,"Troy, MI", Oakland County, MI,8.2,"$69,212"
2916,"Brook Park, OH", Cuyahoga County, OH,17.9,"$69,212"
2917,"Pierrefonds, PQ",,,,"$69,212"
2918,"Bridgeville, DE", Sussex County, DE,22.9,"$69,212"
2919,"Sheridan, AR",,,,"$69,212"
2920,"Oak Hill, FL", Volusia County, FL,13.2,"$69,212"
2921,"Derby, KS", Sedgwick County, KS,13.4,"$69,212"
2922,"Independence, MO", Jackson County, MO,12.0,"$69,212"
2923,"Goddard, KS", Sedgwick County, KS,13.4,"$69,212"
2924,"Prairie Village, KS", Johnson County, KS,10.3,"$69,212"
2925,"Moore, SC", Spartanburg County, SC,13.6,"$69,212"
2926,"Steamboat Springs, CO", Routt County, CO,7.0,"$69,212"
2927,"Twin Falls, ID", Twin Falls County, ID,13.6,"$69,212"
2928,"Scotlandville, LA", East Baton Rouge Parish, LA,16.7,"$69,212"
2929,"Pinckney, MI", Livingston County, MI,12.5,"$69,212"
2930,"Hillcrest Hgts, MD", Prince George's County, MD,8.3,"$69,212"
2931,"Reisterstown, MD", Baltimore County, MD,9.9,"$69,212"
2932,"Glenarden, MD", Prince George's County, MD,8.3,"$69,212"
2933,"Hampstead, NC", Pender County, NC,15.1,"$69,212"
2934,"New Lenox, IL", Will County, IL,6.4,"$69,212"
2935,"Palmyra, NJ", Burlington County, NJ,6.2,"$69,212"
2936,"Iola, WI", Waupaca County, WI,10.4,"$69,212"
2937,"Menomonie, WI", Dunn County, WI,12.5,"$69,212"
2938,"Pella, IA", Marion County, IA,16.6,"$69,212"
2939,"Sycamore, IL", DeKalb County, IL,17.4,"$69,212"
2940,"Crystal Lake, IL", McHenry County, IL,11.9,"$69,212"
2941,"Redford, MI", Wayne County, MI,20.9,"$69,212"
2942,"Palo, IA",,,,"$69,212"
2943,"Chariton, IA", Lucas County, IA,18.7,"$69,212"
2944,"Beverly Hills, MI", Oakland County, MI,8.2,"$69,212"
2945,"Shellsburg, IA",,,,"$69,212"
2946,"Ottosen, IA", Humboldt County, IA,11.9,"$69,212"
2947,"New Brunswick, NJ", Middlesex County, NJ,12.7,"$69,212"
2948,"Kendall Park, NJ", Middlesex County, NJ,12.7,"$69,212"
2949,"Bishop, GA", Collin County, GA,6.4,"$69,212"
2950,"East Lake, FL", Pinellas County, FL,11.7,"$69,212"
2951,"Murray, KY", Calloway County, KY,21.3,"$69,212"
2952,"LaGrange, NY", Orange County, NY,9.4,"$69,212"
2953,"Sapulpa, OK", Creek County, OK,14.0,"$69,212"
2954,"Burr Ridge, IL", DuPage County, IL,6.6,"$69,212"
2955,"Jemison, AL", Mercer County, AL,22.7,"$69,212"
2956,"Iola, TX", Grimes County, TX,17.5,"$69,212"
2957,"Harker Heights, TX", Bell County, TX,13.0,"$69,212"
2958,"Kaufman, TX",Kaufman County, TX,11.5,"$69,212"
2959,"Fulshear, TX", Fort Bend County, TX,7.9,"$69,212"
2960,"Kaumana, HI", Hawaiʻi County, HI,,"$69,212"
2961,"Inverness, IL", Cook County, IL,9.6,"$69,212"
2962,"Maple Grove, MN", Hennepin County, MN,10.3,"$69,212"
2963,"Larkspur, CA", Marin County, CA,6.6,"$69,212"
2964,"Caledon, ON", Allen County, ON,14.4,"$69,212"
2965,"Alpine, CA",Alpine County, CA,17.3,"$69,212"
2966,"Broomfield, CO", City and County of Broomfield, CO,,"$69,212"
2967,"Howard, KS", Elk County, KS,9.2,"$69,212"
2968,"Burlington, WI",,,,"$69,212"
2969,"Amherst, WI", Portage County, WI,11.3,"$69,212"
2970,"Long Grove, IL", Lake County, IL,36.5,"$69,212"
2971,"Hazel Crest, IL", Cook County, IL,9.6,"$69,212"
2972,"Stoughton, WI", Dane County, WI,10.8,"$69,212"
2973,"Amherst Junction, WI", Portage County, WI,11.3,"$69,212"
2974,"Urbandale, IA", Polk County, IA,9.6,"$69,212"
2975,"Saint Charles, MO",Saint Charles County, MO,,"$69,212"
2976,"Hannibal, MO", Marion County, MO,16.6,"$69,212"
2977,"Streetsboro, OH", Portage County, OH,11.3,"$69,212"
2978,"Painesville, OH", Lake County, OH,36.5,"$69,212"
2979,"Lagos, ", Davis County, ,5.7,"$69,212"
2980,"Chester Springs, PA", Chester County, PA,15.9,"$69,212"
2981,"Waipahu, HI", Honolulu County, HI,7.7,"$69,212"
2982,"Woodland Hills, CA", Los Angeles County, CA,14.2,"$69,212"
2983,"Taylorsville, UT",,,,"$69,212"
2984,"Carol City, FL", Miami-Dade County, FL,16.0,"$69,212"
2985,"Hialeah Gardens, FL", Miami-Dade County, FL,16.0,"$69,212"
2986,"Dania, FL", Broward County, FL,12.6,"$69,212"
2987,"Layton, UT", Davis County, UT,5.7,"$69,212"
2988,"Hahira, GA", Lowndes County, GA,23.1,"$69,212"
2989,"Nixa, MO", Christian County, MO,8.6,"$69,212"
2990,"Shepherd, TX", San Jacinto County, TX,17.5,"$69,212"
2991,"Star City, AR",,,,"$69,212"
2992,"Grinnell, IA", Poweshiek County, IA,10.6,"$69,212"
2993,"Savage, MN", Scott County, MN,18.5,"$69,212"
2994,"Prairie Grove, AR", Washington County, AR,4.5,"$69,212"
2995,"Imo State, ", Garfield County, ,13.8,"$69,212"
2996,"Churdan, IA", Greene County, IA,8.1,"$69,212"
2997,"Fort Atkinson, IA", Winneshiek County, IA,9.8,"$69,212"
2998,"Orland Park, IL", Cook County, IL,9.6,"$69,212"
2999,"Jefferson, IA",Jefferson County, IA,8.1,"$69,212"
3000,"Glencoe, AL", Etowah County, AL,17.5,"$69,212"
3001,"Leeds, AL", Franklin County, AL,13.4,"$69,212"
3002,"Dade City, FL", Pasco County, FL,12.6,"$69,212"
3003,"Jackson Springs, NC", Moore County, NC,12.2,"$69,212"
3004,"Cameron, SC", Northumberland County, SC,14.8,"$69,212"
3005,"Carville, LA", Queen Anne's County, LA,6.5,"$69,212"
3006,"Bay Minette, AL", Baldwin County, AL,23.8,"$69,212"
3007,"Springhill, LA", Webster Parish, LA,26.0,"$69,212"
3008,"Grandview, TX", Johnson County, TX,10.3,"$69,212"
3009,"Los Banos, CA", Merced County, CA,21.2,"$69,212"
3010,"Daingerfield, TX", Morris County, TX,20.2,"$69,212"
3011,"Kountze, TX", Hardin County, TX,12.4,"$69,212"
3012,"Ackerman, MS", Choctaw County, MS,23.0,"$69,212"
3013,"McCool, MS", Attala County, MS,23.7,"$69,212"
3014,"Philadelphia, MS", Neshoba County, MS,26.9,"$69,212"
3015,"Belle Harbor, NY", Queens County, NY,11.6,"$69,212"
3016,"Westborough, MA", Worcester County, MA,9.0,"$69,212"
3017,"Manchester, MA", Essex County, MA,13.7,"$69,212"
3018,"Cohoes, NY", Albany County, NY,20.4,"$69,212"
3019,"Medfield, MA", Norfolk County, MA,6.5,"$69,212"
3020,"Endwell, NY", Broome County, NY,17.3,"$69,212"
3021,"Trenton, FL", Gilchrist County, FL,16.8,"$69,212"
3022,"Johnson City, NY", Broome County, NY,17.3,"$69,212"
3023,"Fort Lee, NJ", Bergen County, NJ,6.8,"$69,212"
3024,"Taylor, MS", Williamson County, MS,6.4,"$69,212"
3025,"Sayreville, NJ", Middlesex County, NJ,12.7,"$69,212"
3026,"Sevierville, TN", Sevier County, TN,12.0,"$69,212"
3027,"Frankston, TX", Anderson County, TX,19.8,"$69,212"
3028,"Mineola, TX", Wood County, TX,10.1,"$69,212"
3029,"Lyman, SC", Spartanburg County, SC,13.6,"$69,212"
3030,"Lodi, NJ", Bergen County, NJ,6.8,"$69,212"
3031,"Surrey, BC", Ward County, BC,13.9,"$69,212"
3032,"Webb City, MO", Jasper County, MO,19.2,"$69,212"
3033,"Kearney, MO",Kearney County, MO,9.2,"$69,212"
3034,"Leland, MS", Brunswick County, MS,22.5,"$69,212"
3035,"Byron, GA", Peach County, GA,24.0,"$69,212"
3036,"Bowman, GA", Elbert County, GA,18.5,"$69,212"
3037,"Lake Stevens, WA", Snohomish County, WA,7.5,"$69,212"
3038,"Cocoa, FL", Brevard County, FL,11.0,"$69,212"
3039,"Farmington, MI", Oakland County, MI,8.2,"$69,212"
3040,"Washougal, WA", Clark County, WA,11.9,"$69,212"
3041,"Jackson, NE", Dakota County, NE,12.4,"$69,212"
3042,"Sioux Falls, SD", Minnehaha County, SD,9.6,"$69,212"
3043,"Burwell, NE", Garfield County, NE,13.8,"$69,212"
3044,"Prospect Park, NJ", Passaic County, NJ,13.6,"$69,212"
3045,"Kaukauna, WI", Outagamie County, WI,7.2,"$69,212"
3046,"Victoria, MN", Carver County, MN,3.8,"$69,212"
3047,"Monticello, MN", Wright County, MN,23.9,"$69,212"
3048,"Sioux Center, IA", Sioux County, IA,32.9,"$69,212"
3049,"Lakeville, MN", Dakota County, MN,12.4,"$69,212"
3050,"Petersburg, TN", Lincoln County, TN,7.9,"$69,212"
3051,"Lebanon, MO", Laclede County, MO,15.4,"$69,212"
3052,"Lake Zurich, IL", Lake County, IL,36.5,"$69,212"
3053,"Ona, WV", Cabell County, WV,19.3,"$69,212"
3054,"Harrison, ME", Cumberland County, ME,15.7,"$69,212"
3055,"Steelton, PA", Dauphin County, PA,13.2,"$69,212"
3056,"Middleburg Heights, OH", Cuyahoga County, OH,17.9,"$69,212"
3057,"Williamsport, PA", Lycoming County, PA,13.0,"$69,212"
3058,"Pickens, SC",Pickens County, SC,16.6,"$69,212"
3059,"BROADLANDS, VA", Loudoun County, VA,3.6,"$69,212"
3060,"Northvale, NJ", Bergen County, NJ,6.8,"$69,212"
3061,"Wyandanch, NY", Suffolk County, NY,7.3,"$69,212"
3062,"East Meadow, NY", Nassau County, NY,5.8,"$69,212"
3063,"South Boston, MA", Suffolk County, MA,7.3,"$69,212"
3064,"Colonia, NJ", Union County, NJ,19.8,"$69,212"
3065,"McCordsville, IN", Hancock County, IN,13.2,"$69,212"
3066,"Wheatfield, NY", Niagara County, NY,13.0,"$69,212"
3067,"Larksville, PA", Luzerne County, PA,14.3,"$69,212"
3068,"Dartmouth, NS",,,,"$69,212"
3069,"River Vale, NJ", Bergen County, NJ,6.8,"$69,212"
3070,"Brick, NJ", Ocean County, NJ,9.7,"$69,212"
3071,"Roselle, NJ", Union County, NJ,19.8,"$69,212"
3072,"Pickering, ON", Vernon Parish, ON,17.5,"$69,212"
3073,"Locust Grove, GA", Henry County, GA,20.0,"$69,212"
3074,"Farmington, UT",,,,"$69,212"
3075,"Manti, UT",,,,"$69,212"
3076,"Warrenton, VA", Fauquier County, VA,6.1,"$69,212"
3077,"Conway, AR",Conway County, AR,17.9,"$69,212"
3078,"Gurdon, AR", Clark County, AR,11.9,"$69,212"
3079,"Belmond, IA", Wright County, IA,23.9,"$69,212"
3080,"Kodak, TN", Sevier County, TN,12.0,"$69,212"
3081,"Florham Park, NJ", Morris County, NJ,20.2,"$69,212"
3082,"Wyckoff, NJ", Bergen County, NJ,6.8,"$69,212"
3083,"New Hope, PA", Madison County, PA,10.1,"$69,212"
3084,"Tewksbury, MA", Middlesex County, MA,12.7,"$69,212"
3085,"Yarmouth Port, MA", Barnstable County, MA,8.0,"$69,212"
3086,"Glenview, IL", Cook County, IL,9.6,"$69,212"
3087,"Whitefish Bay, WI",,,,"$69,212"
3088,"Ironton, OH", Lawrence County, OH,17.7,"$69,212"
3089,"North Oaks, MN", Ramsey County, MN,12.3,"$69,212"
3090,"Volo, IL", Lake County, IL,36.5,"$69,212"
3091,"Brookwood, AL", Tuscaloosa County, AL,16.8,"$69,212"
3092,"Tega Cay, SC", York County, SC,5.5,"$69,212"
3093,"Hagerstown, MD", Washington County, MD,4.5,"$69,212"
3094,"Avenel, NJ", Middlesex County, NJ,12.7,"$69,212"
3095,"Elkridge, MD", Howard County, MD,20.6,"$69,212"
3096,"Washington Township, NJ", Bergen County, NJ,6.8,"$69,212"
3097,"Germantown, WI", Richland County, WI,14.3,"$69,212"
3098,"Yuba City, CA", Sutter County, CA,13.5,"$69,212"
3099,"Andover, MN", Anoka County, MN,5.6,"$69,212"
3100,"Arlington, VA", Arlington County, VA,6.3,"$69,212"
3101,"Spring Mills, PA", Centre County, PA,18.1,"$69,212"
3102,"Antelope, CA", Sacramento County, CA,14.3,"$69,212"
3103,"Blytheville, AR", Mississippi County, AR,26.8,"$69,212"
3104,"Immokalee, FL", Collier County, FL,10.6,"$69,212"
3105,"Scottdale, GA", DeKalb County, GA,17.4,"$69,212"
3106,"Purcellville, VA", Loudoun County, VA,3.6,"$69,212"
3107,"Valley, AL", Jefferson County, AL,8.1,"$69,212"
3108,"Planada, CA", Merced County, CA,21.2,"$69,212"
3109,"Gig Harbor, WA", Pierce County, WA,8.5,"$69,212"
3110,"Westville, NJ", Gloucester County, NJ,9.1,"$69,212"
3111,"Sallisaw, OK", Sequoyah County, OK,18.8,"$69,212"
3112,"Nanakuli, HI", Honolulu County, HI,7.7,"$69,212"
3113,"Abingdon, VA", Washington County, VA,4.5,"$69,212"
3114,"San Marino, CA", Los Angeles County, CA,14.2,"$69,212"
3115,"South Euclid, OH", Cuyahoga County, OH,17.9,"$69,212"
3116,"Seat Pleasant, MD", Prince George's County, MD,8.3,"$69,212"
3117,"Piedmont, CA", Alameda County, CA,9.0,"$69,212"
3118,"Allentown, GA",,,,"$69,212"
3119,"Harrington, DE", Kent County, DE,13.3,"$69,212"
3120,"Angier, NC", Harnett County, NC,14.4,"$69,212"
3121,"Bourbonnais, IL", Kankakee County, IL,16.2,"$69,212"
3122,"Rogersville, AL", Lauderdale County, AL,24.9,"$69,212"
3123,"Joplin, MO", Jasper County, MO,19.2,"$69,212"
3124,"Sonora, CA", Tuolumne County, CA,12.5,"$69,212"
3125,"Emmett, ID", Gem County, ID,13.4,"$69,212"
3126,"Sylva, NC", Jackson County, NC,12.0,"$69,212"
3127,"Nuremberg, PA", Schuylkill County, PA,13.0,"$69,212"
3128,"Gunnison, UT", Sanpete County, UT,14.8,"$69,212"
3129,"Sagamore Hills, OH", Summit County, OH,6.2,"$69,212"
3130,"Columbia Station, OH", Lorain County, OH,14.2,"$69,212"
3131,"Ashville, OH", Pickaway County, OH,12.1,"$69,212"
3132,"Galloway, OH", Franklin County, OH,13.4,"$69,212"
3133,"Pomfret, MD", Charles County, MD,6.6,"$69,212"
3134,"Ruskin, FL", Hillsborough County, FL,7.4,"$69,212"
3135,"Hubbard, OH", Trumbull County, OH,17.6,"$69,212"
3136,"Woodhaven, MI", Wayne County, MI,20.9,"$69,212"
3137,"Ormond Beach, FL", Volusia County, FL,13.2,"$69,212"
3138,"Madison, CT", Tulsa County, CT,14.1,"$69,212"
3139,"Granada Hills, CA", Los Angeles County, CA,14.2,"$69,212"
3140,"Tinley Park, IL", Cook County, IL,9.6,"$69,212"
3141,"Hyrum, UT", Cache County, UT,12.9,"$69,212"
3142,"Mantua, UT", Box Elder County, UT,7.3,"$69,212"
3143,"Stansbury Park, UT",,,,"$69,212"
3144,"Hudson, FL", Pasco County, FL,12.6,"$69,212"
3145,"West, TX", McLennan County, TX,18.9,"$69,212"
3146,"Santa Margarita, CA", San Luis Obispo County, CA,12.7,"$69,212"
3147,"Winnsboro, LA", Wood County, LA,10.1,"$69,212"
3148,"Palm Harbor, FL", Pinellas County, FL,11.7,"$69,212"
3149,"Russellville, KY", Logan County, KY,24.6,"$69,212"
3150,"Vinton, VA", Roanoke County, VA,6.7,"$69,212"
3151,"Williamsburg, OH", Clermont County, OH,8.2,"$69,212"
3152,"North Salt Lake, UT",,,,"$69,212"
3153,"Solana Beach, CA", San Diego County, CA,11.5,"$69,212"
3154,"Washington, GA",Washington County, GA,4.5,"$69,212"
3155,"Seymour, TN", Sevier County, TN,12.0,"$69,212"
3156,"Burnet, TX",Burnet County, TX,11.0,"$69,212"
3157,"Banks, AL", Lincoln County, AL,7.9,"$69,212"
3158,"Munford, TN", Tipton County, TN,12.0,"$69,212"
3159,"Milwaukie, OR", Clackamas County, OR,7.3,"$69,212"
3160,"Wesson, MS", Copiah County, MS,26.5,"$69,212"
3161,"Sardis, MS", Panola County, MS,15.7,"$69,212"
3162,"Pulaski, TN", Giles County, TN,12.4,"$69,212"
3163,"Peckville, PA", Lackawanna County, PA,14.2,"$69,212"
3164,"Western Springs, IL", Cook County, IL,9.6,"$69,212"
3165,"Orange, NJ", Essex County, NJ,13.7,"$69,212"
3166,"Media, PA", Delaware County, PA,8.8,"$69,212"
3167,"Montvale, NJ", Bergen County, NJ,6.8,"$69,212"
3168,"Tenafly, NJ", Bergen County, NJ,6.8,"$69,212"
3169,"Albany, NY", Albany County, NY,20.4,"$69,212"
3170,"College Park, MD", Prince George's County, MD,8.3,"$69,212"
3171,"Greeley, CO",Greeley County, CO,12.8,"$69,212"
3172,"Belding, MI", Ionia County, MI,9.9,"$69,212"
3173,"Georgetown, KY", Scott County, KY,18.5,"$69,212"
3174,"Okemos, MI", Ingham County, MI,18.1,"$69,212"
3175,"Shadyside, OH", Belmont County, OH,13.0,"$69,212"
3176,"Lake Mary, FL", Seminole County, FL,18.6,"$69,212"
3177,"Fond Du Lac, WI",Fond du Lac County, WI,9.5,"$69,212"
3178,"Lower Burrell, PA", Westmoreland County, PA,16.4,"$69,212"
3179,"Suffield, CT", Mecklenburg County, CT,18.7,"$69,212"
3180,"Brandywine, MD", Prince George's County, MD,8.3,"$69,212"
3181,"Malvern, PA", Geneva County, PA,21.3,"$69,212"
3182,"Kittanning, PA", Armstrong County, PA,10.7,"$69,212"
3183,"Warrington, PA", Bucks County, PA,5.7,"$69,212"
3184,"Larose, LA", Lafourche Parish, LA,16.6,"$69,212"
3185,"Bon Wier, TX", Newton County, TX,22.3,"$69,212"
3186,"Elon, NC", Alamance County, NC,13.5,"$69,212"
3187,"Highland, MI", Osceola County, MI,17.6,"$69,212"
3188,"Lorena, TX", McLennan County, TX,18.9,"$69,212"
3189,"Penfield, NY", Monroe County, NY,13.2,"$69,212"
3190,"Lake Bluff, IL", Lake County, IL,36.5,"$69,212"
3191,"Cooper City, FL", Broward County, FL,12.6,"$69,212"
3192,"Newark, OH", Licking County, OH,9.1,"$69,212"
3193,"Goose Creek, SC", Berkeley County, SC,11.5,"$69,212"
3194,"Mount Vernon, WA", Skagit County, WA,9.7,"$69,212"
3195,"Elba, AL", Mercer County, AL,22.7,"$69,212"
3196,"Mc Connelsville, OH",,,,"$69,212"
3197,"Kahoka, MO", Clark County, MO,11.9,"$69,212"
3198,"Sebastian, FL", Indian River County, FL,10.7,"$69,212"
3199,"Skipperville, AL", Dale County, AL,16.2,"$69,212"
3200,"Wills Point, TX", Van Zandt County, TX,15.6,"$69,212"
3201,"Oak Creek, WI",,,,"$69,212"
3202,"Two Rivers, WI", Manitowoc County, WI,10.4,"$69,212"
3203,"North Little Rock, AR", Pulaski County, AR,14.6,"$69,212"
3204,"Grimsby, ON", Cook County, ON,9.6,"$69,212"
3205,"Millstone, NJ", Somerset County, NJ,12.0,"$69,212"
3206,"Kingston, ", Ulster County, ,14.3,"$69,212"
3207,"Chateauguay, PQ",,,,"$69,212"
3208,"Southborough, MA", Worcester County, MA,9.0,"$69,212"
3209,"Paso Robles, CA", San Luis Obispo County, CA,12.7,"$69,212"
3210,"Siloam Springs, AR", Benton County, AR,9.8,"$69,212"
3211,"Nokomis, FL", Sarasota County, FL,10.3,"$69,212"
3212,"Hamburg, NY", Erie County, NY,15.3,"$69,212"
3213,"Warri, ", Baldwin County, ,23.8,"$69,212"
3214,"Pridgen, GA", Coffee County, GA,15.9,"$69,212"
3215,"Rayville, MO", Ray County, MO,9.9,"$69,212"
3216,"Tipp City, OH", Miami County, OH,7.9,"$69,212"
3217,"Cleveland Heights, OH", Cuyahoga County, OH,17.9,"$69,212"
3218,"Willingboro, NJ", Burlington County, NJ,6.2,"$69,212"
3219,"Port Allen, LA", West Baton Rouge Parish, LA,12.8,"$69,212"
3220,"Troutville, VA", Botetourt County, VA,7.4,"$69,212"
3221,"Williamstown, MA", Berkshire County, MA,11.3,"$69,212"
3222,"Sebring, FL", Highlands County, FL,20.8,"$69,212"
3223,"Orange Beach, AL", Baldwin County, AL,23.8,"$69,212"
